H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.1322,0.172,0.0398,0.1082,0.1122,0.004,0.1399,0.1465,0.0066,0.1198,0.7006,0.5808,0.0694,0.2666,0.1972,0.1454,0.1887,0.0433,0.0953,0.0965,0.0012,0.1288,0.1508,0.022,0.132,0.1024,-0.0296,0.1352,0.4467,0.3115,0.1438
0.1296,0.2198,0.0902,0.1198,0.1217,0.0019,0.1475,0.1668,0.0193,0.0781,0.2016,0.1235,0.0921,0.3263,0.2342,0.1342,0.1854,0.0512,0.1006,0.1049,0.0043,0.146,0.1616,0.0156,0.1983,0.1586,-0.0397,0.1526,0.247,0.0944,0.1378
0.1307,0.2156,0.0849,0.1267,0.1198,-0.0069,0.1347,0.1574,0.0227,0.0979,0.2161,0.1182,0.0953,0.2893,0.194,0.1249,0.1532,0.0283,0.1059,0.1147,0.0088,0.1339,0.131,-0.0029,0.1151,0.0768,-0.0383,0.1336,0.2388,0.1052,0.1264
0.1135,0.1274,0.0139,0.1008,0.2293,0.1285,0.165,0.3508,0.1858,0.1642,0.3083,0.1441,0.1204,0.3554,0.235,0.1264,0.3653,0.2389,0.1312,0.1572,0.026,0.1652,0.1312,-0.034,0.137,0.095,-0.042,0.1494,0.4839,0.3345,0.1346
0.1681,0.2205,0.0524,0.1273,0.1077,-0.0196,0.1637,0.2004,0.0367,0.1275,0.313,0.1855,0.0982,0.291,0.1928,0.1418,0.15,0.0082,0.1291,0.1693,0.0402,0.1801,0.1434,-0.0367,0.1128,0.0716,-0.0412,0.2362,0.3651,0.1289,0.1504
0.185,0.214,0.029,0.1248,0.119,-0.0058,0.1565,0.2539,0.0974,0.1636,0.2908,0.1272,0.1095,0.3257,0.2162,0.158,0.154,-0.004,0.1407,0.163,0.0223,0.2038,0.1534,-0.0504,0.1168,0.0766,-0.0402,0.188,0.3085,0.1205,0.1386
0.1497,0.1987,0.049,0.1127,0.1138,0.0011,0.1504,0.1584,0.008,0.1262,0.2365,0.1103,0.0779,0.2975,0.2196,0.1262,0.1798,0.0536,0.117,0.1157,-0.0013,0.1415,0.1521,0.0106,0.0874,0.0681,-0.0193,0.1022,0.2161,0.1139,0.1225
0.118,0.1565,0.0385,0.1143,0.122,0.0077,0.114,0.2549,0.1409,0.1441,0.2855,0.1414,0.0784,0.2951,0.2167,0.1478,0.1494,0.0016,0.1037,0.126,0.0223,0.1793,0.136,-0.0433,0.1091,0.0663,-0.0428,0.1222,0.2176,0.0954,0.1262
0.1502,0.1873,0.0371,0.1438,0.1523,0.0085,0.1169,0.128,0.0111,0.1146,0.2236,0.109,0.0924,0.2765,0.1841,0.1548,0.1534,-0.0014,0.1189,0.1317,0.0128,0.1922,0.1637,-0.0285,0.1637,0.119,-0.0447,0.1576,0.2879,0.1303,0.1161
0.1206,0.1649,0.0443,0.0964,0.1123,0.0159,0.118,0.1169,-0.0011,0.1376,0.236,0.0984,0.0982,0.3104,0.2122,0.1502,0.1816,0.0314,0.1256,0.1444,0.0188,0.1759,0.1434,-0.0325,0.1371,0.1077,-0.0294,0.1563,0.2494,0.0931,0.1531
0.1407,0.1588,0.0181,0.1143,0.1114,-0.0029,0.1304,0.123,-0.0074,0.1206,0.232,0.1114,0.1074,0.335,0.2276,0.1355,0.131,-0.0045,0.1014,0.1952,0.0938,0.1731,0.1098,-0.0633,0.1357,0.0926,-0.0431,0.1494,0.2295,0.0801,0.1457
0.1159,0.1172,0.0013,0.1156,0.379,0.2634,0.1365,0.2579,0.1214,0.1539,0.2444,0.0905,0.1014,0.2944,0.193,0.1399,0.2399,0.1,0.1636,0.1943,0.0307,0.1542,0.1323,-0.0219,0.1513,0.1045,-0.0468,0.1386,0.2443,0.1057,0.1436
0.1138,0.1583,0.0445,0.1154,0.1085,-0.0069,0.141,0.1439,0.0029,0.0898,0.7132,0.6234,0.1278,0.4421,0.3143,0.2012,0.2619,0.0607,0.1156,0.1199,0.0043,0.1523,0.1164,-0.0359,0.1505,0.1082,-0.0423,0.1558,0.3093,0.1535,0.1233
0.1314,0.1733,0.0419,0.1354,0.1325,-0.0029,0.1351,0.2465,0.1114,0.1563,0.3611,0.2048,0.0338,0.3212,0.2874,0.1418,0.207,0.0652,0.1235,0.1423,0.0188,0.1858,0.1151,-0.0707,0.1357,0.1444,0.0087,0.2489,0.3707,0.1218,0.1444
0.1507,0.1628,0.0121,0.1533,0.1132,-0.0401,0.1835,0.1486,-0.0349,0.1413,0.4461,0.3048,0.1576,0.3672,0.2096,0.1503,0.1675,0.0172,0.1386,0.1545,0.0159,0.1838,0.131,-0.0528,0.1178,0.0935,-0.0243,0.1441,0.2767,0.1326,0.1175
0.1687,0.1837,0.015,0.1156,0.1246,0.009,0.1407,0.1259,-0.0148,0.136,0.2629,0.1269,0.0979,0.3297,0.2318,0.1253,0.1137,-0.0116,0.1264,0.1893,0.0629,0.1336,0.094,-0.0396,0.1693,0.1077,-0.0616,0.145,0.2607,0.1157,0.1299
0.1726,0.1783,0.0057,0.1249,0.114,-0.0109,0.1408,0.1453,0.0045,0.1024,0.2169,0.1145,0.1154,0.3319,0.2165,0.1236,0.126,0.0024,0.1169,0.1547,0.0378,0.1933,0.1595,-0.0338,0.1442,0.0792,-0.065,0.1497,0.2636,0.1139,0.1417
0.1124,0.1503,0.0379,0.1394,0.1423,0.0029,0.1204,0.1569,0.0365,0.1151,0.2428,0.1277,0.0953,0.3078,0.2125,0.1425,0.2067,0.0642,0.1111,0.1497,0.0386,0.1143,0.1328,0.0185,0.19,0.1525,-0.0375,0.1478,0.2952,0.1474,0.1225
0.1188,0.1649,0.0461,0.1278,0.0956,-0.0322,0.1357,0.1301,-0.0056,0.1173,0.2281,0.1108,0.0903,0.397,0.3067,0.1286,0.1722,0.0436,0.1259,0.0964,-0.0295,0.1961,0.1895,-0.0066,0.1276,0.0887,-0.0389,0.1439,0.2879,0.144,0.1423
0.113,0.1691,0.0561,0.1478,0.151,0.0032,0.1545,0.1122,-0.0423,0.1387,0.2303,0.0916,0.1225,0.2912,0.1687,0.1716,0.2009,0.0293,0.1219,0.1484,0.0265,0.1652,0.1708,0.0056,0.1478,0.105,-0.0428,0.1687,0.2718,0.1031,0.1359
