H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.0966,0.7153,0.6187,0.0591,0.3568,0.2977,0.0536,0.3845,0.3309,0.0937,1.3339,1.2402,0.0615,1.5747,1.5132,0.0734,0.5099,0.4365,0.0613,0.3543,0.293,0.0995,0.2714,0.1719,0.0536,0.3684,0.3148,0.0591,0.8913,0.8322,0.0803
0.0525,0.6127,0.5602,0.0489,0.3162,0.2673,0.0496,0.3111,0.2615,0.0895,1.2909,1.2014,0.061,0.7107,0.6497,0.0586,0.4556,0.397,0.043,0.5326,0.4896,0.0718,0.2305,0.1587,0.0507,0.3402,0.2895,0.0539,0.5837,0.5298,0.0776
0.051,0.584,0.533,0.0523,0.3189,0.2666,0.0441,0.3027,0.2586,0.0808,1.4707,1.3899,0.0536,1.5032,1.4496,0.0536,0.4838,0.4302,0.0547,0.4873,0.4326,0.0808,0.2577,0.1769,0.0589,0.365,0.3061,0.0578,0.6031,0.5453,0.0752
0.0436,0.5275,0.4839,0.052,0.3267,0.2747,0.0404,0.2745,0.2341,0.0818,1.2719,1.1901,0.0531,0.8918,0.8387,0.0618,0.4975,0.4357,0.0523,0.5237,0.4714,0.0652,0.2389,0.1737,0.0557,0.3731,0.3174,0.0486,0.8391,0.7905,0.0869
0.051,0.5051,0.4541,0.0581,1.7686,1.7105,0.052,0.3098,0.2578,0.0974,1.1772,1.0798,0.0605,0.6084,0.5479,0.0573,0.4728,0.4155,0.0605,0.5369,0.4764,0.0993,0.2139,0.1146,0.0504,0.4016,0.3512,0.0523,0.7209,0.6686,0.0681
0.0504,0.5462,0.4958,0.0555,0.2999,0.2444,0.0496,0.3209,0.2713,0.0742,1.3469,1.2727,0.0544,0.6084,0.554,0.0591,0.4832,0.4241,0.0591,0.5128,0.4537,0.0884,0.2096,0.1212,0.0549,0.3452,0.2903,0.0528,0.5121,0.4593,0.0581
0.0536,0.4705,0.4169,0.0565,0.3035,0.247,0.0465,0.2853,0.2388,0.0734,0.5304,0.457,0.0544,1.1251,1.0707,0.0589,0.9707,0.9118,0.0515,0.3297,0.2782,0.0726,0.2331,0.1605,0.0507,0.4175,0.3668,0.0494,1.0085,0.9591,0.085
0.0486,0.5747,0.5261,0.057,0.2966,0.2396,0.0552,0.3035,0.2483,0.0304,1.1556,1.1252,0.0531,0.7342,0.6811,0.056,0.4458,0.3898,0.0618,0.496,0.4342,0.08,0.4355,0.3555,0.0594,0.5626,0.5032,0.052,0.7573,0.7053,0.0705
0.0544,0.4744,0.42,0.0547,0.3104,0.2557,0.0475,0.3022,0.2547,0.0739,1.0302,0.9563,0.0589,0.6395,0.5806,0.0549,0.617,0.5621,0.0565,0.5817,0.5252,0.0824,0.3018,0.2194,0.0496,0.4884,0.4388,0.0396,1.3832,1.3436,0.0655
0.0359,0.5995,0.5636,0.0547,0.3036,0.2489,0.0489,0.2701,0.2212,0.0631,1.1189,1.0558,0.0515,0.5432,0.4917,0.0481,0.5041,0.456,0.0446,0.4086,0.364,0.0681,0.3157,0.2476,0.0549,0.3114,0.2565,0.0454,0.9549,0.9095,0.0663
0.0744,0.5308,0.4564,0.0562,0.3154,0.2592,0.0478,0.2621,0.2143,0.0758,0.8838,0.808,0.0586,0.8253,0.7667,0.0525,0.4505,0.398,0.0502,0.5145,0.4643,0.0858,0.607,0.5212,0.0452,0.3355,0.2903,0.051,0.5296,0.4786,0.0594
0.0565,0.9402,0.8837,0.0512,0.3188,0.2676,0.0372,0.2373,0.2001,0.0681,0.4594,0.3913,0.0523,0.5876,0.5353,0.0462,0.4952,0.449,0.0436,0.4944,0.4508,0.0739,0.2122,0.1383,0.0552,0.3291,0.2739,0.0494,0.6494,0.6,0.0613
0.0536,0.4697,0.4161,0.0544,0.3151,0.2607,0.0275,0.2558,0.2283,0.071,1.0537,0.9827,0.0528,0.5266,0.4738,0.0502,0.5073,0.4571,0.0499,0.2775,0.2276,0.0702,0.2257,0.1555,0.0504,0.4995,0.4491,0.0539,0.5101,0.4562,0.0578
0.0531,0.4446,0.3915,0.0539,0.3059,0.252,0.0367,0.266,0.2293,0.0663,0.8944,0.8281,0.0607,0.9593,0.8986,0.0502,0.5545,0.5043,0.0386,0.2973,0.2587,0.081,0.2381,0.1571,0.0541,0.4291,0.375,0.0478,0.4784,0.4306,0.0525
0.043,0.4783,0.4353,0.0449,0.3194,0.2745,0.0314,0.2832,0.2518,0.0855,0.9333,0.8478,0.0547,1.1383,1.0836,0.0473,0.4976,0.4503,0.0478,0.3353,0.2875,0.0375,0.2212,0.1837,0.0539,0.3922,0.3383,0.0436,0.6103,0.5667,0.0536
0.061,0.9869,0.9259,0.0552,0.3429,0.2877,0.0417,0.4587,0.417,0.0752,1.783,1.7078,0.0515,0.5609,0.5094,0.0454,0.416,0.3706,0.0444,0.2245,0.1801,0.0876,0.2315,0.1439,0.047,0.3288,0.2818,0.0489,0.3911,0.3422,0.0541
0.0412,0.4243,0.3831,0.0565,0.2953,0.2388,0.0335,0.2581,0.2246,0.061,0.5056,0.4446,0.0512,0.6361,0.5849,0.0507,0.3909,0.3402,0.0515,0.2719,0.2204,0.09,0.207,0.117,0.0576,0.3336,0.276,0.0475,0.3815,0.334,0.0454
0.0533,0.4219,0.3686,0.0605,0.2788,0.2183,0.0401,0.2423,0.2022,0.0676,1.2975,1.2299,0.0781,0.9759,0.8978,0.0483,0.8244,0.7761,0.0449,0.2973,0.2524,0.0523,0.1835,0.1312,0.0504,0.3027,0.2523,0.0351,0.3139,0.2788,0.0536
