H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.0518,0.4673,0.4155,0.0586,0.3581,0.2995,0.0478,0.2352,0.1874,0.0821,1.4358,1.3537,0.0842,1.0145,0.9303,0.0531,0.3967,0.3436,0.0568,0.3113,0.2545,0.0792,0.1442,0.065,0.0565,0.2842,0.2277,0.043,0.4511,0.4081,0.0547
0.0541,0.4345,0.3804,0.0518,0.2933,0.2415,0.0465,0.2291,0.1826,0.0642,0.4149,0.3507,0.0544,0.6986,0.6442,0.0457,0.3424,0.2967,0.0436,0.2165,0.1729,0.0655,0.1775,0.112,0.0499,0.2681,0.2182,0.0346,0.4744,0.4398,0.0502
0.052,0.4546,0.4026,0.0457,0.3605,0.3148,0.0518,0.2194,0.1676,0.0787,0.3093,0.2306,0.0528,0.5416,0.4888,0.0454,0.336,0.2906,0.0454,0.2139,0.1685,0.061,0.1429,0.0819,0.0489,0.2624,0.2135,0.0454,0.3084,0.263,0.0512
0.0547,0.4415,0.3868,0.0502,0.2914,0.2412,0.0547,0.2381,0.1834,0.071,0.3468,0.2758,0.0449,0.5012,0.4563,0.0438,0.3241,0.2803,0.0444,0.2229,0.1785,0.0876,0.1571,0.0695,0.0549,0.2898,0.2349,0.0341,0.3546,0.3205,0.038
0.0438,0.415,0.3712,0.0525,0.3243,0.2718,0.0454,0.2177,0.1723,0.0813,0.4265,0.3452,0.0589,0.5519,0.493,0.0452,0.3482,0.303,0.0396,0.2007,0.1611,0.0866,0.1442,0.0576,0.0528,0.2906,0.2378,0.0465,0.3356,0.2891,0.0473
0.0589,0.4209,0.362,0.051,0.3439,0.2929,0.0475,0.3404,0.2929,0.085,0.3027,0.2177,0.0507,0.5553,0.5046,0.0491,0.3521,0.303,0.0502,0.2136,0.1634,0.0708,0.1331,0.0623,0.0481,0.3677,0.3196,0.0523,0.3385,0.2862,0.0536
0.0539,0.3964,0.3425,0.0565,0.3399,0.2834,0.0494,0.288,0.2386,0.0929,0.7062,0.6133,0.0602,1.343,1.2828,0.0523,0.3735,0.3212,0.0375,0.2862,0.2487,0.1117,0.1896,0.0779,0.0605,0.3341,0.2736,0.0502,0.4422,0.392,0.052
0.0462,0.3955,0.3493,0.046,0.3983,0.3523,0.0314,0.2584,0.227,0.066,0.39,0.324,0.0502,0.4482,0.398,0.0599,0.3307,0.2708,0.0462,0.1764,0.1302,0.0781,0.1441,0.066,0.0502,0.2748,0.2246,0.0438,0.3543,0.3105,0.066
0.0557,0.4018,0.3461,0.0502,0.3318,0.2816,0.0362,0.2608,0.2246,0.0734,0.2919,0.2185,0.0452,0.4472,0.402,0.0396,0.3284,0.2888,0.0357,0.2089,0.1732,0.099,0.1505,0.0515,0.051,0.307,0.256,0.0502,0.7824,0.7322,0.0599
0.0565,0.4182,0.3617,0.0549,0.5671,0.5122,0.0494,0.2083,0.1589,0.0758,0.2692,0.1934,0.0491,0.4432,0.3941,0.0449,0.3471,0.3022,0.0465,0.1915,0.145,0.0834,0.1384,0.055,0.0499,0.2935,0.2436,0.0465,0.314,0.2675,0.0512
