H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.0985,0.7708,0.6723,0.0605,0.5205,0.46,0.0573,0.5131,0.4558,0.1278,1.3725,1.2447,0.0578,0.7704,0.7126,0.07,0.5781,0.5081,0.0568,0.4918,0.435,0.1045,0.2191,0.1146,0.0502,0.3191,0.2689,0.0465,0.8106,0.7641,0.062
0.0589,0.6383,0.5794,0.0555,0.3231,0.2676,0.0409,0.3272,0.2863,0.123,1.4796,1.3566,0.0589,0.6731,0.6142,0.0578,0.7284,0.6706,0.0544,0.5268,0.4724,0.0787,0.1999,0.1212,0.0504,0.324,0.2736,0.0473,1.3711,1.3238,0.1008
0.0481,0.4956,0.4475,0.0491,0.4194,0.3703,0.0512,0.271,0.2198,0.0813,2.2834,2.2021,0.0533,1.5812,1.5279,0.0486,0.4009,0.3523,0.0444,0.3868,0.3424,0.0829,0.3015,0.2186,0.0536,0.3594,0.3058,0.0436,0.7275,0.6839,0.0607
0.0671,0.6721,0.605,0.0502,0.3173,0.2671,0.0462,0.2853,0.2391,0.0898,1.2021,1.1123,0.07,0.6258,0.5558,0.061,0.4456,0.3846,0.0428,0.4018,0.359,0.0705,0.1951,0.1246,0.0473,0.3302,0.2829,0.0333,0.7795,0.7462,0.0623
0.0565,0.5494,0.4929,0.0541,0.3423,0.2882,0.0309,0.2357,0.2048,0.0871,1.1373,1.0502,0.0594,0.577,0.5176,0.0518,0.4264,0.3746,0.0446,0.3825,0.3379,0.0958,0.2104,0.1146,0.0525,0.3396,0.2871,0.0937,0.5406,0.4469,0.0718
0.0539,0.5961,0.5422,0.0481,0.322,0.2739,0.0306,0.2766,0.246,0.1003,1.0014,0.9011,0.0581,0.592,0.5339,0.0602,0.4815,0.4213,0.0586,0.558,0.4994,0.0591,0.2273,0.1682,0.056,0.3647,0.3087,0.0486,0.6359,0.5873,0.0737
0.0591,0.4783,0.4192,0.0504,0.6278,0.5774,0.0462,0.2961,0.2499,0.0866,0.754,0.6674,0.0544,0.577,0.5226,0.0565,0.3766,0.3201,0.0473,0.4073,0.36,0.0774,0.2055,0.1281,0.0547,0.3421,0.2874,0.0317,0.5462,0.5145,0.0586
0.0784,0.9761,0.8977,0.0425,0.356,0.3135,0.0454,0.3006,0.2552,0.1008,0.6357,0.5349,0.0694,0.54,0.4706,0.052,0.4281,0.3761,0.0444,0.2852,0.2408,0.0776,0.2685,0.1909,0.0539,0.3175,0.2636,0.0335,0.5031,0.4696,0.0578
0.0565,0.5034,0.4469,0.0647,0.3978,0.3331,0.0388,0.3199,0.2811,0.0979,0.5135,0.4156,0.0692,1.0847,1.0155,0.051,0.4118,0.3608,0.0478,0.4516,0.4038,0.0861,0.1872,0.1011,0.0568,0.4985,0.4417,0.0525,0.6955,0.643,0.0681
0.052,0.5185,0.4665,0.0502,0.3468,0.2966,0.0404,0.332,0.2916,0.0721,1.2078,1.1357,0.0541,0.9722,0.9181,0.0555,0.4548,0.3993,0.0504,0.4608,0.4104,0.0742,0.2371,0.1629,0.0639,0.3771,0.3132,0.0618,0.6916,0.6298,0.061
0.0504,0.5459,0.4955,0.0541,0.3344,0.2803,0.0486,0.2851,0.2365,0.0763,0.489,0.4127,0.0684,1.0335,0.9651,0.0473,0.3922,0.3449,0.046,0.225,0.179,0.0948,0.2516,0.1568,0.0568,0.3487,0.2919,0.047,0.8217,0.7747,0.0657
0.0623,0.4691,0.4068,0.0549,0.9669,0.912,0.0613,0.322,0.2607,0.0829,3.8287,3.7458,0.0531,1.7473,1.6942,0.0491,0.4774,0.4283,0.051,0.4356,0.3846,0.0839,0.2972,0.2133,0.0533,0.423,0.3697,0.0394,1.7896,1.7502,0.0824
0.0491,0.4602,0.4111,0.0605,0.3228,0.2623,0.0467,0.2734,0.2267,0.0763,0.4468,0.3705,0.0597,0.5646,0.5049,0.0631,0.3907,0.3276,0.0528,0.2653,0.2125,0.0845,0.2276,0.1431,0.0557,0.3185,0.2628,0.0531,0.4282,0.3751,0.0531
0.052,0.4995,0.4475,0.052,0.3267,0.2747,0.0515,0.2508,0.1993,0.0686,0.3634,0.2948,0.0525,0.6263,0.5738,0.0502,0.4366,0.3864,0.0499,0.4395,0.3896,0.0826,0.2117,0.1291,0.0504,0.3322,0.2818,0.052,0.6068,0.5548,0.071
0.0591,0.4773,0.4182,0.0552,0.4972,0.442,0.0483,0.2932,0.2449,0.0613,0.8482,0.7869,0.0494,0.5454,0.496,0.0489,0.3855,0.3366,0.0515,0.3337,0.2822,0.076,0.1969,0.1209,0.0544,0.3117,0.2573,0.0441,0.4981,0.454,0.0652
0.0589,0.4934,0.4345,0.047,0.3281,0.2811,0.0357,0.2957,0.26,0.0774,1.2865,1.2091,0.0525,0.745,0.6925,0.0502,0.4384,0.3882,0.0528,0.4627,0.4099,0.0721,0.207,0.1349,0.0496,0.3169,0.2673,0.0562,0.5295,0.4733,0.0547
0.0565,0.5306,0.4741,0.0536,0.3143,0.2607,0.0409,0.2834,0.2425,0.0634,1.1854,1.122,0.0589,1.6104,1.5515,0.056,0.4435,0.3875,0.0438,0.4117,0.3679,0.0837,0.2197,0.136,0.0523,0.298,0.2457,0.0496,0.4696,0.42,0.0531
0.0618,0.5388,0.477,0.0533,0.3323,0.279,0.0467,0.3315,0.2848,0.0958,0.4008,0.305,0.0568,0.5881,0.5313,0.0518,0.5965,0.5447,0.056,0.5277,0.4717,0.0774,0.3092,0.2318,0.0578,0.4837,0.4259,0.0562,1.2148,1.1586,0.0742
0.0518,0.5373,0.4855,0.0557,0.3497,0.294,0.0518,0.2592,0.2074,0.0797,0.4225,0.3428,0.061,0.573,0.512,0.0536,0.4012,0.3476,0.0489,0.396,0.3471,0.056,0.1764,0.1204,0.056,0.3389,0.2829,0.0467,0.5121,0.4654,0.0639
0.0502,0.5275,0.4773,0.0518,0.4907,0.4389,0.0489,0.2199,0.171,0.0979,0.357,0.2591,0.0547,0.5815,0.5268,0.0502,0.4234,0.3732,0.0525,0.3584,0.3059,0.1003,0.1877,0.0874,0.0549,0.3338,0.2789,0.047,0.7847,0.7377,0.0486
0.0565,0.4396,0.3831,0.056,0.34,0.284,0.0365,0.2769,0.2404,0.1143,0.7495,0.6352,0.0539,1.0135,0.9596,0.0512,0.4294,0.3782,0.047,0.3463,0.2993,0.057,0.2001,0.1431,0.0531,0.2903,0.2372,0.0491,0.514,0.4649,0.0594
0.0547,0.4708,0.4161,0.0512,0.3175,0.2663,0.0496,0.2275,0.1779,0.1059,0.3888,0.2829,0.057,0.5677,0.5107,0.0494,0.43,0.3806,0.0518,0.4274,0.3756,0.0718,0.1706,0.0988,0.0576,0.3141,0.2565,0.0557,1.0829,1.0272,0.0552
0.0507,0.9381,0.8874,0.0549,0.3843,0.3294,0.0486,0.3181,0.2695,0.0708,0.5801,0.5093,0.0671,0.6087,0.5416,0.0496,0.4366,0.387,0.0504,0.4133,0.3629,0.1024,0.2394,0.137,0.0541,0.308,0.2539,0.0425,0.6111,0.5686,0.0438
0.056,0.4713,0.4153,0.0539,0.3146,0.2607,0.0446,0.2795,0.2349,0.0776,1.122,1.0444,0.0541,0.6203,0.5662,0.0502,0.4105,0.3603,0.0541,0.3497,0.2956,0.1003,0.2389,0.1386,0.0523,0.293,0.2407,0.0512,0.7303,0.6791,0.0581
0.0597,0.5059,0.4462,0.0547,0.3181,0.2634,0.0491,0.3299,0.2808,0.1019,1.0236,0.9217,0.052,1.4161,1.3641,0.0549,0.4289,0.374,0.0491,0.4316,0.3825,0.0924,0.193,0.1006,0.056,0.3128,0.2568,0.0515,0.9343,0.8828,0.0644
0.0555,0.4647,0.4092,0.0525,0.2921,0.2396,0.0491,0.2879,0.2388,0.0816,1.1295,1.0479,0.0565,0.5936,0.5371,0.061,0.4506,0.3896,0.0415,0.4477,0.4062,0.0905,0.2307,0.1402,0.0528,0.3048,0.252,0.0452,0.7681,0.7229,0.0665
0.0663,0.4668,0.4005,0.0525,0.3103,0.2578,0.0467,0.2937,0.247,0.0913,0.3309,0.2396,0.0539,0.5821,0.5282,0.0425,0.4001,0.3576,0.0428,0.2416,0.1988,0.0855,0.2043,0.1188,0.0494,0.3056,0.2562,0.0465,0.4182,0.3717,0.0689
0.062,0.4467,0.3847,0.0562,0.3655,0.3093,0.0116,0.2402,0.2286,0.0993,0.4067,0.3074,0.0539,0.6063,0.5524,0.0518,0.4128,0.361,0.042,0.2577,0.2157,0.0866,0.2231,0.1365,0.0536,0.2895,0.2359,0.0502,0.6779,0.6277,0.0715
0.0446,0.571,0.5264,0.0528,0.5508,0.498,0.0441,0.2494,0.2053,0.0671,0.3101,0.243,0.057,0.6709,0.6139,0.0584,0.4078,0.3494,0.0557,0.3474,0.2917,0.1022,0.2226,0.1204,0.0507,0.3077,0.257,0.0475,0.4733,0.4258,0.057
0.057,0.481,0.424,0.0562,0.5381,0.4819,0.0475,0.2958,0.2483,0.0953,0.4982,0.4029,0.0502,0.6305,0.5803,0.0552,0.4009,0.3457,0.051,0.3617,0.3107,0.0795,0.2015,0.122,0.0555,0.3041,0.2486,0.0467,0.714,0.6673,0.0562
0.0615,0.9212,0.8597,0.0462,0.4273,0.3811,0.0502,0.2822,0.232,0.0734,0.4832,0.4098,0.0478,0.5856,0.5378,0.0491,0.3917,0.3426,0.0465,0.2965,0.25,0.1029,0.2275,0.1246,0.0586,0.3536,0.295,0.0412,0.4187,0.3775,0.0597
0.0557,0.4789,0.4232,0.0444,0.3065,0.2621,0.051,0.3036,0.2526,0.1016,1.3059,1.2043,0.0536,0.5871,0.5335,0.0576,0.4126,0.355,0.0628,0.3901,0.3273,0.0834,0.202,0.1186,0.0581,0.3109,0.2528,0.0518,0.7262,0.6744,0.056
0.0589,0.5235,0.4646,0.0539,0.3294,0.2755,0.0584,0.2519,0.1935,0.1053,0.285,0.1797,0.0573,0.7662,0.7089,0.0512,0.4156,0.3644,0.0486,0.3944,0.3458,0.095,0.2088,0.1138,0.0539,0.3196,0.2657,0.0541,0.9924,0.9383,0.061
0.0663,0.4723,0.406,0.0533,0.3167,0.2634,0.0512,0.3088,0.2576,0.1022,0.5028,0.4006,0.0602,0.61,0.5498,0.0481,0.4292,0.3811,0.0486,0.3126,0.264,0.0792,0.2226,0.1434,0.0573,0.3246,0.2673,0.0523,0.4504,0.3981,0.0697
0.0523,0.4359,0.3836,0.0499,0.5339,0.484,0.0478,0.3347,0.2869,0.0784,0.3589,0.2805,0.0441,0.6173,0.5732,0.0491,0.3722,0.3231,0.0539,0.2614,0.2075,0.0652,0.1257,0.0605,0.0465,0.3273,0.2808,0.0565,0.5757,0.5192,0.0676
0.0576,0.5156,0.458,0.057,1.9464,1.8894,0.0536,0.3888,0.3352,0.0797,0.8048,0.7251,0.0489,0.553,0.5041,0.042,0.3785,0.3365,0.0441,0.2234,0.1793,0.1056,0.1669,0.0613,0.0502,0.3112,0.261,0.0478,0.9412,0.8934,0.0599
0.0533,0.491,0.4377,0.0531,0.3334,0.2803,0.0415,0.255,0.2135,0.1072,0.882,0.7748,0.0602,0.5986,0.5384,0.0504,0.4209,0.3705,0.0462,0.3099,0.2637,0.0895,0.2067,0.1172,0.057,0.3114,0.2544,0.0525,0.6891,0.6366,0.0647
0.0536,0.5454,0.4918,0.0531,0.3075,0.2544,0.0494,0.3344,0.285,0.0726,1.0487,0.9761,0.0602,0.5377,0.4775,0.0544,0.4178,0.3634,0.0597,0.291,0.2313,0.0787,0.1658,0.0871,0.057,0.2966,0.2396,0.0541,0.4176,0.3635,0.056
0.0568,0.4716,0.4148,0.0573,0.3278,0.2705,0.047,0.3421,0.2951,0.0734,0.8724,0.799,0.0586,0.9823,0.9237,0.0533,0.5341,0.4808,0.0507,0.3123,0.2616,0.118,0.207,0.089,0.0528,0.3106,0.2578,0.0568,0.333,0.2762,0.0668
0.0465,0.4491,0.4026,0.0539,0.3205,0.2666,0.0539,0.2888,0.2349,0.0668,0.3243,0.2575,0.0589,0.6756,0.6167,0.0626,0.3622,0.2996,0.0465,0.3039,0.2574,0.1069,0.1832,0.0763,0.0539,0.3399,0.286,0.0565,0.3781,0.3216,0.0639
0.0599,0.4707,0.4108,0.0573,0.3188,0.2615,0.0407,0.2708,0.2301,0.0911,0.2661,0.175,0.0557,0.6039,0.5482,0.0536,0.4434,0.3898,0.046,0.2654,0.2194,0.1204,0.2279,0.1075,0.0631,0.3312,0.2681,0.0512,0.9082,0.857,0.0605
0.0602,0.8032,0.743,0.0557,0.4473,0.3916,0.0552,0.3083,0.2531,0.0971,0.3114,0.2143,0.0523,0.5822,0.5299,0.0528,0.3988,0.346,0.0557,0.2495,0.1938,0.095,0.1869,0.0919,0.0552,0.303,0.2478,0.0465,0.5573,0.5108,0.0686
0.0623,0.4509,0.3886,0.0496,0.3074,0.2578,0.0528,0.2885,0.2357,0.0818,0.3581,0.2763,0.0591,0.6207,0.5616,0.0562,0.4025,0.3463,0.0499,0.3374,0.2875,0.1077,0.2175,0.1098,0.052,0.3154,0.2634,0.0478,0.4269,0.3791,0.0586
0.052,0.4749,0.4229,0.0568,0.3149,0.2581,0.0523,0.2466,0.1943,0.0871,0.4634,0.3763,0.0623,1.0955,1.0332,0.0589,0.3952,0.3363,0.0544,0.3912,0.3368,0.1093,0.1896,0.0803,0.0589,0.2835,0.2246,0.0475,0.7414,0.6939,0.0657
0.0613,0.5207,0.4594,0.0528,0.3141,0.2613,0.0568,0.3798,0.323,0.1074,0.4138,0.3064,0.0565,0.5883,0.5318,0.0494,0.3801,0.3307,0.0499,0.2318,0.1819,0.1251,0.2075,0.0824,0.0536,0.2908,0.2372,0.0533,0.4519,0.3986,0.0589
0.0557,0.5742,0.5185,0.0507,0.3117,0.261,0.0499,0.2814,0.2315,0.0985,0.2969,0.1984,0.0568,0.5817,0.5249,0.0438,0.3777,0.3339,0.066,0.2656,0.1996,0.1024,0.1885,0.0861,0.0599,0.2969,0.237,0.0523,0.9753,0.923,0.0536
0.0536,0.4932,0.4396,0.0562,0.3594,0.3032,0.0544,0.4091,0.3547,0.0805,0.7513,0.6708,0.0576,0.5649,0.5073,0.0536,0.4001,0.3465,0.0581,0.3706,0.3125,0.0969,0.2384,0.1415,0.0631,0.3193,0.2562,0.0483,0.8997,0.8514,0.0515
0.0578,0.4602,0.4024,0.0533,0.3259,0.2726,0.0486,0.298,0.2494,0.095,0.3016,0.2066,0.0533,0.636,0.5827,0.056,0.4071,0.3511,0.057,0.563,0.506,0.08,0.2173,0.1373,0.0594,0.3267,0.2673,0.0539,0.8106,0.7567,0.0626
0.0544,0.4275,0.3731,0.0502,0.3822,0.332,0.0473,0.2898,0.2425,0.0892,0.308,0.2188,0.0573,0.62,0.5627,0.0475,0.4165,0.369,0.0446,0.3294,0.2848,0.1022,0.2031,0.1009,0.0473,0.3661,0.3188,0.0523,0.824,0.7717,0.0378
0.0515,0.4794,0.4279,0.0412,0.3289,0.2877,0.0549,0.2998,0.2449,0.0731,0.2636,0.1905,0.0547,0.5876,0.5329,0.056,0.4281,0.3721,0.0547,0.4182,0.3635,0.1008,0.2183,0.1175,0.061,0.3085,0.2475,0.0562,0.5841,0.5279,0.0818
