H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.109,0.1158,0.0068,0.0927,0.122,0.0293,0.1283,0.076,-0.0523,0.103,0.4709,0.3679,0.0602,0.3675,0.3073,0.1078,0.1334,0.0256,0.1045,0.1194,0.0149,0.1289,0.0922,-0.0367,0.1031,0.0732,-0.0299,0.1183,0.1844,0.0661,0.0832
0.1117,0.1388,0.0271,0.0996,0.0953,-0.0043,0.1107,0.0946,-0.0161,0.0832,0.2067,0.1235,0.0887,0.3287,0.24,0.0854,0.084,-0.0014,0.0835,0.1256,0.0421,0.1283,0.08,-0.0483,0.1088,0.0789,-0.0299,0.1062,0.223,0.1168,0.0362
0.1014,0.3233,0.2219,0.1024,0.1164,0.014,0.119,0.1037,-0.0153,0.0921,0.979,0.8869,0.0692,0.3187,0.2495,0.1054,0.1184,0.013,0.0919,0.0893,-0.0026,0.1252,0.0898,-0.0354,0.0972,0.0676,-0.0296,0.1122,0.1451,0.0329,0.1069
0.0869,0.1459,0.059,0.1043,0.1136,0.0093,0.103,0.0731,-0.0299,0.0956,0.3291,0.2335,0.0692,0.2799,0.2107,0.0895,0.0906,0.0011,0.0792,0.1017,0.0225,0.1204,0.0887,-0.0317,0.1041,0.0745,-0.0296,0.114,0.1609,0.0469,0.095
0.1109,0.124,0.0131,0.0892,0.1069,0.0177,0.118,0.1074,-0.0106,0.0872,0.3946,0.3074,0.0692,0.5533,0.4841,0.1077,0.1128,0.0051,0.0826,0.1223,0.0397,0.144,0.0579,-0.0861,0.1144,0.0739,-0.0405,0.1231,0.1658,0.0427,0.1008
0.1114,0.1828,0.0714,0.0898,0.0879,-0.0019,0.1183,0.0935,-0.0248,0.0905,0.2436,0.1531,0.0882,0.3232,0.235,0.1032,0.1404,0.0372,0.0781,0.0793,0.0012,0.1309,0.0895,-0.0414,0.1046,0.0742,-0.0304,0.1122,0.1625,0.0503,0.0998
0.113,0.1578,0.0448,0.0879,0.1257,0.0378,0.1043,0.0781,-0.0262,0.0922,0.2402,0.148,0.0729,0.3537,0.2808,0.1046,0.1516,0.047,0.0663,0.0841,0.0178,0.1259,0.1201,-0.0058,0.0714,0.0465,-0.0249,0.1136,0.2209,0.1073,0.0235
0.0964,0.2473,0.1509,0.0887,0.1085,0.0198,0.0977,0.0932,-0.0045,0.0858,0.2389,0.1531,0.0531,0.3194,0.2663,0.103,0.1484,0.0454,0.0689,0.0967,0.0278,0.1227,0.0784,-0.0443,0.1173,0.0747,-0.0426,0.1223,1.0811,0.9588,0.0684
0.108,0.0931,-0.0149,0.1009,0.1717,0.0708,0.1066,0.1037,-0.0029,0.1109,0.4927,0.3818,0.062,0.4033,0.3413,0.1096,0.1389,0.0293,0.0908,0.1864,0.0956,0.1299,0.1627,0.0328,0.1365,0.1616,0.0251,0.1059,0.1794,0.0735,0.1148
0.0721,0.2019,0.1298,0.0898,0.2735,0.1837,0.1365,0.292,0.1555,0.1494,0.4766,0.3272,0.1,1.426,1.326,0.0924,0.2117,0.1193,0.1154,0.2329,0.1175,0.1563,0.2004,0.0441,0.1367,0.1499,0.0132,0.1085,0.1849,0.0764,0.1188
