H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.1138,0.2166,0.1028,0.0847,0.1367,0.052,0.0993,0.1495,0.0502,0.0652,0.209,0.1438,0.0718,0.3648,0.293,0.0969,0.1733,0.0764,0.0874,0.1514,0.064,0.0607,0.1624,0.1017,0.1014,0.212,0.1106,0.1077,0.648,0.5403,0.0755
0.0808,0.2808,0.2,0.0734,0.1563,0.0829,0.1074,0.1373,0.0299,0.0808,0.1922,0.1114,0.0784,0.326,0.2476,0.065,0.1775,0.1125,0.0818,0.1328,0.051,0.0528,0.1584,0.1056,0.0911,0.1837,0.0926,0.1206,1.047,0.9264,0.1077
0.0871,0.2338,0.1467,0.0803,0.1394,0.0591,0.1095,0.1291,0.0196,0.0557,0.1747,0.119,0.0982,0.3265,0.2283,0.1011,0.1893,0.0882,0.1093,0.1453,0.036,0.0686,0.1737,0.1051,0.1066,0.2327,0.1261,0.1151,0.3443,0.2292,0.1051
0.0937,0.2206,0.1269,0.0681,0.18,0.1119,0.1,0.1164,0.0164,0.0805,0.195,0.1145,0.0911,0.3339,0.2428,0.0956,0.1772,0.0816,0.0879,0.1461,0.0582,0.0552,0.1358,0.0806,0.0847,0.1995,0.1148,0.0974,0.3345,0.2371,0.1032
0.1106,0.172,0.0614,0.0805,0.1629,0.0824,0.118,0.1302,0.0122,0.0726,0.1813,0.1087,0.0987,0.3232,0.2245,0.0961,0.1848,0.0887,0.0919,0.1917,0.0998,0.0077,0.1183,0.1106,0.0998,0.331,0.2312,0.0673,0.2538,0.1865,0.0882
0.1093,0.2079,0.0986,0.075,0.1434,0.0684,0.1064,0.1165,0.0101,0.0647,0.1747,0.11,0.0837,0.3013,0.2176,0.0845,0.208,0.1235,0.0934,0.1421,0.0487,0.1043,0.2403,0.136,0.09,0.2146,0.1246,0.094,0.2773,0.1833,0.0829
0.1103,0.1316,0.0213,0.0876,0.2111,0.1235,0.0985,0.1455,0.047,0.0797,0.1889,0.1092,0.0795,0.2862,0.2067,0.1032,1.4696,1.3664,0.1095,0.2558,0.1463,0.0613,0.1189,0.0576,0.0808,0.1864,0.1056,0.1109,0.6934,0.5825,0.0887
0.1014,0.2077,0.1063,0.1119,0.1507,0.0388,0.1212,0.1056,-0.0156,0.0824,0.1903,0.1079,0.0726,0.3044,0.2318,0.1003,0.2054,0.1051,0.108,0.1289,0.0209,0.0879,0.1774,0.0895,0.0858,0.1879,0.1021,0.1077,0.3055,0.1978,0.108
0.1032,0.2063,0.1031,0.089,0.1803,0.0913,0.1016,0.1088,0.0072,0.0837,0.2096,0.1259,0.0813,0.3458,0.2645,0.1024,0.1972,0.0948,0.0956,0.1421,0.0465,0.0713,0.1532,0.0819,0.1069,0.1995,0.0926,0.1098,0.3205,0.2107,0.0882
0.1016,0.1593,0.0577,0.0829,0.2096,0.1267,0.1119,0.1655,0.0536,0.1003,0.2505,0.1502,0.1154,0.3982,0.2828,0.0768,0.1909,0.1141,0.0995,0.1189,0.0194,0.0834,0.1444,0.061,0.0966,0.2101,0.1135,0.1006,0.2641,0.1635,0.1175
