H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.0981,0.3156,0.2175,0.0984,0.148,0.0496,0.052,0.1108,0.0588,0.1021,0.3286,0.2265,0.0654,0.3532,0.2878,0.0813,0.2132,0.1319,0.067,0.1085,0.0415,0.0939,0.1135,0.0196,0.0673,0.1554,0.0881,0.091,0.2133,0.1223,0.0863
0.1026,0.2078,0.1052,0.0768,0.1006,0.0238,0.0583,0.114,0.0557,0.0707,0.273,0.2023,0.0681,0.2908,0.2227,0.0929,0.1742,0.0813,0.071,0.1099,0.0389,0.0955,0.1098,0.0143,0.0673,0.1601,0.0928,0.0897,0.2135,0.1238,0.0773
0.0831,0.1268,0.0437,0.0691,0.114,0.0449,0.0464,0.1097,0.0633,0.0752,0.2743,0.1991,0.0644,0.3163,0.2519,0.0813,0.1573,0.076,0.0686,0.1088,0.0402,0.1071,0.1114,0.0043,0.0594,0.1678,0.1084,0.086,0.2048,0.1188,0.0752
0.1121,0.1313,0.0192,0.0675,0.1084,0.0409,0.0625,0.1087,0.0462,0.0913,0.2962,0.2049,0.0826,0.324,0.2414,0.0918,0.1802,0.0884,0.0668,0.0848,0.018,0.096,0.1438,0.0478,0.0641,0.1693,0.1052,0.0947,0.2075,0.1128,0.0784
0.096,0.1286,0.0326,0.0662,0.11,0.0438,0.0573,0.1032,0.0459,0.0675,0.3162,0.2487,0.0823,0.3189,0.2366,0.0773,0.1715,0.0942,0.0773,0.099,0.0217,0.0884,0.1119,0.0235,0.0652,0.1628,0.0976,0.0981,0.2085,0.1104,0.0876
0.081,0.1055,0.0245,0.076,0.1201,0.0441,0.0507,0.094,0.0433,0.0828,0.3033,0.2205,0.0641,0.2931,0.229,0.0815,0.1567,0.0752,0.0652,0.1143,0.0491,0.0805,0.1178,0.0373,0.0528,0.1483,0.0955,0.0913,0.2086,0.1173,0.0807
0.0797,0.081,0.0013,0.0781,0.1414,0.0633,0.0541,0.0789,0.0248,0.0834,0.2807,0.1973,0.0728,0.292,0.2192,0.0884,0.1541,0.0657,0.0728,0.1111,0.0383,0.0952,0.1156,0.0204,0.0596,0.1472,0.0876,0.0923,0.2111,0.1188,0.0884
0.1029,0.0827,-0.0202,0.0705,0.1454,0.0749,0.0607,0.0681,0.0074,0.086,0.3415,0.2555,0.0784,0.3077,0.2293,0.0913,0.1591,0.0678,0.0636,0.0848,0.0212,0.09,0.141,0.051,0.0565,0.1673,0.1108,0.0892,0.2141,0.1249,0.0886
0.0953,0.0888,-0.0065,0.0776,0.1488,0.0712,0.0544,0.0587,0.0043,0.0799,0.3172,0.2373,0.0731,0.2874,0.2143,0.0858,0.1591,0.0733,0.0757,0.1024,0.0267,0.1018,0.1261,0.0243,0.0686,0.1801,0.1115,0.0934,0.2336,0.1402,0.0865
0.0863,0.0899,0.0036,0.0873,0.1432,0.0559,0.0554,0.0786,0.0232,0.0791,0.2365,0.1574,0.0712,0.292,0.2208,0.076,0.1435,0.0675,0.0691,0.103,0.0339,0.0913,0.1119,0.0206,0.0768,0.1483,0.0715,0.0936,0.1998,0.1062,0.1002
