H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.1393,0.6466,0.5073,0.0794,0.1356,0.0562,0.0459,0.1353,0.0894,0.1029,0.345,0.2421,0.0641,0.3564,0.2923,0.0936,0.6693,0.5757,0.0581,0.1384,0.0803,0.1184,0.2361,0.1177,0.0757,0.1946,0.1189,0.0897,0.2265,0.1368,0.0565
0.0699,0.3858,0.3159,0.0786,0.105,0.0264,0.0586,0.1364,0.0778,0.0857,0.4151,0.3294,0.0538,0.3447,0.2909,0.1124,0.2424,0.13,0.0678,0.1299,0.0621,0.0995,0.1895,0.09,0.0704,0.1738,0.1034,0.0923,0.2541,0.1618,0.0541
0.1461,0.2341,0.088,0.0947,0.1385,0.0438,0.0536,0.1393,0.0857,0.077,0.5103,0.4333,0.0581,0.3451,0.287,0.1016,0.1821,0.0805,0.0987,0.1347,0.036,0.1039,0.1493,0.0454,0.0791,0.4934,0.4143,0.1111,0.2307,0.1196,0.0897
0.1285,0.5696,0.4411,0.0902,0.114,0.0238,0.0546,0.1403,0.0857,0.0902,0.3887,0.2985,0.0546,1.1232,1.0686,0.0889,0.431,0.3421,0.134,0.2325,0.0985,0.1232,0.1372,0.014,0.0844,0.2052,0.1208,0.11,0.3844,0.2744,0.0789
0.0712,0.3414,0.2702,0.0839,0.1153,0.0314,0.0583,0.1694,0.1111,0.1005,0.3286,0.2281,0.0625,0.3537,0.2912,0.1142,0.2424,0.1282,0.0726,0.1402,0.0676,0.0981,0.1913,0.0932,0.0583,0.6232,0.5649,0.0931,0.333,0.2399,0.1179
0.1788,0.2998,0.121,0.1506,0.197,0.0464,0.0575,0.1314,0.0739,0.0921,0.4977,0.4056,0.0602,0.3295,0.2693,0.1343,0.2902,0.1559,0.0873,0.1088,0.0215,0.1079,0.1586,0.0507,0.0794,0.3117,0.2323,0.0971,0.3248,0.2277,0.0936
0.1248,0.2529,0.1281,0.0886,0.1253,0.0367,0.0462,0.1243,0.0781,0.0836,0.4462,0.3626,0.0586,0.4703,0.4117,0.1121,0.3289,0.2168,0.1248,0.2198,0.095,0.1195,0.2454,0.1259,0.0784,0.2002,0.1218,0.1171,0.2494,0.1323,0.0794
0.1116,0.1996,0.088,0.086,0.1055,0.0195,0.0602,0.1338,0.0736,0.1116,0.4077,0.2961,0.0681,0.3739,0.3058,0.1097,0.2385,0.1288,0.0884,0.142,0.0536,0.1105,0.1976,0.0871,0.0749,0.1828,0.1079,0.1116,0.7502,0.6386,0.1071
0.1137,0.1698,0.0561,0.0815,0.1272,0.0457,0.0549,0.1061,0.0512,0.0966,0.4244,0.3278,0.0712,0.3554,0.2842,0.1137,0.1995,0.0858,0.0826,0.1347,0.0521,0.1055,0.2445,0.139,0.0871,0.2139,0.1268,0.1079,0.2787,0.1708,0.0799
0.1163,0.1497,0.0334,0.0863,0.1243,0.038,0.0652,0.1077,0.0425,0.1126,0.3415,0.2289,0.0897,0.4829,0.3932,0.0926,0.2519,0.1593,0.0733,0.1,0.0267,0.0968,0.147,0.0502,0.0836,0.1822,0.0986,0.1134,0.4018,0.2884,0.0857
