H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.1095,0.2065,0.097,0.1066,0.1734,0.0668,0.1043,0.1801,0.0758,0.1647,0.4352,0.2705,0.0818,0.4365,0.3547,0.1143,0.3473,0.233,0.1312,0.1933,0.0621,0.1,0.2434,0.1434,0.1309,0.2834,0.1525,0.0668,0.514,0.4472,0.0739
0.0816,0.3169,0.2353,0.1053,0.4605,0.3552,0.1394,0.431,0.2916,0.156,0.431,0.275,0.0871,0.5073,0.4202,0.1119,0.2631,0.1512,0.1333,0.2089,0.0756,0.0982,0.2223,0.1241,0.1185,0.2576,0.1391,0.0655,0.3493,0.2838,0.0737
0.0834,0.2728,0.1894,0.1103,0.1858,0.0755,0.0797,0.2642,0.1845,0.1465,0.6508,0.5043,0.0681,0.4674,0.3993,0.0787,0.1846,0.1059,0.1249,0.1648,0.0399,0.1045,0.2017,0.0972,0.0998,0.228,0.1282,0.0713,0.7839,0.7126,0.1082
0.0916,0.1823,0.0907,0.1111,0.1726,0.0615,0.1085,0.2114,0.1029,0.1272,0.5761,0.4489,0.0861,0.5482,0.4621,0.0969,0.2692,0.1723,0.1504,0.1727,0.0223,0.0985,0.2645,0.166,0.0884,0.2639,0.1755,0.0729,1.4141,1.3412,0.0863
0.1045,0.2884,0.1839,0.1088,0.2252,0.1164,0.0932,0.2933,0.2001,0.1573,0.4552,0.2979,0.0882,0.5192,0.431,0.1,0.2972,0.1972,0.1359,0.159,0.0231,0.0832,0.2812,0.198,0.0826,0.2692,0.1866,0.0708,1.1864,1.1156,0.0742
0.1119,0.234,0.1221,0.1059,0.1693,0.0634,0.095,0.252,0.157,0.1499,0.3832,0.2333,0.0861,0.5208,0.4347,0.097,0.2773,0.1803,0.1214,0.1629,0.0415,0.0964,0.2743,0.1779,0.0755,0.2341,0.1586,0.0795,1.1207,1.0412,0.0842
0.1,0.1957,0.0957,0.1085,0.155,0.0465,0.094,0.2236,0.1296,0.1523,0.4183,0.266,0.0853,0.4691,0.3838,0.0925,0.248,0.1555,0.1394,0.1294,-0.01,0.1085,0.3297,0.2212,0.0879,0.2869,0.199,0.1032,0.4013,0.2981,0.0979
0.0961,0.2673,0.1712,0.1124,0.2861,0.1737,0.0591,0.3507,0.2916,0.133,0.4161,0.2831,0.0779,0.4947,0.4168,0.0884,0.2257,0.1373,0.1259,0.1513,0.0254,0.0948,0.3091,0.2143,0.0842,0.2481,0.1639,0.0998,0.3372,0.2374,0.1035
0.108,0.2151,0.1071,0.1291,0.2326,0.1035,0.1169,0.2887,0.1718,0.1499,0.3943,0.2444,0.0829,0.4709,0.388,0.0972,0.2408,0.1436,0.1235,0.1334,0.0099,0.1024,0.2537,0.1513,0.0853,0.2481,0.1628,0.0919,0.3119,0.22,0.0752
0.127,0.2188,0.0918,0.1029,0.1568,0.0539,0.1264,0.27,0.1436,0.1283,0.308,0.1797,0.0797,0.4176,0.3379,0.0945,0.2194,0.1249,0.1225,0.5918,0.4693,0.1299,0.4435,0.3136,0.0763,0.2317,0.1554,0.0636,0.2696,0.206,0.075
