H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.1039,0.1679,0.064,0.0847,0.0963,0.0116,0.0567,0.1084,0.0517,0.0686,0.8167,0.7481,0.091,0.4054,0.3144,0.1113,0.1224,0.0111,0.0926,0.0681,-0.0245,0.1019,0.1006,-0.0013,0.0918,0.1374,0.0456,0.1124,0.2136,0.1012,0.0929
0.1113,0.1355,0.0242,0.0781,0.1164,0.0383,0.0497,0.0483,-0.0014,0.0613,0.5149,0.4536,0.0757,0.383,0.3073,0.1175,0.1405,0.023,0.1184,0.1436,0.0252,0.004,0.0349,0.0309,0.1224,0.12,-0.0024,0.111,0.2222,0.1112,0.0868
0.0784,0.1182,0.0398,0.0857,0.1237,0.038,0.0541,0.0831,0.029,0.0752,0.533,0.4578,0.0762,0.393,0.3168,0.1066,0.138,0.0314,0.115,0.0539,-0.0611,0.1052,0.1287,0.0235,0.1105,0.1118,0.0013,0.115,0.2106,0.0956,0.0892
0.1147,0.2697,0.155,0.0908,0.0884,-0.0024,0.0686,0.1082,0.0396,0.0699,0.3484,0.2785,0.1053,0.4229,0.3176,0.1364,0.1567,0.0203,0.1087,0.0589,-0.0498,0.1464,0.1908,0.0444,0.1082,0.1285,0.0203,0.1329,0.2589,0.126,0.0649
0.1129,0.232,0.1191,0.0681,0.0824,0.0143,0.0639,0.1027,0.0388,0.0559,0.2782,0.2223,0.0815,0.3461,0.2646,0.1206,0.1367,0.0161,0.1037,0.1,-0.0037,0.1066,0.0866,-0.02,0.1224,0.0999,-0.0225,0.1185,0.2384,0.1199,0.0628
0.1111,0.1762,0.0651,0.0915,0.1169,0.0254,0.052,0.0745,0.0225,0.0794,0.3668,0.2874,0.105,0.416,0.311,0.1143,0.1323,0.018,0.1056,0.0782,-0.0274,0.1008,0.0974,-0.0034,0.1158,0.1118,-0.004,0.1055,0.1882,0.0827,0.1042
0.1076,0.135,0.0274,0.0881,0.1132,0.0251,0.0689,0.0937,0.0248,0.0546,0.24,0.1854,0.0723,0.3053,0.233,0.143,0.2174,0.0744,0.1208,0.066,-0.0548,0.0765,0.5304,0.4539,0.0958,0.2669,0.1711,0.0897,0.2017,0.112,0.0815
0.0955,0.1316,0.0361,0.091,0.1277,0.0367,0.0425,0.061,0.0185,0.0554,0.2184,0.163,0.0955,0.5201,0.4246,0.125,0.1448,0.0198,0.1224,0.1077,-0.0147,0.0784,0.0803,0.0019,0.1187,0.1335,0.0148,0.0976,0.2299,0.1323,0.0789
0.1037,0.1329,0.0292,0.0786,0.1287,0.0501,0.0528,0.0826,0.0298,0.0665,0.2553,0.1888,0.0958,0.3999,0.3041,0.1182,0.1436,0.0254,0.1084,0.0784,-0.03,0.0828,0.115,0.0322,0.1092,0.0994,-0.0098,0.0697,0.2112,0.1415,0.0554
0.1026,0.1537,0.0511,0.0731,0.1087,0.0356,0.0557,0.0718,0.0161,0.0575,0.2136,0.1561,0.0639,0.3391,0.2752,0.1113,0.1672,0.0559,0.1195,0.1087,-0.0108,0.0924,0.0542,-0.0382,0.1345,0.1334,-0.0011,0.115,0.261,0.146,0.0776
0.1,0.1574,0.0574,0.0691,0.1039,0.0348,0.067,0.0921,0.0251,0.0686,1.6269,1.5583,0.0304,0.6336,0.6032,0.1288,0.1383,0.0095,0.133,0.0597,-0.0733,0.0969,0.0877,-0.0092,0.1261,0.1142,-0.0119,0.1045,0.2647,0.1602,0.0607
0.0907,0.1795,0.0888,0.0583,0.0765,0.0182,0.0641,0.0945,0.0304,0.061,0.195,0.134,0.1002,0.422,0.3218,0.1026,0.162,0.0594,0.1243,0.027,-0.0973,0.1003,0.2085,0.1082,0.1126,0.1268,0.0142,0.0963,0.2183,0.122,0.0639
