H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.0644,0.4406,0.3762,0.0865,0.0984,0.0119,0.0567,0.8194,0.7627,0.0868,1.0528,0.966,0.0665,0.4004,0.3339,0.0998,0.1605,0.0607,0.1295,0.1349,0.0054,0.0847,0.0707,-0.014,0.0922,0.0887,-0.0035,0.1132,0.2059,0.0927,0.0512
0.0794,0.4351,0.3557,0.0952,0.082,-0.0132,0.0768,0.1288,0.052,0.0921,0.4386,0.3465,0.1427,0.4756,0.3329,0.1002,0.9559,0.8557,0.0918,0.1222,0.0304,0.0981,0.086,-0.0121,0.0987,0.5739,0.4752,0.0997,0.2602,0.1605,0.0533
0.0797,0.5764,0.4967,0.0884,0.0979,0.0095,0.0778,0.1137,0.0359,0.0799,0.2793,0.1994,0.105,0.502,0.397,0.1364,0.2155,0.0791,0.0726,0.0904,0.0178,0.1035,0.1003,-0.0032,0.0995,0.1517,0.0522,0.0831,0.492,0.4089,0.0805
0.0889,0.1885,0.0996,0.0987,0.0944,-0.0043,0.0555,0.1194,0.0639,0.0855,0.3065,0.221,0.1116,0.4796,0.368,0.1261,0.1369,0.0108,0.0834,0.1038,0.0204,0.104,0.0818,-0.0222,0.094,0.1238,0.0298,0.1079,0.2352,0.1273,0.0921
0.0973,0.459,0.3617,0.0929,0.1177,0.0248,0.0644,0.1085,0.0441,0.0905,0.3023,0.2118,0.1271,0.4792,0.3521,0.1211,0.1433,0.0222,0.1205,0.0652,-0.0553,0.1179,0.1594,0.0415,0.1633,0.1611,-0.0022,0.094,0.2447,0.1507,0.0979
0.1095,0.4048,0.2953,0.1147,0.0828,-0.0319,0.0815,0.1092,0.0277,0.0852,0.2764,0.1912,0.119,0.468,0.349,0.1188,0.1681,0.0493,0.09,0.1215,0.0315,0.1021,0.1117,0.0096,0.1163,0.154,0.0377,0.1079,0.2404,0.1325,0.1097
0.1076,0.2462,0.1386,0.0997,0.1119,0.0122,0.076,0.1206,0.0446,0.071,0.3321,0.2611,0.115,0.4418,0.3268,0.1177,0.1773,0.0596,0.0898,0.0811,-0.0087,0.114,0.1315,0.0175,0.1385,0.157,0.0185,0.0918,0.2101,0.1183,0.0942
0.0929,0.1735,0.0806,0.0947,0.1198,0.0251,0.0517,0.0984,0.0467,0.0691,0.2822,0.2131,0.1364,0.4922,0.3558,0.1082,0.1354,0.0272,0.0639,0.0854,0.0215,0.0936,0.1069,0.0133,0.1095,0.1372,0.0277,0.091,0.2114,0.1204,0.0799
0.0863,0.1609,0.0746,0.0813,0.1074,0.0261,0.0541,0.0884,0.0343,0.0683,0.2168,0.1485,0.1316,0.4457,0.3141,0.1327,0.2216,0.0889,0.0823,0.1003,0.018,0.114,0.0979,-0.0161,0.1127,0.1219,0.0092,0.0995,0.2012,0.1017,0.0728
0.0842,0.144,0.0598,0.0831,0.1119,0.0288,0.0496,0.0995,0.0499,0.0739,0.2614,0.1875,0.0391,0.4822,0.4431,0.1058,0.1304,0.0246,0.0784,0.113,0.0346,0.1032,0.0858,-0.0174,0.1026,0.1306,0.028,0.101,0.2438,0.1428,0.0575
0.0591,0.2009,0.1418,0.0973,0.1042,0.0069,0.042,0.0948,0.0528,0.0755,0.3379,0.2624,0.1256,0.5102,0.3846,0.1005,0.1132,0.0127,0.0755,0.0772,0.0017,0.0994,0.0947,-0.0047,0.1356,0.1255,-0.0101,0.1066,0.284,0.1774,0.0646
0.0781,0.1205,0.0424,0.0894,0.1324,0.043,0.0354,0.1185,0.0831,0.0789,0.2334,0.1545,0.1308,0.4681,0.3373,0.1369,0.162,0.0251,0.0802,0.1085,0.0283,0.1119,0.1087,-0.0032,0.1032,0.1335,0.0303,0.0987,0.241,0.1423,0.0765
0.0897,0.149,0.0593,0.1082,0.1196,0.0114,0.0604,0.1026,0.0422,0.0736,0.2838,0.2102,0.1176,0.4513,0.3337,0.1171,0.1306,0.0135,0.0791,0.1116,0.0325,0.091,0.0831,-0.0079,0.1042,0.1461,0.0419,0.0881,0.2193,0.1312,0.0923
0.0842,0.1862,0.102,0.1002,0.1026,0.0024,0.0594,0.1029,0.0435,0.0871,0.2931,0.206,0.1277,0.4495,0.3218,0.137,0.1227,-0.0143,0.0858,0.1149,0.0291,0.1103,0.0953,-0.015,0.12,0.1242,0.0042,0.1103,0.2455,0.1352,0.0857
0.0855,0.1659,0.0804,0.0971,0.1116,0.0145,0.0536,0.0866,0.033,0.0789,0.2329,0.154,0.1171,0.4302,0.3131,0.1304,0.1402,0.0098,0.062,0.1101,0.0481,0.0907,0.1029,0.0122,0.0921,0.1422,0.0501,0.0815,0.2067,0.1252,0.0878
0.0857,0.1244,0.0387,0.1066,0.1177,0.0111,0.0504,0.0884,0.038,0.0765,0.3038,0.2273,0.1013,0.3807,0.2794,0.1797,0.1594,-0.0203,0.0847,0.1246,0.0399,0.0987,0.0729,-0.0258,0.1045,0.1414,0.0369,0.0894,0.2151,0.1257,0.0855
