H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.114,0.21,0.096,0.0937,0.1001,0.0064,0.0795,0.136,0.0565,0.0752,0.6758,0.6006,0.0618,0.5625,0.5007,0.1355,0.2854,0.1499,0.0752,0.0866,0.0114,0.118,0.1727,0.0547,0.0905,0.1623,0.0718,0.0927,0.2852,0.1925,0.0584
0.0993,0.1568,0.0575,0.0818,0.1212,0.0394,0.0917,0.0832,-0.0085,0.0795,0.5102,0.4307,0.0481,0.4491,0.401,0.1017,0.1743,0.0726,0.0872,0.0748,-0.0124,0.1086,0.1514,0.0428,0.0808,0.1565,0.0757,0.0861,0.2158,0.1297,0.0713
0.1064,0.2573,0.1509,0.0726,0.1389,0.0663,0.094,0.1099,0.0159,0.065,0.6065,0.5415,0.0631,0.3709,0.3078,0.1407,0.2896,0.1489,0.0692,0.083,0.0138,0.119,0.1499,0.0309,0.0803,0.1415,0.0612,0.0818,0.2366,0.1548,0.0512
0.0847,0.3166,0.2319,0.0642,0.1165,0.0523,0.1019,0.1257,0.0238,0.071,0.5011,0.4301,0.0562,0.3685,0.3123,0.1083,0.2033,0.095,0.0906,0.0687,-0.0219,0.1162,0.1477,0.0315,0.0681,0.1243,0.0562,0.1064,0.2322,0.1258,0.0507
0.1225,0.4053,0.2828,0.0744,0.2768,0.2024,0.0964,0.1706,0.0742,0.0705,0.5917,0.5212,0.0584,0.4052,0.3468,0.1128,0.24,0.1272,0.1017,0.0983,-0.0034,0.122,0.2057,0.0837,0.0768,0.1512,0.0744,0.0924,0.2248,0.1324,0.0594
0.1219,0.1986,0.0767,0.0919,0.1864,0.0945,0.0869,0.0436,-0.0433,0.0737,0.4635,0.3898,0.0478,0.3735,0.3257,0.1265,0.2696,0.1431,0.0942,0.1289,0.0347,0.1019,0.1196,0.0177,0.0752,0.1348,0.0596,0.1027,0.2533,0.1506,0.0533
0.1066,0.2023,0.0957,0.0919,0.1326,0.0407,0.0897,0.0715,-0.0182,0.0607,0.4449,0.3842,0.0568,0.3712,0.3144,0.088,0.2363,0.1483,0.0784,0.018,-0.0604,0.1547,0.236,0.0813,0.0879,0.1372,0.0493,0.09,0.205,0.115,0.057
0.1043,0.1739,0.0696,0.1016,0.1365,0.0349,0.0911,0.1173,0.0262,0.0715,0.4549,0.3834,0.0679,0.5042,0.4363,0.0867,0.1751,0.0884,0.0958,0.1342,0.0384,0.1164,0.1429,0.0265,0.07,0.1244,0.0544,0.1014,0.2306,0.1292,0.062
0.1077,0.1586,0.0509,0.0966,0.1275,0.0309,0.1148,0.1024,-0.0124,0.0729,0.6344,0.5615,0.0467,0.3957,0.349,0.099,0.2497,0.1507,0.1119,0.259,0.1471,0.1275,0.1286,0.0011,0.0866,0.1526,0.066,0.1098,0.2569,0.1471,0.0636
0.104,0.1338,0.0298,0.1014,0.1315,0.0301,0.1109,0.0964,-0.0145,0.0895,0.5318,0.4423,0.0613,0.3596,0.2983,0.1106,0.203,0.0924,0.0961,0.0795,-0.0166,0.1064,0.1511,0.0447,0.0673,0.1143,0.047,0.1027,0.2161,0.1134,0.0544
0.0956,0.1892,0.0936,0.0977,0.1542,0.0565,0.0809,0.0225,-0.0584,0.0795,0.845,0.7655,0.051,0.3775,0.3265,0.1038,0.1877,0.0839,0.089,0.0968,0.0078,0.0958,0.127,0.0312,0.066,0.1423,0.0763,0.0892,0.2266,0.1374,0.0605
0.0774,0.137,0.0596,0.0913,0.1927,0.1014,0.0948,0.0787,-0.0161,0.0686,0.4557,0.3871,0.0512,0.3645,0.3133,0.0901,0.1572,0.0671,0.0934,0.113,0.0196,0.1331,0.1307,-0.0024,0.0727,0.1252,0.0525,0.1119,0.2503,0.1384,0.0739
0.137,0.1992,0.0622,0.062,0.3357,0.2737,0.1103,1.3492,1.2389,0.1011,0.6217,0.5206,0.0423,0.3477,0.3054,0.1212,0.1912,0.07,0.0814,0.0674,-0.014,0.13,0.1184,-0.0116,0.0629,0.1064,0.0435,0.0927,0.2084,0.1157,0.0597
0.0895,0.1377,0.0482,0.0869,0.0993,0.0124,0.0845,0.1046,0.0201,0.0676,0.3742,0.3066,0.062,0.3249,0.2629,0.1038,0.1954,0.0916,0.1043,0.2152,0.1109,0.1183,0.1543,0.036,0.0723,0.1449,0.0726,0.0774,0.2148,0.1374,0.0507
0.0821,0.1045,0.0224,0.1106,0.1436,0.033,0.0911,0.1096,0.0185,0.0671,0.4405,0.3734,0.0576,0.3247,0.2671,0.1225,0.231,0.1085,0.0971,0.1244,0.0273,0.0916,0.1038,0.0122,0.0747,0.1404,0.0657,0.0795,0.2082,0.1287,0.0597
0.0834,0.1213,0.0379,0.0942,0.1156,0.0214,0.1011,0.1273,0.0262,0.0937,0.4544,0.3607,0.0539,0.2981,0.2442,0.1072,0.236,0.1288,0.0974,0.1495,0.0521,0.095,0.1104,0.0154,0.0839,0.1504,0.0665,0.0942,0.2223,0.1281,0.0528
0.0689,0.1076,0.0387,0.076,0.1386,0.0626,0.1029,0.1586,0.0557,0.0737,0.4537,0.38,0.0642,0.3103,0.2461,0.0993,0.2168,0.1175,0.0914,0.0901,-0.0013,0.1102,0.1057,-0.0045,0.0726,0.1344,0.0618,0.061,0.2095,0.1485,0.0642
0.0636,0.1514,0.0878,0.095,0.1225,0.0275,0.1022,0.1102,0.008,0.0774,0.4133,0.3359,0.061,0.3535,0.2925,0.1338,0.2193,0.0855,0.081,0.1191,0.0381,0.1378,0.1043,-0.0335,0.0745,0.1344,0.0599,0.0797,0.1952,0.1155,0.0652
0.0882,0.1591,0.0709,0.1008,0.1135,0.0127,0.0974,0.1009,0.0035,0.0887,0.5568,0.4681,0.062,0.3875,0.3255,0.1103,0.1787,0.0684,0.0982,0.106,0.0078,0.0956,0.1355,0.0399,0.0702,0.1209,0.0507,0.1082,0.2105,0.1023,0.071
0.1201,0.1559,0.0358,0.0824,0.094,0.0116,0.0991,0.0853,-0.0138,0.0935,0.2972,0.2037,0.0715,0.3843,0.3128,0.1415,0.1793,0.0378,0.0752,0.5144,0.4392,0.0895,0.1228,0.0333,0.0876,0.1639,0.0763,0.1045,0.3229,0.2184,0.0705
0.0671,0.1248,0.0577,0.1024,0.1304,0.028,0.0927,0.0916,-0.0011,0.0639,0.3945,0.3306,0.0549,0.3078,0.2529,0.1037,0.19,0.0863,0.0904,0.0801,-0.0103,0.1543,0.1345,-0.0198,0.0515,0.127,0.0755,0.0834,0.2224,0.139,0.0591
0.0562,0.1021,0.0459,0.0792,0.1539,0.0747,0.104,0.118,0.014,0.076,0.295,0.219,0.0858,0.3936,0.3078,0.1214,0.1652,0.0438,0.0848,0.0811,-0.0037,0.1175,0.1186,0.0011,0.0858,0.1534,0.0676,0.1008,0.2688,0.168,0.0502
0.0927,0.142,0.0493,0.0911,0.1436,0.0525,0.1001,0.0874,-0.0127,0.0777,0.4002,0.3225,0.0591,0.3917,0.3326,0.1115,0.2036,0.0921,0.0821,0.1168,0.0347,0.1212,0.1329,0.0117,0.0626,0.1658,0.1032,0.0705,0.206,0.1355,0.066
0.0911,0.1472,0.0561,0.0866,0.131,0.0444,0.1037,0.1058,0.0021,0.1045,0.2275,0.123,0.0808,0.4139,0.3331,0.1217,0.1835,0.0618,0.0916,0.159,0.0674,0.1354,0.1365,0.0011,0.0795,0.1682,0.0887,0.0903,0.2137,0.1234,0.066
0.1045,0.173,0.0685,0.0945,0.099,0.0045,0.0995,0.122,0.0225,0.0715,0.2211,0.1496,0.0903,0.3938,0.3035,0.1539,0.2336,0.0797,0.1006,0.1318,0.0312,0.1238,0.1085,-0.0153,0.0787,0.1457,0.067,0.0945,0.2081,0.1136,0.0713
0.0916,0.1224,0.0308,0.0995,0.1352,0.0357,0.0937,0.0792,-0.0145,0.0826,0.228,0.1454,0.0821,0.3936,0.3115,0.108,0.2522,0.1442,0.0845,0.1514,0.0669,0.1122,0.1231,0.0109,0.0729,0.1478,0.0749,0.0842,0.4335,0.3493,0.0871
0.1006,0.1615,0.0609,0.0855,0.0966,0.0111,0.109,0.1162,0.0072,0.0752,0.1932,0.118,0.0921,0.3297,0.2376,0.1344,0.1745,0.0401,0.0919,0.1105,0.0186,0.1256,0.128,0.0024,0.1053,0.1589,0.0536,0.0961,0.2084,0.1123,0.0689
0.0766,0.1388,0.0622,0.0797,0.1512,0.0715,0.0995,0.0966,-0.0029,0.0708,0.6356,0.5648,0.0789,0.322,0.2431,0.1273,0.1814,0.0541,0.1101,0.1912,0.0811,0.1278,0.1506,0.0228,0.1082,0.181,0.0728,0.0929,0.2261,0.1332,0.0671
0.0839,0.1862,0.1023,0.1122,0.0971,-0.0151,0.1083,0.1379,0.0296,0.1024,0.2956,0.1932,0.0729,0.4857,0.4128,0.1394,0.5426,0.4032,0.1059,0.1014,-0.0045,0.1141,0.1538,0.0397,0.0721,0.1257,0.0536,0.0829,0.2013,0.1184,0.0747
0.0768,0.1572,0.0804,0.0993,0.1885,0.0892,0.1085,0.0934,-0.0151,0.0843,1.1238,1.0395,0.0729,0.4696,0.3967,0.1,0.5568,0.4568,0.0954,0.0777,-0.0177,0.116,0.1343,0.0183,0.0721,0.1368,0.0647,0.0869,0.219,0.1321,0.0628
0.1051,0.1644,0.0593,0.104,0.0884,-0.0156,0.1104,0.1236,0.0132,0.0673,0.6323,0.565,0.1312,0.6678,0.5366,0.1676,0.2674,0.0998,0.118,0.2039,0.0859,0.1236,0.0927,-0.0309,0.069,0.1387,0.0697,0.1254,0.2807,0.1553,0.0834
0.1064,0.3137,0.2073,0.0705,0.0631,-0.0074,0.1111,0.1359,0.0248,0.071,0.2446,0.1736,0.1093,0.42,0.3107,0.1748,0.2244,0.0496,0.0971,0.1157,0.0186,0.0987,0.0916,-0.0071,0.0721,0.1339,0.0618,0.1167,0.247,0.1303,0.0779
0.1106,0.1921,0.0815,0.1159,0.1407,0.0248,0.1152,0.0985,-0.0167,0.0827,0.2782,0.1955,0.1085,0.4023,0.2938,0.132,0.1943,0.0623,0.099,0.1007,0.0017,0.154,0.1083,-0.0457,0.0925,0.1429,0.0504,0.109,0.2216,0.1126,0.0808
0.1,0.1606,0.0606,0.109,0.1465,0.0375,0.1032,0.0863,-0.0169,0.0708,0.2922,0.2214,0.0884,0.4099,0.3215,0.1425,0.1855,0.043,0.0913,0.075,-0.0163,0.1468,0.1651,0.0183,0.0766,0.1252,0.0486,0.1148,0.2005,0.0857,0.0818
0.1164,0.2079,0.0915,0.0985,0.1302,0.0317,0.1091,0.108,-0.0011,0.0848,0.3088,0.224,0.1048,0.4641,0.3593,0.2157,0.3754,0.1597,0.081,0.1112,0.0302,0.1186,0.1091,-0.0095,0.0827,0.122,0.0393,0.0934,0.4767,0.3833,0.0655
0.0964,0.2605,0.1641,0.1091,0.0898,-0.0193,0.0732,0.0994,0.0262,0.0797,1.335,1.2553,0.1175,0.5802,0.4627,0.1598,0.2258,0.066,0.0993,0.1005,0.0012,0.1568,0.1307,-0.0261,0.0745,0.1304,0.0559,0.1103,0.2968,0.1865,0.0824
0.1212,0.1528,0.0316,0.1173,0.1035,-0.0138,0.1117,0.1265,0.0148,0.0866,0.2273,0.1407,0.1077,0.3422,0.2345,0.127,0.1611,0.0341,0.1098,0.0824,-0.0274,0.1558,0.1252,-0.0306,0.0832,0.1331,0.0499,0.1206,0.2788,0.1582,0.0708
0.1206,0.1588,0.0382,0.1172,0.1273,0.0101,0.1046,0.0948,-0.0098,0.0745,0.1621,0.0876,0.1082,0.3627,0.2545,0.1201,0.1534,0.0333,0.0876,0.1215,0.0339,0.1353,0.0265,-0.1088,0.099,0.3535,0.2545,0.1051,0.3781,0.273,0.1003
0.0808,0.1955,0.1147,0.1072,0.1056,-0.0016,0.1059,0.0916,-0.0143,0.0595,0.3081,0.2486,0.1051,0.5379,0.4328,0.1299,0.16,0.0301,0.0861,0.0912,0.0051,0.1231,0.0819,-0.0412,0.107,0.178,0.071,0.1193,0.2398,0.1205,0.0776
0.1198,0.1767,0.0569,0.1162,0.1093,-0.0069,0.1046,0.1321,0.0275,0.0082,0.171,0.1628,0.1177,0.349,0.2313,0.1404,0.1692,0.0288,0.1288,0.2527,0.1239,0.1204,0.1156,-0.0048,0.0814,0.1556,0.0742,0.0945,0.211,0.1165,0.0681
0.0905,0.1158,0.0253,0.1364,0.0934,-0.043,0.0995,0.108,0.0085,0.0803,0.3299,0.2496,0.1217,0.4202,0.2985,0.1542,0.1627,0.0085,0.1183,0.0975,-0.0208,0.1183,0.0967,-0.0216,0.0937,0.1916,0.0979,0.094,0.2235,0.1295,0.0953
0.1111,0.1285,0.0174,0.1217,0.1103,-0.0114,0.1215,0.0972,-0.0243,0.0821,0.2201,0.138,0.1146,0.3625,0.2479,0.1619,0.1965,0.0346,0.1135,0.1358,0.0223,0.1188,0.0914,-0.0274,0.0813,0.1288,0.0475,0.1111,0.22,0.1089,0.0847
0.1172,0.1981,0.0809,0.1046,0.0956,-0.009,0.1057,0.1046,-0.0011,0.0711,0.2059,0.1348,0.1069,0.3511,0.2442,0.1431,0.1608,0.0177,0.1008,0.075,-0.0258,0.135,0.0843,-0.0507,0.0819,0.1323,0.0504,0.0898,0.1884,0.0986,0.0787
0.1043,0.1599,0.0556,0.1169,0.1299,0.013,0.1008,0.0942,-0.0066,0.0686,0.2259,0.1573,0.1151,0.3892,0.2741,0.1803,0.2492,0.0689,0.0954,0.0896,-0.0058,0.1287,0.1139,-0.0148,0.0946,0.1337,0.0391,0.0898,0.2019,0.1121,0.1032
0.0863,0.1026,0.0163,0.1183,0.1389,0.0206,0.1104,0.0718,-0.0386,0.0946,0.2331,0.1385,0.0932,1.285,1.1918,0.1486,0.2661,0.1175,0.0847,0.0927,0.008,0.1325,0.1159,-0.0166,0.0792,0.1304,0.0512,0.1006,0.19,0.0894,0.0824
