H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.1277,0.442,0.3143,0.0765,0.2261,0.1496,0.09,0.2364,0.1464,0.09,0.3165,0.2265,0.0886,0.3696,0.281,0.1237,0.1667,0.043,0.1129,0.1826,0.0697,0.1361,0.1628,0.0267,0.0844,0.2073,0.1229,0.0947,0.3124,0.2177,0.0148
0.1002,0.3591,0.2589,0.0683,0.1973,0.129,0.067,0.2023,0.1353,0.0739,0.2791,0.2052,0.0802,0.3772,0.297,0.1264,0.2554,0.129,0.1045,0.1658,0.0613,0.13,0.1541,0.0241,0.0807,0.2062,0.1255,0.0905,0.2333,0.1428,0.0958
0.1116,0.328,0.2164,0.071,0.1625,0.0915,0.0697,0.1931,0.1234,0.0786,0.2642,0.1856,0.0675,0.3535,0.286,0.1176,0.202,0.0844,0.0936,0.1665,0.0729,0.1275,0.1098,-0.0177,0.0813,0.2105,0.1292,0.0984,0.2716,0.1732,0.0857
0.1024,0.355,0.2526,0.0625,0.2714,0.2089,0.0733,0.1989,0.1256,0.0654,0.3273,0.2619,0.071,0.3482,0.2772,0.0995,0.1684,0.0689,0.0944,0.1944,0.1,0.1203,0.1249,0.0046,0.077,0.2044,0.1274,0.095,0.2544,0.1594,0.0934
0.1113,0.2956,0.1843,0.0689,0.1386,0.0697,0.072,0.1245,0.0525,0.0873,0.2843,0.197,0.067,0.6987,0.6317,0.125,0.3624,0.2374,0.0781,0.2032,0.1251,0.0987,0.0905,-0.0082,0.0982,0.2105,0.1123,0.0786,0.2423,0.1637,0.0897
0.1002,0.2887,0.1885,0.0554,0.1438,0.0884,0.0673,0.1124,0.0451,0.0773,0.2767,0.1994,0.0689,0.3683,0.2994,0.1203,0.2256,0.1053,0.0944,0.1528,0.0584,0.1267,0.123,-0.0037,0.0766,0.1963,0.1197,0.0826,0.2668,0.1842,0.0733
0.1166,0.8022,0.6856,0.0689,0.1673,0.0984,0.0744,0.1752,0.1008,0.0828,0.3673,0.2845,0.0512,0.3609,0.3097,0.1002,0.1274,0.0272,0.1016,0.1413,0.0397,0.1269,0.1016,-0.0253,0.0976,0.475,0.3774,0.0857,0.2502,0.1645,0.077
0.0984,0.5392,0.4408,0.0633,0.2105,0.1472,0.0757,0.2495,0.1738,0.0839,0.5973,0.5134,0.0715,0.9228,0.8513,0.1902,0.5655,0.3753,0.0739,0.147,0.0731,0.0889,0.0903,0.0014,0.0876,0.2044,0.1168,0.0551,0.2061,0.151,0.066
0.0784,0.2977,0.2193,0.0652,0.1378,0.0726,0.0681,0.137,0.0689,0.0747,0.2369,0.1622,0.0457,0.3306,0.2849,0.1121,0.1726,0.0605,0.081,0.1262,0.0452,0.1303,0.4051,0.2748,0.0942,0.2213,0.1271,0.1097,0.2908,0.1811,0.0929
0.1097,0.3166,0.2069,0.0704,0.1524,0.082,0.067,0.1606,0.0936,0.0794,0.3254,0.246,0.0697,0.3746,0.3049,0.1398,0.2332,0.0934,0.0971,0.1365,0.0394,0.1111,0.0966,-0.0145,0.1005,0.2318,0.1313,0.0863,0.266,0.1797,0.0884
0.1013,0.2711,0.1698,0.0726,0.1668,0.0942,0.0707,0.1662,0.0955,0.0728,0.3687,0.2959,0.076,0.3498,0.2738,0.1119,0.219,0.1071,0.0971,0.1188,0.0217,0.1288,0.1264,-0.0024,0.0803,0.2058,0.1255,0.077,0.2573,0.1803,0.0736
0.0971,0.303,0.2059,0.0594,0.2459,0.1865,0.0834,0.2736,0.1902,0.0733,0.3686,0.2953,0.0414,0.3099,0.2685,0.1035,0.1444,0.0409,0.0913,0.1339,0.0426,0.1248,0.1235,-0.0013,0.0523,0.1781,0.1258,0.0984,0.2594,0.161,0.0678
0.0878,0.2111,0.1233,0.0599,0.1198,0.0599,0.0707,0.1425,0.0718,0.0747,0.2812,0.2065,0.0715,0.3672,0.2957,0.0926,0.1409,0.0483,0.0697,0.1721,0.1024,0.1022,0.0845,-0.0177,0.1,0.2129,0.1129,0.0755,0.2434,0.1679,0.0678
0.0939,0.2196,0.1257,0.0617,0.1271,0.0654,0.0731,0.1132,0.0401,0.0752,0.2353,0.1601,0.0536,0.3517,0.2981,0.0918,0.1694,0.0776,0.086,0.1251,0.0391,0.1246,0.0879,-0.0367,0.0993,0.2264,0.1271,0.0818,0.2639,0.1821,0.0691
0.0873,0.2004,0.1131,0.0623,0.137,0.0747,0.0778,0.1266,0.0488,0.0818,0.2395,0.1577,0.0749,0.8176,0.7427,0.1483,0.2902,0.1419,0.0868,0.1919,0.1051,0.1048,0.0945,-0.0103,0.0934,0.2303,0.1369,0.0802,0.3116,0.2314,0.0694
0.0952,0.2531,0.1579,0.0639,0.1546,0.0907,0.0691,0.1179,0.0488,0.0789,0.2893,0.2104,0.0715,0.3111,0.2396,0.1061,0.1626,0.0565,0.096,0.1096,0.0136,0.1243,0.0937,-0.0306,0.0911,0.2116,0.1205,0.066,0.2218,0.1558,0.0607
0.0863,0.1751,0.0888,0.0631,0.1984,0.1353,0.0691,0.1683,0.0992,0.0723,0.3036,0.2313,0.0546,0.3118,0.2572,0.1159,0.1766,0.0607,0.0826,0.1347,0.0521,0.1309,0.0916,-0.0393,0.0913,0.2171,0.1258,0.0673,0.2397,0.1724,0.072
0.0773,0.2352,0.1579,0.0715,0.1464,0.0749,0.0654,0.0873,0.0219,0.0736,0.2621,0.1885,0.0588,0.2794,0.2206,0.0829,0.1491,0.0662,0.0681,0.1273,0.0592,0.109,0.0684,-0.0406,0.086,0.2152,0.1292,0.0712,0.2628,0.1916,0.0649
0.0992,0.2199,0.1207,0.0715,0.2245,0.153,0.0839,0.215,0.1311,0.0778,0.2769,0.1991,0.0646,0.6794,0.6148,0.1237,0.2243,0.1006,0.0723,0.1737,0.1014,0.1156,0.1087,-0.0069,0.0816,0.2058,0.1242,0.0741,0.233,0.1589,0.071
0.076,0.1827,0.1067,0.053,0.1424,0.0894,0.0588,0.095,0.0362,0.0747,0.2754,0.2007,0.0565,0.2723,0.2158,0.0931,0.1409,0.0478,0.0733,0.1356,0.0623,0.0982,0.0647,-0.0335,0.0795,0.2095,0.13,0.066,0.7499,0.6839,0.0894
0.101,0.2692,0.1682,0.0533,0.3065,0.2532,0.0768,0.3126,0.2358,0.0889,0.8399,0.751,0.0567,0.3917,0.335,0.1016,0.2169,0.1153,0.0902,0.1457,0.0555,0.11,0.1417,0.0317,0.0926,0.2263,0.1337,0.0894,0.2494,0.16,0.0776
0.0791,0.1458,0.0667,0.0728,0.1622,0.0894,0.0718,0.1446,0.0728,0.0915,0.3336,0.2421,0.0599,0.3192,0.2593,0.1047,0.1809,0.0762,0.0844,0.1196,0.0352,0.1324,0.1071,-0.0253,0.0768,0.2429,0.1661,0.0678,0.2402,0.1724,0.0889
0.0931,0.1532,0.0601,0.0657,0.4869,0.4212,0.077,0.1585,0.0815,0.0755,0.3316,0.2561,0.0868,0.3535,0.2667,0.1113,0.2007,0.0894,0.0931,0.1151,0.022,0.129,0.1211,-0.0079,0.0966,0.2329,0.1363,0.0842,0.2476,0.1634,0.0926
0.0842,0.1569,0.0727,0.0673,0.1538,0.0865,0.0828,0.1501,0.0673,0.0683,0.2329,0.1646,0.0578,0.2942,0.2364,0.1056,0.1666,0.061,0.095,0.1296,0.0346,0.1287,0.0686,-0.0601,0.1005,0.269,0.1685,0.076,0.2434,0.1674,0.0826
0.0931,0.2259,0.1328,0.0691,0.1704,0.1013,0.0702,0.1493,0.0791,0.0768,0.2532,0.1764,0.0694,0.3907,0.3213,0.0707,0.6087,0.538,0.0857,0.142,0.0563,0.1024,0.1222,0.0198,0.081,0.2139,0.1329,0.0828,0.6304,0.5476,0.0902
0.0921,0.2975,0.2054,0.0631,0.1256,0.0625,0.0784,0.1631,0.0847,0.0907,0.2584,0.1677,0.0762,0.5449,0.4687,0.1145,0.2177,0.1032,0.0926,0.1365,0.0439,0.1306,0.1082,-0.0224,0.0889,0.2026,0.1137,0.0836,0.2391,0.1555,0.0805
0.0987,0.2279,0.1292,0.0641,0.1688,0.1047,0.0936,0.1933,0.0997,0.0931,0.371,0.2779,0.0873,0.4189,0.3316,0.1021,0.1597,0.0576,0.0897,0.1328,0.0431,0.1378,0.1048,-0.033,0.0689,0.1865,0.1176,0.0778,0.2254,0.1476,0.0863
0.0842,0.1321,0.0479,0.0849,0.1677,0.0828,0.0815,0.085,0.0035,0.0955,0.6432,0.5477,0.0776,0.33,0.2524,0.1016,0.1515,0.0499,0.0873,0.1299,0.0426,0.1282,0.0668,-0.0614,0.1037,0.2469,0.1432,0.0936,0.2588,0.1652,0.0865
