H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.0818,0.198,0.1162,0.0646,0.1451,0.0805,0.0715,0.1124,0.0409,0.0913,0.2461,0.1548,0.0881,0.5984,0.5103,0.1164,0.2275,0.1111,0.0929,0.1012,0.0083,0.1126,0.0918,-0.0208,0.0915,0.1754,0.0839,0.0691,0.2148,0.1457,0.0849
0.076,0.2339,0.1579,0.0607,0.1393,0.0786,0.0649,0.1024,0.0375,0.0839,0.2537,0.1698,0.0807,0.3662,0.2855,0.0906,0.1526,0.062,0.0755,0.1117,0.0362,0.12,0.0876,-0.0324,0.09,0.2081,0.1181,0.0623,0.2239,0.1616,0.0815
0.0778,0.1795,0.1017,0.0578,0.1383,0.0805,0.0631,0.1037,0.0406,0.0807,0.2157,0.135,0.0649,0.2844,0.2195,0.1019,0.1602,0.0583,0.0744,0.084,0.0096,0.1192,0.0947,-0.0245,0.0865,0.1978,0.1113,0.0726,0.2133,0.1407,0.0773
0.0757,0.5754,0.4997,0.0581,0.1934,0.1353,0.0757,0.2688,0.1931,0.0847,0.3001,0.2154,0.0828,0.509,0.4262,0.1351,0.2459,0.1108,0.0839,0.1428,0.0589,0.1005,0.095,-0.0055,0.0907,0.2004,0.1097,0.0889,0.2671,0.1782,0.0871
0.0786,0.3412,0.2626,0.0654,0.1422,0.0768,0.0704,0.1042,0.0338,0.0857,0.2315,0.1458,0.0731,0.3659,0.2928,0.1266,0.2353,0.1087,0.0868,0.1399,0.0531,0.124,0.1156,-0.0084,0.086,0.2047,0.1187,0.0799,0.2504,0.1705,0.096
0.0818,0.2352,0.1534,0.0644,0.1522,0.0878,0.066,0.1351,0.0691,0.0889,0.2432,0.1543,0.0723,0.4313,0.359,0.1098,0.1998,0.09,0.0868,0.1167,0.0299,0.1364,0.1338,-0.0026,0.0936,0.2104,0.1168,0.0844,0.2573,0.1729,0.0691
0.0794,0.2325,0.1531,0.0726,0.1615,0.0889,0.0544,0.1045,0.0501,0.0741,0.2165,0.1424,0.0697,0.3643,0.2946,0.1303,0.2237,0.0934,0.0768,0.214,0.1372,0.0665,0.1077,0.0412,0.0984,0.22,0.1216,0.0823,0.2264,0.1441,0.0723
0.081,0.1893,0.1083,0.0681,0.1262,0.0581,0.0683,0.0979,0.0296,0.0791,0.2086,0.1295,0.0747,0.3435,0.2688,0.1387,0.3054,0.1667,0.0765,0.2615,0.185,0.1124,0.118,0.0056,0.1002,0.2252,0.125,0.0546,0.2267,0.1721,0.0662
0.0744,0.2228,0.1484,0.0578,0.1459,0.0881,0.0533,0.1277,0.0744,0.0831,0.2194,0.1363,0.0633,0.2878,0.2245,0.1045,0.1488,0.0443,0.0892,0.1228,0.0336,0.1137,0.4537,0.34,0.09,0.2052,0.1152,0.0852,0.2212,0.136,0.0649
0.076,0.2115,0.1355,0.0565,0.2055,0.149,0.0739,0.1283,0.0544,0.0805,0.2116,0.1311,0.0697,0.2979,0.2282,0.1219,0.1351,0.0132,0.0805,0.1349,0.0544,0.1208,0.11,-0.0108,0.0465,0.2467,0.2002,0.1142,0.2768,0.1626,0.0813
0.066,0.1709,0.1049,0.0636,0.1203,0.0567,0.0631,0.1109,0.0478,0.0855,0.2218,0.1363,0.0681,0.2768,0.2087,0.1161,0.1378,0.0217,0.0831,0.128,0.0449,0.1211,0.0847,-0.0364,0.0984,0.2044,0.106,0.077,0.2101,0.1331,0.0749
0.0723,0.1835,0.1112,0.0588,0.1147,0.0559,0.0612,0.1427,0.0815,0.0776,0.2147,0.1371,0.0562,0.257,0.2008,0.1045,0.1375,0.033,0.0913,0.1341,0.0428,0.1137,0.0763,-0.0374,0.0855,0.1976,0.1121,0.0828,0.2251,0.1423,0.0834
0.0641,0.1772,0.1131,0.0602,0.1204,0.0602,0.0649,0.0871,0.0222,0.0741,0.207,0.1329,0.0652,0.3509,0.2857,0.1161,0.1231,0.007,0.0744,0.1908,0.1164,0.1076,0.1021,-0.0055,0.0849,0.1835,0.0986,0.0631,0.2094,0.1463,0.0578
0.0596,0.1418,0.0822,0.0586,0.1016,0.043,0.0641,0.1011,0.037,0.0733,0.2115,0.1382,0.0596,0.2705,0.2109,0.1097,0.1274,0.0177,0.0762,0.1723,0.0961,0.115,0.1209,0.0059,0.0799,0.1922,0.1123,0.0602,0.208,0.1478,0.0657
0.0697,0.134,0.0643,0.0538,0.1171,0.0633,0.0575,0.0705,0.013,0.0781,0.2078,0.1297,0.0726,0.3804,0.3078,0.0536,0.1252,0.0716,0.0818,0.1465,0.0647,0.123,0.0937,-0.0293,0.0855,0.182,0.0965,0.0813,0.2199,0.1386,0.0884
0.0681,0.1772,0.1091,0.0538,0.109,0.0552,0.0649,0.0786,0.0137,0.0834,0.2192,0.1358,0.0583,0.2511,0.1928,0.1301,0.1452,0.0151,0.0662,0.1335,0.0673,0.1264,0.1111,-0.0153,0.0779,0.1908,0.1129,0.0694,0.5801,0.5107,0.0488
0.0707,0.1896,0.1189,0.0615,0.1272,0.0657,0.0565,0.0932,0.0367,0.0778,0.222,0.1442,0.0573,0.2657,0.2084,0.1227,0.1544,0.0317,0.101,0.1277,0.0267,0.1226,0.0997,-0.0229,0.0905,0.2034,0.1129,0.0757,0.2243,0.1486,0.0852
0.0654,0.1624,0.097,0.0602,0.1251,0.0649,0.066,0.0641,-0.0019,0.0818,0.2147,0.1329,0.0607,0.2596,0.1989,0.1053,0.1183,0.013,0.0757,0.1296,0.0539,0.1243,0.0908,-0.0335,0.0953,0.2111,0.1158,0.0802,0.2328,0.1526,0.0541
0.0697,0.1245,0.0548,0.0591,0.2358,0.1767,0.0156,0.3397,0.3241,0.0789,0.2677,0.1888,0.0596,0.2818,0.2222,0.0997,0.1256,0.0259,0.0881,0.1599,0.0718,0.1072,0.1019,-0.0053,0.0985,0.2201,0.1216,0.0683,0.2283,0.16,0.0773
0.0612,0.1323,0.0711,0.0596,0.1398,0.0802,0.0517,0.0726,0.0209,0.0799,0.2255,0.1456,0.0586,0.2464,0.1878,0.1047,0.1132,0.0085,0.0757,0.1296,0.0539,0.1106,0.0858,-0.0248,0.0755,0.2066,0.1311,0.0673,0.2191,0.1518,0.0733
0.0641,0.2265,0.1624,0.061,0.4795,0.4185,0.052,0.2741,0.2221,0.0802,0.2371,0.1569,0.0675,0.7762,0.7087,0.1188,0.2749,0.1561,0.0744,0.1779,0.1035,0.1126,0.1654,0.0528,0.0151,0.359,0.3439,0.0802,0.2618,0.1816,0.0739
0.0749,0.2138,0.1389,0.0557,0.1246,0.0689,0.0646,0.0673,0.0027,0.0865,0.5133,0.4268,0.0733,0.3075,0.2342,0.1356,0.1646,0.029,0.0863,0.1318,0.0455,0.1142,0.0897,-0.0245,0.1021,0.2057,0.1036,0.0826,0.515,0.4324,0.076
0.0718,0.1458,0.074,0.0536,0.1799,0.1263,0.0702,0.1583,0.0881,0.0752,0.2503,0.1751,0.0752,0.2654,0.1902,0.1217,0.131,0.0093,0.0773,0.1193,0.042,0.1177,0.0755,-0.0422,0.094,0.1955,0.1015,0.0918,0.2262,0.1344,0.0955
0.0791,0.2328,0.1537,0.0557,0.114,0.0583,0.0657,0.0831,0.0174,0.0702,0.2057,0.1355,0.0623,0.255,0.1927,0.1055,0.3326,0.2271,0.0799,0.1517,0.0718,0.0923,0.1309,0.0386,0.0992,0.2234,0.1242,0.0952,0.2473,0.1521,0.0773
0.0631,0.1957,0.1326,0.0631,0.1301,0.067,0.0617,0.1132,0.0515,0.0791,0.212,0.1329,0.0596,0.3023,0.2427,0.0997,0.1744,0.0747,0.0942,0.1484,0.0542,0.1101,0.1069,-0.0032,0.0977,0.2108,0.1131,0.0718,0.2141,0.1423,0.0913
0.061,0.1232,0.0622,0.0628,0.1878,0.125,0.0733,0.4425,0.3692,0.0834,0.249,0.1656,0.0731,0.3053,0.2322,0.1114,0.1079,-0.0035,0.0742,0.1603,0.0861,0.1201,0.0821,-0.038,0.0803,0.1755,0.0952,0.0873,0.2038,0.1165,0.0773
0.0625,0.1624,0.0999,0.0623,0.1446,0.0823,0.0683,0.1704,0.1021,0.0918,0.3078,0.216,0.0755,0.2805,0.205,0.1055,0.137,0.0315,0.077,0.1291,0.0521,0.1217,0.0924,-0.0293,0.0813,0.1802,0.0989,0.0739,0.1951,0.1212,0.0849
0.0628,0.1368,0.074,0.0573,0.1256,0.0683,0.0617,0.1219,0.0602,0.0905,0.5372,0.4467,0.0818,0.3226,0.2408,0.1504,0.1515,0.0011,0.0805,0.1133,0.0328,0.1221,0.1259,0.0038,0.0781,0.1794,0.1013,0.0702,0.2138,0.1436,0.0549
0.0668,0.1651,0.0983,0.0728,0.1585,0.0857,0.0723,0.4297,0.3574,0.0752,0.4359,0.3607,0.0813,0.2768,0.1955,0.1153,0.1715,0.0562,0.0889,0.1119,0.023,0.1087,0.1362,0.0275,0.0617,0.1548,0.0931,0.0923,0.2217,0.1294,0.0752
0.0691,0.1737,0.1046,0.0544,0.1546,0.1002,0.072,0.3814,0.3094,0.0776,0.3503,0.2727,0.0691,0.2625,0.1934,0.1045,0.1285,0.024,0.0802,0.1209,0.0407,0.1198,0.0876,-0.0322,0.0945,0.1942,0.0997,0.081,0.2099,0.1289,0.0781
0.0781,0.3594,0.2813,0.0728,0.1343,0.0615,0.0757,0.1794,0.1037,0.0823,0.3676,0.2853,0.0728,0.2469,0.1741,0.1177,0.1343,0.0166,0.0807,0.1146,0.0339,0.1316,0.1,-0.0316,0.0702,0.1889,0.1187,0.091,0.2301,0.1391,0.0907
0.0776,0.2139,0.1363,0.0636,0.1177,0.0541,0.0694,0.1164,0.047,0.0944,0.2326,0.1382,0.0726,0.2647,0.1921,0.1182,0.2219,0.1037,0.0881,0.2137,0.1256,0.0367,0.0629,0.0262,0.0467,0.2244,0.1777,0.1018,0.5002,0.3984,0.0889
0.0802,0.1619,0.0817,0.0594,0.1705,0.1111,0.0755,0.1573,0.0818,0.0842,0.2453,0.1611,0.0699,0.2757,0.2058,0.115,0.1546,0.0396,0.0818,0.1215,0.0397,0.1242,0.0926,-0.0316,0.096,0.241,0.145,0.0971,0.535,0.4379,0.0907
0.0675,0.1737,0.1062,0.0662,0.2105,0.1443,0.0842,0.1523,0.0681,0.0931,0.2542,0.1611,0.0813,0.3034,0.2221,0.1029,0.1451,0.0422,0.0942,0.1423,0.0481,0.1277,0.1021,-0.0256,0.0897,0.1965,0.1068,0.0968,0.2122,0.1154,0.1047
0.076,0.1951,0.1191,0.057,0.1559,0.0989,0.0704,0.1401,0.0697,0.105,0.2978,0.1928,0.0715,0.2717,0.2002,0.1132,0.1293,0.0161,0.0794,0.1293,0.0499,0.1179,0.1013,-0.0166,0.1026,0.2147,0.1121,0.0878,0.5484,0.4606,0.1021
0.0768,0.1941,0.1173,0.0594,0.162,0.1026,0.0781,0.1522,0.0741,0.095,0.2284,0.1334,0.0773,0.296,0.2187,0.1174,0.412,0.2946,0.1082,0.3008,0.1926,0.1211,0.1349,0.0138,0.0905,0.1928,0.1023,0.0942,0.198,0.1038,0.1021
0.0855,0.183,0.0975,0.0741,0.1525,0.0784,0.072,0.0889,0.0169,0.0797,0.215,0.1353,0.067,0.4171,0.3501,0.1364,0.2095,0.0731,0.0987,0.1428,0.0441,0.1232,0.1021,-0.0211,0.0987,0.2031,0.1044,0.0892,0.2165,0.1273,0.0894
