H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.062,0.6082,0.5462,0.0399,0.2122,0.1723,0.0663,0.126,0.0597,0.0607,0.6961,0.6354,0.0473,0.7704,0.7231,0.1296,0.1946,0.065,0.071,0.3133,0.2423,0.0971,0.2866,0.1895,0.1082,0.2544,0.1462,0.0908,0.4984,0.4076,0.094
0.0721,0.3837,0.3116,0.0555,0.2371,0.1816,0.0755,0.2771,0.2016,0.0644,1.0869,1.0225,0.038,1.0601,1.0221,0.0911,0.3302,0.2391,0.0871,0.2585,0.1714,0.1111,0.2339,0.1228,0.1035,0.2537,0.1502,0.0961,0.7802,0.6841,0.1602
0.0879,1.2341,1.1462,0.0425,0.2309,0.1884,0.0758,0.2481,0.1723,0.0694,0.8133,0.7439,0.0644,0.7807,0.7163,0.1006,0.1956,0.095,0.0797,0.1756,0.0959,0.1082,0.2592,0.151,0.1061,0.2275,0.1214,0.1119,0.5467,0.4348,0.0982
0.1275,0.3858,0.2583,0.0671,0.2128,0.1457,0.0911,0.1787,0.0876,0.0956,0.7038,0.6082,0.0731,0.7746,0.7015,0.1122,0.2109,0.0987,0.1061,0.1698,0.0637,0.0998,0.2186,0.1188,0.1148,0.3943,0.2795,0.0916,0.6058,0.5142,0.0855
0.0934,0.5192,0.4258,0.0496,0.156,0.1064,0.0523,0.226,0.1737,0.0813,0.9178,0.8365,0.057,1.0619,1.0049,0.08,0.5136,0.4336,0.0536,0.3142,0.2606,0.1177,0.2458,0.1281,0.1022,0.2779,0.1757,0.1077,0.6187,0.511,0.1035
0.0829,0.4243,0.3414,0.0518,0.3147,0.2629,0.0752,0.2233,0.1481,0.0613,0.7194,0.6581,0.0594,0.8857,0.8263,0.127,0.2387,0.1117,0.0903,0.2295,0.1392,0.1159,0.2387,0.1228,0.0816,0.2304,0.1488,0.0995,0.3274,0.2279,0.0795
0.0779,0.3837,0.3058,0.0623,0.2515,0.1892,0.0591,0.2473,0.1882,0.0903,0.7518,0.6615,0.0723,0.935,0.8627,0.1164,0.2143,0.0979,0.0679,0.1815,0.1136,0.0937,0.1996,0.1059,0.0787,0.3088,0.2301,0.0974,0.4805,0.3831,0.0602
0.0784,0.4203,0.3419,0.0275,0.3555,0.328,0.0686,0.314,0.2454,0.0813,0.6304,0.5491,0.071,0.7572,0.6862,0.1413,0.2757,0.1344,0.0903,0.1783,0.088,0.0953,0.2418,0.1465,0.1011,0.2932,0.1921,0.0808,0.2913,0.2105,0.0776
0.0829,0.405,0.3221,0.0626,0.2043,0.1417,0.0792,0.2885,0.2093,0.0892,0.3974,0.3082,0.0607,0.9493,0.8886,0.0917,0.1638,0.0721,0.0737,0.6591,0.5854,0.0982,0.2426,0.1444,0.0869,0.221,0.1341,0.1019,0.3564,0.2545,0.0684
0.0694,0.3973,0.3279,0.0607,0.2425,0.1818,0.0494,1.0432,0.9938,0.0855,0.447,0.3615,0.0631,1.7872,1.7241,0.1188,0.3416,0.2228,0.0847,0.8324,0.7477,0.1066,0.2906,0.184,0.1035,1.3854,1.2819,0.0779,0.804,0.7261,0.0684
0.0855,0.8206,0.7351,0.0671,0.2133,0.1462,0.0628,0.3286,0.2658,0.0681,0.8589,0.7908,0.0729,0.9032,0.8303,0.1415,0.4701,0.3286,0.166,0.3506,0.1846,0.1161,0.3046,0.1885,0.095,0.3354,0.2404,0.0771,0.5427,0.4656,0.1103
0.0884,0.5847,0.4963,0.0639,0.2138,0.1499,0.0776,0.2808,0.2032,0.0668,0.8495,0.7827,0.0766,0.882,0.8054,0.1259,0.4167,0.2908,0.1541,0.4278,0.2737,0.0895,0.2645,0.175,0.1077,0.289,0.1813,0.0689,0.3269,0.258,0.0858
0.0834,0.4763,0.3929,0.056,0.188,0.132,0.0642,0.3038,0.2396,0.0832,0.817,0.7338,0.0771,0.9665,0.8894,0.1014,0.326,0.2246,0.0934,0.2877,0.1943,0.1204,0.2685,0.1481,0.1035,0.3136,0.2101,0.0694,0.3506,0.2812,0.0847
0.08,0.5248,0.4448,0.0584,0.2695,0.2111,0.0839,0.327,0.2431,0.071,0.8141,0.7431,0.0689,0.8917,0.8228,0.1043,0.2392,0.1349,0.0832,0.2741,0.1909,0.1109,0.2474,0.1365,0.0995,0.2826,0.1831,0.0871,0.5992,0.5121,0.0884
0.0774,0.4299,0.3525,0.0665,0.2705,0.204,0.0708,0.2637,0.1929,0.095,0.4082,0.3132,0.0739,0.9285,0.8546,0.128,0.2336,0.1056,0.1064,0.2427,0.1363,0.1059,0.2556,0.1497,0.0876,0.3143,0.2267,0.0847,0.3498,0.2651,0.0969
0.0898,0.5647,0.4749,0.0481,0.1307,0.0826,0.0692,2.6547,2.5855,0.0723,0.7552,0.6829,0.0758,0.9336,0.8578,0.137,0.3112,0.1742,0.1117,0.3569,0.2452,0.1468,0.2946,0.1478,0.0969,0.2647,0.1678,0.0929,0.5741,0.4812,0.1008
0.0892,0.9813,0.8921,0.0473,0.188,0.1407,0.076,0.2476,0.1716,0.071,0.8603,0.7893,0.0718,1.4649,1.3931,0.0737,0.4802,0.4065,0.0631,0.4173,0.3542,0.1204,0.3173,0.1969,0.104,0.3383,0.2343,0.0613,0.4795,0.4182,0.0961
0.1056,0.5135,0.4079,0.0378,0.1882,0.1504,0.0758,0.3798,0.304,0.0702,0.8795,0.8093,0.0631,1.1683,1.1052,0.1241,0.3724,0.2483,0.0586,0.2566,0.198,0.1378,0.2843,0.1465,0.1114,0.3014,0.19,0.0942,0.3556,0.2614,0.09
0.0961,1.0038,0.9077,0.095,0.4217,0.3267,0.1006,1.6066,1.506,0.0884,0.7697,0.6813,0.0565,0.8757,0.8192,0.0843,0.3984,0.3141,0.113,0.534,0.421,0.123,0.2822,0.1592,0.1069,0.317,0.2101,0.0816,0.315,0.2334,0.0797
0.0879,0.5185,0.4306,0.0739,0.2441,0.1702,0.0692,0.3685,0.2993,0.0879,0.4048,0.3169,0.0723,0.9577,0.8854,0.1159,0.2484,0.1325,0.1111,0.2212,0.1101,0.1111,0.2457,0.1346,0.1008,0.3006,0.1998,0.0898,0.5964,0.5066,0.1003
0.0937,0.4467,0.353,0.0655,0.279,0.2135,0.0847,0.9278,0.8431,0.0832,0.4561,0.3729,0.0723,1.1686,1.0963,0.1101,0.6709,0.5608,0.0805,0.6026,0.5221,0.1019,0.2508,0.1489,0.094,0.3336,0.2396,0.0826,0.3804,0.2978,0.0824
0.0905,0.5633,0.4728,0.0599,0.2222,0.1623,0.0797,0.318,0.2383,0.0599,0.652,0.5921,0.0655,0.8936,0.8281,0.1011,0.199,0.0979,0.1011,0.3376,0.2365,0.1151,0.2387,0.1236,0.1014,0.3062,0.2048,0.0937,0.738,0.6443,0.1024
0.0932,0.4581,0.3649,0.0528,0.231,0.1782,0.0964,1.8818,1.7854,0.0908,0.7418,0.651,0.0781,0.8334,0.7553,0.1157,0.2192,0.1035,0.0884,0.2445,0.1561,0.1048,0.2635,0.1587,0.1172,0.3159,0.1987,0.1,0.3485,0.2485,0.0824
0.0948,0.6328,0.538,0.0584,0.2049,0.1465,0.0855,1.8298,1.7443,0.0805,0.4832,0.4027,0.0726,1.0639,0.9913,0.1288,0.3183,0.1895,0.1103,0.274,0.1637,0.1354,0.2239,0.0885,0.109,0.3114,0.2024,0.1064,0.4662,0.3598,0.0357
0.1003,0.3921,0.2918,0.0486,0.2165,0.1679,0.0858,1.0398,0.954,0.085,0.7695,0.6845,0.0758,1.546,1.4702,0.0853,0.3054,0.2201,0.1053,0.2964,0.1911,0.1293,0.237,0.1077,0.1111,0.3354,0.2243,0.1362,1.0056,0.8694,0.1077
0.1029,0.5253,0.4224,0.0605,0.1751,0.1146,0.08,0.2983,0.2183,0.0671,0.6416,0.5745,0.0541,0.8517,0.7976,0.0959,0.2157,0.1198,0.1056,0.2646,0.159,0.0979,0.242,0.1441,0.0966,0.2694,0.1728,0.1016,0.5488,0.4472,0.1475
0.1183,0.3043,0.186,0.0589,0.2518,0.1929,0.0863,0.9503,0.864,0.0929,0.4133,0.3204,0.0747,0.8952,0.8205,0.1144,0.2625,0.1481,0.1098,0.2856,0.1758,0.1225,0.2527,0.1302,0.108,0.3655,0.2575,0.1148,0.729,0.6142,0.1167
0.0929,0.4752,0.3823,0.0599,0.2082,0.1483,0.052,0.9957,0.9437,0.0882,0.698,0.6098,0.0813,0.8598,0.7785,0.1045,0.2732,0.1687,0.0958,0.3067,0.2109,0.0998,0.3133,0.2135,0.1051,0.4165,0.3114,0.0887,0.3628,0.2741,0.0977
0.0832,0.3929,0.3097,0.0642,0.1848,0.1206,0.0942,0.6592,0.565,0.0858,0.6286,0.5428,0.0792,0.8295,0.7503,0.0924,0.2452,0.1528,0.0942,0.2653,0.1711,0.1206,0.2373,0.1167,0.1019,0.3183,0.2164,0.0686,0.31,0.2414,0.0845
0.0694,0.3549,0.2855,0.0581,0.2239,0.1658,0.0639,0.7851,0.7212,0.0763,0.6674,0.5911,0.0663,0.999,0.9327,0.0864,0.2833,0.1969,0.0861,0.3036,0.2175,0.1064,0.2629,0.1565,0.0948,0.2771,0.1823,0.0916,0.3936,0.302,0.1024
0.0924,0.466,0.3736,0.0652,0.1898,0.1246,0.0668,1.0173,0.9505,0.0898,0.7228,0.633,0.085,0.8699,0.7849,0.1085,0.2661,0.1576,0.0979,0.3123,0.2144,0.1204,0.3033,0.1829,0.1111,0.3204,0.2093,0.0971,0.7113,0.6142,0.1138
