H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.1098,0.2591,0.1493,0.1059,0.1035,-0.0024,0.0935,0.1545,0.061,0.114,0.7056,0.5916,0.0766,0.548,0.4714,0.1074,0.3513,0.2439,0.095,0.2062,0.1112,0.1639,0.2677,0.1038,0.1003,0.1993,0.099,0.094,0.2506,0.1566,0.0452
0.0847,0.1451,0.0604,0.1154,0.2397,0.1243,0.0715,0.1898,0.1183,0.0905,0.5288,0.4383,0.0642,0.4284,0.3642,0.1162,0.2044,0.0882,0.0964,0.2406,0.1442,0.1351,0.1378,0.0027,0.0921,0.1889,0.0968,0.0267,0.2279,0.2012,0.0726
0.0795,0.2101,0.1306,0.0903,0.2093,0.119,0.1059,0.1075,0.0016,0.0903,0.4151,0.3248,0.0766,0.4326,0.356,0.1035,0.217,0.1135,0.0605,0.1026,0.0421,0.1597,0.1653,0.0056,0.0842,0.1523,0.0681,0.0956,0.3343,0.2387,0.1312
0.0813,0.1739,0.0926,0.0927,0.1075,0.0148,0.09,0.1418,0.0518,0.0858,0.5793,0.4935,0.0892,0.596,0.5068,0.127,0.2434,0.1164,0.0655,0.1437,0.0782,0.1502,0.2408,0.0906,0.1267,0.1161,-0.0106,0.1032,0.368,0.2648,0.065
0.0855,0.2039,0.1184,0.0861,0.135,0.0489,0.1175,0.1471,0.0296,0.1053,1.3035,1.1982,0.1048,0.7986,0.6938,0.1275,0.2463,0.1188,0.1008,0.24,0.1392,0.1281,0.1138,-0.0143,0.1394,0.146,0.0066,0.1143,0.3155,0.2012,0.1146
0.0752,0.3285,0.2533,0.0792,0.1325,0.0533,0.0792,0.8421,0.7629,0.0911,0.2734,0.1823,0.0742,0.6132,0.539,0.1014,0.2014,0.1,0.0723,0.1117,0.0394,0.1447,0.1315,-0.0132,0.0853,0.1645,0.0792,0.1019,0.2425,0.1406,0.1006
0.1206,0.2002,0.0796,0.0982,0.236,0.1378,0.1246,0.1111,-0.0135,0.1085,0.442,0.3335,0.0871,0.412,0.3249,0.1107,0.2073,0.0966,0.0932,0.0951,0.0019,0.1285,0.1462,0.0177,0.0887,0.1713,0.0826,0.1143,1.3792,1.2649,0.113
0.0744,0.1857,0.1113,0.1238,0.1481,0.0243,0.0911,0.6703,0.5792,0.1095,0.5478,0.4383,0.0826,0.4025,0.3199,0.1223,0.1933,0.071,0.1056,0.1255,0.0199,0.1365,0.1315,-0.005,0.0819,0.1312,0.0493,0.1088,0.2393,0.1305,0.0805
0.099,0.2063,0.1073,0.0784,0.1439,0.0655,0.1066,0.138,0.0314,0.1029,0.4438,0.3409,0.0911,0.6947,0.6036,0.1172,0.2077,0.0905,0.0531,0.2873,0.2342,0.127,0.1051,-0.0219,0.0932,0.1592,0.066,0.0953,0.5694,0.4741,0.1338
0.1285,0.192,0.0635,0.0942,0.2381,0.1439,0.1027,0.4967,0.394,0.1048,0.4159,0.3111,0.0945,0.4582,0.3637,0.1138,0.2088,0.095,0.0713,0.0791,0.0078,0.161,0.1904,0.0294,0.1267,0.2747,0.148,0.1106,0.2891,0.1785,0.1138
0.0803,0.1412,0.0609,0.0971,0.1409,0.0438,0.0958,0.9899,0.8941,0.1267,0.2705,0.1438,0.0647,0.6432,0.5785,0.1331,0.2202,0.0871,0.0826,0.1748,0.0922,0.1378,0.0935,-0.0443,0.1127,0.1536,0.0409,0.1124,0.2585,0.1461,0.1307
0.0929,0.2543,0.1614,0.0924,0.0826,-0.0098,0.1149,0.1521,0.0372,0.1196,0.7144,0.5948,0.1109,0.5224,0.4115,0.122,0.2421,0.1201,0.0866,0.1258,0.0392,0.1373,0.0993,-0.038,0.0811,0.1246,0.0435,0.1103,0.2268,0.1165,0.1278
0.0684,0.2845,0.2161,0.0916,0.1125,0.0209,0.0929,0.1687,0.0758,0.1077,0.4544,0.3467,0.0816,0.4223,0.3407,0.1394,0.2067,0.0673,0.0607,0.2199,0.1592,0.1194,0.0803,-0.0391,0.0988,0.1677,0.0689,0.1016,0.2036,0.102,0.0985
0.1417,0.2583,0.1166,0.0977,0.4136,0.3159,0.1124,0.1275,0.0151,0.0824,0.9784,0.896,0.0615,0.7102,0.6487,0.1056,0.1671,0.0615,0.0607,0.1386,0.0779,0.1473,0.1209,-0.0264,0.0661,0.1817,0.1156,0.0834,0.2184,0.135,0.1061
0.114,0.2438,0.1298,0.0895,0.1368,0.0473,0.0758,0.121,0.0452,0.0845,0.5927,0.5082,0.0686,0.4527,0.3841,0.1183,0.2007,0.0824,0.0792,0.1054,0.0262,0.1394,0.1801,0.0407,0.0713,0.0953,0.024,0.0845,0.5713,0.4868,0.1502
0.0372,0.4084,0.3712,0.0805,0.1375,0.057,0.0895,0.1033,0.0138,0.1066,0.5531,0.4465,0.0966,0.3856,0.289,0.1149,0.1888,0.0739,0.0708,0.1065,0.0357,0.1436,0.1286,-0.015,0.0771,0.1454,0.0683,0.0892,0.182,0.0928,0.1412
0.0966,0.1535,0.0569,0.1024,0.1489,0.0465,0.1098,0.1077,-0.0021,0.0926,0.461,0.3684,0.0776,0.4062,0.3286,0.1497,0.4139,0.2642,0.0747,0.1094,0.0347,0.15,0.1299,-0.0201,0.0679,0.1735,0.1056,0.0792,0.1897,0.1105,0.1489
0.0911,0.2082,0.1171,0.0911,0.145,0.0539,0.0929,0.1742,0.0813,0.1035,0.9586,0.8551,0.0795,0.4923,0.4128,0.1339,0.2025,0.0686,0.0766,0.0991,0.0225,0.1301,0.1288,-0.0013,0.0753,0.1373,0.062,0.0816,0.1926,0.111,0.1188
0.1177,0.1651,0.0474,0.0916,0.2088,0.1172,0.0996,0.0924,-0.0072,0.1352,0.3178,0.1826,0.1338,0.5353,0.4015,0.1299,0.2447,0.1148,0.1061,0.13,0.0239,0.1452,0.1222,-0.023,0.0835,0.1004,0.0169,0.0974,0.2704,0.173,0.0599
0.08,0.1596,0.0796,0.1077,0.1312,0.0235,0.1132,0.1494,0.0362,0.0964,0.3526,0.2562,0.128,0.4401,0.3121,0.16,0.2429,0.0829,0.0694,0.0943,0.0249,0.1491,0.1515,0.0024,0.066,0.1702,0.1042,0.0826,0.1646,0.082,0.1497
0.0987,0.3385,0.2398,0.0913,0.1523,0.061,0.1072,0.1597,0.0525,0.1196,0.8199,0.7003,0.0863,0.3728,0.2865,0.1148,0.1795,0.0647,0.0808,0.0928,0.012,0.1531,0.1381,-0.015,0.1098,0.1114,0.0016,0.0908,0.3651,0.2743,0.1544
0.108,0.1665,0.0585,0.1043,0.1516,0.0473,0.1074,0.1446,0.0372,0.1114,0.5832,0.4718,0.1175,0.3849,0.2674,0.1346,0.2172,0.0826,0.0847,0.103,0.0183,0.1587,0.1529,-0.0058,0.0842,0.1518,0.0676,0.0982,0.2762,0.178,0.0467
0.0692,0.2845,0.2153,0.0948,0.1927,0.0979,0.0863,0.1702,0.0839,0.0399,0.5505,0.5106,0.081,0.3196,0.2386,0.1144,0.1925,0.0781,0.0668,0.0761,0.0093,0.142,0.164,0.022,0.0956,0.1259,0.0303,0.0916,0.2068,0.1152,0.1346
0.1024,0.205,0.1026,0.1037,0.2737,0.17,0.0565,0.1526,0.0961,0.1285,0.4607,0.3322,0.1235,0.464,0.3405,0.135,0.168,0.033,0.0913,0.1344,0.0431,0.1661,0.1138,-0.0523,0.0832,0.1067,0.0235,0.0839,0.6804,0.5965,0.1132
0.0871,0.215,0.1279,0.0971,0.1866,0.0895,0.1061,0.1262,0.0201,0.1357,0.4843,0.3486,0.0998,0.4717,0.3719,0.133,0.2003,0.0673,0.0869,0.0986,0.0117,0.1724,0.1465,-0.0259,0.0914,0.0903,-0.0011,0.1286,0.8476,0.719,0.1518
0.0995,0.2359,0.1364,0.1214,0.2637,0.1423,0.056,0.121,0.065,0.1365,0.4196,0.2831,0.0061,0.5149,0.5088,0.136,0.2015,0.0655,0.0684,0.1128,0.0444,0.1386,0.137,-0.0016,0.0927,0.1101,0.0174,0.1394,0.2364,0.097,0.1618
0.1251,0.1802,0.0551,0.1148,0.1829,0.0681,0.1048,0.0892,-0.0156,0.1539,0.3793,0.2254,0.0124,0.4869,0.4745,0.1415,0.193,0.0515,0.094,0.1194,0.0254,0.1421,0.1133,-0.0288,0.0925,0.0872,-0.0053,0.1415,0.4187,0.2772,0.1877
0.1299,0.2446,0.1147,0.1172,0.1278,0.0106,0.1143,0.1278,0.0135,0.133,0.3494,0.2164,0.1188,0.4593,0.3405,0.1436,0.1948,0.0512,0.0863,0.0967,0.0104,0.1568,0.1394,-0.0174,0.0924,0.076,-0.0164,0.1267,0.324,0.1973,0.1196
0.0866,0.4301,0.3435,0.0979,0.523,0.4251,0.1109,0.1769,0.066,0.1673,0.3449,0.1776,0.1386,0.4398,0.3012,0.1349,0.1655,0.0306,0.0913,0.1067,0.0154,0.1489,0.1312,-0.0177,0.0822,0.0835,0.0013,0.1185,0.2269,0.1084,0.1407
0.076,0.1287,0.0527,0.1167,0.2194,0.1027,0.0879,0.0988,0.0109,0.1795,0.5281,0.3486,0.142,0.5815,0.4395,0.1307,0.165,0.0343,0.0969,0.1324,0.0355,0.1573,0.1225,-0.0348,0.0876,0.0823,-0.0053,0.1093,0.2578,0.1485,0.1404
0.0982,0.1414,0.0432,0.099,0.1357,0.0367,0.0927,0.1376,0.0449,0.0969,0.3895,0.2926,0.1219,0.4698,0.3479,0.1254,0.1629,0.0375,0.0729,0.0978,0.0249,0.1425,0.1275,-0.015,0.0959,0.0784,-0.0175,0.0793,0.7331,0.6538,0.1412
0.0969,0.252,0.1551,0.1051,0.1231,0.018,0.0932,0.1444,0.0512,0.0613,0.2368,0.1755,0.0541,0.5004,0.4463,0.1194,0.169,0.0496,0.0697,0.0848,0.0151,0.1391,0.1563,0.0172,0.0953,0.0776,-0.0177,0.1262,0.3905,0.2643,0.1647
0.1249,0.1832,0.0583,0.1159,0.2004,0.0845,0.0903,0.1323,0.042,0.1454,0.5238,0.3784,0.1117,0.5522,0.4405,0.14,0.186,0.046,0.1095,0.45,0.3405,0.1481,0.1867,0.0386,0.0945,0.0921,-0.0024,0.0995,0.1944,0.0949,0.1871
0.0771,0.4895,0.4124,0.0871,0.413,0.3259,0.0938,0.0795,-0.0143,0.132,0.4877,0.3557,0.1177,0.396,0.2783,0.1333,0.1647,0.0314,0.1056,0.1366,0.031,0.1497,0.1799,0.0302,0.0813,0.0895,0.0082,0.1275,0.3834,0.2559,0.1552
0.114,0.1854,0.0714,0.1022,0.1387,0.0365,0.1201,0.1368,0.0167,0.0927,0.2777,0.185,0.1066,0.4772,0.3706,0.1268,0.1746,0.0478,0.0834,0.1268,0.0434,0.1484,0.1067,-0.0417,0.1352,0.0763,-0.0589,0.1286,0.19,0.0614,0.1795
0.1212,0.1729,0.0517,0.0929,0.1821,0.0892,0.0937,0.1412,0.0475,0.1723,0.481,0.3087,0.1124,0.3909,0.2785,0.1346,0.2323,0.0977,0.0839,0.1062,0.0223,0.1513,0.1281,-0.0232,0.0668,0.0517,-0.0151,0.1225,0.1765,0.054,0.1692
0.1032,0.1968,0.0936,0.1051,0.2168,0.1117,0.1235,0.1428,0.0193,0.1299,0.3703,0.2404,0.1151,0.424,0.3089,0.1273,0.1632,0.0359,0.0934,0.1067,0.0133,0.1615,0.1354,-0.0261,0.0843,0.0594,-0.0249,0.1392,0.218,0.0788,0.175
0.1151,0.2319,0.1168,0.0987,0.1919,0.0932,0.0845,0.1291,0.0446,0.1665,0.3399,0.1734,0.1024,0.5039,0.4015,0.1241,0.1793,0.0552,0.0874,0.116,0.0286,0.136,0.1339,-0.0021,0.0811,0.0586,-0.0225,0.1376,0.2373,0.0997,0.1309
0.1219,0.1717,0.0498,0.1088,0.1767,0.0679,0.0958,0.1093,0.0135,0.1359,0.8022,0.6663,0.094,0.5197,0.4257,0.1246,0.1584,0.0338,0.0787,0.1242,0.0455,0.1723,0.1354,-0.0369,0.0666,0.0499,-0.0167,0.1362,0.244,0.1078,0.0932
