H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.1053,0.1361,0.0308,0.0898,0.1394,0.0496,0.0758,0.0822,0.0064,0.094,0.4347,0.3407,0.0789,0.3366,0.2577,0.1249,0.1666,0.0417,0.0898,0.1055,0.0157,0.1399,0.2698,0.1299,0.1637,0.1367,-0.027,0.1022,0.1781,0.0759,0.1243
0.081,0.1247,0.0437,0.1045,0.1196,0.0151,0.0634,0.0703,0.0069,0.0694,0.1924,0.123,0.1048,0.2542,0.1494,0.1198,0.2233,0.1035,0.0935,0.0774,-0.0161,0.1389,0.1323,-0.0066,0.1101,0.061,-0.0491,0.109,0.129,0.02,0.0969
0.051,0.1288,0.0778,0.0934,0.1177,0.0243,0.0766,0.1331,0.0565,0.0731,0.1808,0.1077,0.1,0.2312,0.1312,0.1159,0.1531,0.0372,0.1141,0.1028,-0.0113,0.1252,0.0571,-0.0681,0.1283,0.1016,-0.0267,0.0985,0.1095,0.011,0.0929
0.0578,0.1303,0.0725,0.1059,0.1278,0.0219,0.0639,0.1093,0.0454,0.0766,0.1732,0.0966,0.0655,0.2376,0.1721,0.1255,0.1862,0.0607,0.0892,0.0927,0.0035,0.1117,0.0924,-0.0193,0.1125,0.085,-0.0275,0.0985,0.1586,0.0601,0.0694
0.0475,0.1319,0.0844,0.1054,0.1006,-0.0048,0.0737,0.1157,0.042,0.0816,0.1811,0.0995,0.1183,0.2459,0.1276,0.1344,0.1983,0.0639,0.0871,0.0766,-0.0105,0.1252,0.0996,-0.0256,0.1265,0.0671,-0.0594,0.108,0.129,0.021,0.1259
0.0628,0.1261,0.0633,0.0958,0.1024,0.0066,0.0686,0.1898,0.1212,0.1824,0.2283,0.0459,0.1016,0.264,0.1624,0.1305,0.1511,0.0206,0.0903,0.1287,0.0384,0.1238,0.0734,-0.0504,0.1117,0.0705,-0.0412,0.0937,0.4546,0.3609,0.123
0.0882,0.1451,0.0569,0.105,0.1,-0.005,0.0718,0.1148,0.043,0.1291,0.1565,0.0274,0.0795,0.2727,0.1932,0.1301,0.2061,0.076,0.0576,0.1078,0.0502,0.0995,0.1299,0.0304,0.1302,0.1032,-0.027,0.1186,0.1518,0.0332,0.1291
0.0586,0.1132,0.0546,0.1151,0.1082,-0.0069,0.0837,0.1484,0.0647,0.1486,0.1581,0.0095,0.071,0.2727,0.2017,0.1339,0.2168,0.0829,0.0948,0.1102,0.0154,0.1151,0.0842,-0.0309,0.1508,0.0866,-0.0642,0.1178,0.441,0.3232,0.0948
0.0832,0.132,0.0488,0.1283,0.0979,-0.0304,0.0903,0.3141,0.2238,0.1417,0.2866,0.1449,0.1431,0.3203,0.1772,0.1359,0.3033,0.1674,0.1264,0.164,0.0376,0.126,0.1075,-0.0185,0.14,0.0953,-0.0447,0.1083,0.2868,0.1785,0.1114
0.0845,0.1628,0.0783,0.1677,0.1357,-0.032,0.0922,0.1627,0.0705,0.1491,0.1913,0.0422,0.1035,0.2564,0.1529,0.1202,0.2345,0.1143,0.0937,0.1139,0.0202,0.1096,0.1056,-0.004,0.1361,0.0885,-0.0476,0.1329,0.119,-0.0139,0.1091
0.0774,0.1644,0.087,0.1233,0.0924,-0.0309,0.0813,0.1439,0.0626,0.1573,0.2048,0.0475,0.1362,0.288,0.1518,0.1225,0.2062,0.0837,0.1035,0.1022,-0.0013,0.1379,0.1326,-0.0053,0.1648,0.103,-0.0618,0.1053,0.1363,0.031,0.1159
0.0776,0.2034,0.1258,0.1742,0.0164,-0.1578,0.0169,0.4257,0.4088,0.1251,0.2122,0.0871,0.109,0.2669,0.1579,0.1556,0.5233,0.3677,0.0876,0.2299,0.1423,0.1241,0.1281,0.004,0.1299,0.1161,-0.0138,0.094,0.1068,0.0128,0.1209
0.0673,0.1382,0.0709,0.1278,0.1156,-0.0122,0.0719,0.0996,0.0277,0.1135,0.1697,0.0562,0.0987,0.2371,0.1384,0.1283,0.246,0.1177,0.113,0.1474,0.0344,0.1101,0.0608,-0.0493,0.1613,0.1127,-0.0486,0.1392,0.1208,-0.0184,0.1376
0.0742,0.1623,0.0881,0.1314,0.1372,0.0058,0.0879,0.0964,0.0085,0.1183,0.2334,0.1151,0.1069,0.2485,0.1416,0.1246,0.2597,0.1351,0.109,0.1748,0.0658,0.1523,0.1225,-0.0298,0.1439,0.0937,-0.0502,0.1007,0.0749,-0.0258,0.1349
0.0763,0.1251,0.0488,0.1138,0.131,0.0172,0.0879,0.1813,0.0934,0.1687,0.2806,0.1119,0.1048,0.2733,0.1685,0.1312,0.2545,0.1233,0.1343,0.0977,-0.0366,0.1349,0.1455,0.0106,0.1164,0.0905,-0.0259,0.146,0.1757,0.0297,0.1705
0.0813,0.1237,0.0424,0.1225,0.1442,0.0217,0.1051,0.1262,0.0211,0.1051,0.193,0.0879,0.0971,0.2374,0.1403,0.1278,0.2323,0.1045,0.1114,0.1255,0.0141,0.1299,0.1075,-0.0224,0.1085,0.0863,-0.0222,0.1251,0.0991,-0.026,0.1169
0.0855,0.1775,0.092,0.1138,0.1149,0.0011,0.0555,0.1284,0.0729,0.0689,0.241,0.1721,0.0924,0.3041,0.2117,0.1695,0.255,0.0855,0.0942,0.1109,0.0167,0.1285,0.1061,-0.0224,0.1397,0.095,-0.0447,0.1012,0.1272,0.026,0.1301
0.0578,0.1654,0.1076,0.1576,0.4033,0.2457,0.0929,0.1676,0.0747,0.0916,0.1774,0.0858,0.0879,0.2706,0.1827,0.1204,0.2482,0.1278,0.0871,0.1226,0.0355,0.1004,0.0674,-0.033,0.1334,0.0916,-0.0418,0.1242,0.1045,-0.0197,0.1547
0.0671,0.1449,0.0778,0.1402,0.1333,-0.0069,0.0864,0.1448,0.0584,0.0982,0.2175,0.1193,0.0964,0.2355,0.1391,0.1178,0.2305,0.1127,0.1098,0.1534,0.0436,0.1045,0.0742,-0.0303,0.1373,0.1008,-0.0365,0.0943,0.0992,0.0049,0.1296
0.0692,0.1256,0.0564,0.1301,0.156,0.0259,0.0837,0.1328,0.0491,0.1037,0.1731,0.0694,0.0895,0.2619,0.1724,0.1294,0.2709,0.1415,0.1183,0.1667,0.0484,0.1059,0.0679,-0.038,0.1661,0.1735,0.0074,0.1086,0.0886,-0.02,0.1265
0.071,0.2324,0.1614,0.1307,0.1053,-0.0254,0.1086,0.1356,0.027,0.0966,0.2111,0.1145,0.0898,0.2269,0.1371,0.1381,0.2257,0.0876,0.0913,0.1004,0.0091,0.0987,0.0974,-0.0013,0.1373,0.0831,-0.0542,0.0933,0.0607,-0.0326,0.1059
0.0747,0.1739,0.0992,0.119,0.1267,0.0077,0.0731,0.1024,0.0293,0.0781,0.2203,0.1422,0.1029,0.2455,0.1426,0.157,0.2209,0.0639,0.1119,0.1479,0.036,0.1191,0.0732,-0.0459,0.1466,0.1259,-0.0207,0.0161,0.0083,-0.0078,0.1442
0.0971,0.1947,0.0976,0.1183,0.5902,0.4719,0.1238,0.1605,0.0367,0.109,0.1916,0.0826,0.1132,0.2339,0.1207,0.1404,0.1985,0.0581,0.099,0.1265,0.0275,0.1122,0.0848,-0.0274,0.1267,0.0752,-0.0515,0.1505,0.1242,-0.0263,0.1447
0.0808,0.1583,0.0775,0.1307,0.1524,0.0217,0.0758,0.1144,0.0386,0.1193,0.2074,0.0881,0.0982,0.2189,0.1207,0.1352,0.2157,0.0805,0.1425,0.1782,0.0357,0.1159,0.0821,-0.0338,0.1421,0.1117,-0.0304,0.1771,0.249,0.0719,0.1024
0.0956,0.1631,0.0675,0.1338,0.2317,0.0979,0.0832,0.1289,0.0457,0.0945,0.1737,0.0792,0.0977,0.2337,0.136,0.1235,0.199,0.0755,0.0979,0.1318,0.0339,0.1054,0.0782,-0.0272,0.1186,0.0819,-0.0367,0.1299,0.1089,-0.021,0.1046
0.0544,0.1459,0.0915,0.1228,0.1167,-0.0061,0.0895,0.1328,0.0433,0.099,0.2019,0.1029,0.0876,0.2458,0.1582,0.1101,0.2722,0.1621,0.1082,0.1247,0.0165,0.1911,0.1605,-0.0306,0.1183,0.0934,-0.0249,0.1189,0.1177,-0.0012,0.165
0.1578,0.2366,0.0788,0.1198,0.2185,0.0987,0.1159,0.1869,0.071,0.171,0.1591,-0.0119,0.0676,0.2263,0.1587,0.1566,0.2115,0.0549,0.1099,0.1086,-0.0013,0.1347,0.0988,-0.0359,0.1312,0.0855,-0.0457,0.1201,0.1641,0.044,0.0238
0.0671,0.2061,0.139,0.1225,0.09,-0.0325,0.0938,0.1569,0.0631,0.1222,0.228,0.1058,0.1151,0.2653,0.1502,0.1693,0.2216,0.0523,0.1014,0.1738,0.0724,0.1428,0.0803,-0.0625,0.1491,0.0902,-0.0589,0.1426,0.111,-0.0316,0.1041
0.0839,0.1604,0.0765,0.1227,0.1328,0.0101,0.0898,0.1336,0.0438,0.0789,0.2077,0.1288,0.0792,0.2614,0.1822,0.1217,0.2737,0.152,0.1114,0.1022,-0.0092,0.1347,0.1149,-0.0198,0.1191,0.047,-0.0721,0.16,0.1366,-0.0234,0.1333
0.0657,0.167,0.1013,0.1288,0.0958,-0.033,0.1011,0.1576,0.0565,0.0861,0.2315,0.1454,0.1207,0.3163,0.1956,0.1711,0.2661,0.095,0.1029,0.1157,0.0128,0.1146,0.1017,-0.0129,0.1046,0.0599,-0.0447,0.1241,0.1084,-0.0157,0.1317
0.0692,0.1918,0.1226,0.1391,0.1602,0.0211,0.0882,0.1547,0.0665,0.0813,0.1874,0.1061,0.0729,0.2364,0.1635,0.1349,0.241,0.1061,0.1285,0.1262,-0.0023,0.1201,0.0684,-0.0517,0.1244,0.0871,-0.0373,0.1651,0.1232,-0.0419,0.1173
0.0826,0.1171,0.0345,0.1048,0.1,-0.0048,0.1014,0.1202,0.0188,0.0916,0.232,0.1404,0.0929,0.7137,0.6208,0.1442,0.253,0.1088,0.1159,0.1226,0.0067,0.1396,0.1209,-0.0187,0.1156,0.4539,0.3383,0.1563,0.2106,0.0543,0.1243
0.0705,0.1385,0.068,0.1251,0.0987,-0.0264,0.1138,0.1373,0.0235,0.09,0.2172,0.1272,0.0887,0.2662,0.1775,0.165,0.2806,0.1156,0.1117,0.0985,-0.0132,0.1323,0.1609,0.0286,0.1093,0.0681,-0.0412,0.1505,0.1268,-0.0237,0.1394
0.0679,0.1631,0.0952,0.1576,0.1262,-0.0314,0.0924,0.1328,0.0404,0.0892,0.2235,0.1343,0.0871,0.2835,0.1964,0.1637,0.2571,0.0934,0.1001,0.0737,-0.0264,0.1284,0.1039,-0.0245,0.1736,0.096,-0.0776,0.1299,0.0841,-0.0458,0.1235
0.1016,0.1601,0.0585,0.128,0.1111,-0.0169,0.0935,0.1661,0.0726,0.0863,0.1871,0.1008,0.0863,0.2685,0.1822,0.1784,0.2674,0.089,0.099,0.1223,0.0233,0.1473,0.0879,-0.0594,0.1197,0.0845,-0.0352,0.1294,0.1565,0.0271,0.1043
0.0752,0.1707,0.0955,0.1151,0.1048,-0.0103,0.0866,0.0938,0.0072,0.0898,0.2133,0.1235,0.0898,0.2843,0.1945,0.2246,0.3545,0.1299,0.1096,0.0898,-0.0198,0.1511,0.0896,-0.0615,0.1391,0.076,-0.0631,0.113,0.0809,-0.0321,0.1697
0.0766,0.1773,0.1007,0.1188,0.1376,0.0188,0.0341,0.2262,0.1921,0.1283,0.1331,0.0048,0.1249,0.3098,0.1849,0.152,0.256,0.104,0.1004,0.0967,-0.0037,0.1239,0.0603,-0.0636,0.1622,0.1101,-0.0521,0.1371,0.0905,-0.0466,0.1439
0.0708,0.1517,0.0809,0.1174,0.1029,-0.0145,0.1037,0.1404,0.0367,0.0816,0.2159,0.1343,0.0618,0.2556,0.1938,0.1634,0.2563,0.0929,0.109,0.1326,0.0236,0.1299,0.0908,-0.0391,0.1162,0.0853,-0.0309,0.1362,0.1215,-0.0147,0.103
0.0766,0.1383,0.0617,0.1207,0.1064,-0.0143,0.0975,0.1453,0.0478,0.0858,0.2235,0.1377,0.0934,0.2809,0.1875,0.1376,0.2419,0.1043,0.112,0.0967,-0.0153,0.1162,0.1004,-0.0158,0.1315,0.0699,-0.0616,0.1146,0.1393,0.0247,0.0626
0.0702,0.139,0.0688,0.1341,0.1555,0.0214,0.0956,0.1189,0.0233,0.0903,0.1977,0.1074,0.0576,0.3041,0.2465,0.1388,0.2755,0.1367,0.1088,0.0985,-0.0103,0.1194,0.1012,-0.0182,0.1476,0.071,-0.0766,0.1426,0.2423,0.0997,0.209
0.0824,0.1451,0.0627,0.1262,0.1204,-0.0058,0.108,0.1136,0.0056,0.0927,0.2278,0.1351,0.0903,0.2651,0.1748,0.1296,0.2756,0.146,0.1173,0.0368,-0.0805,0.1128,0.1247,0.0119,0.1373,0.0855,-0.0518,0.1539,0.2182,0.0643,0.1665
0.0919,0.1341,0.0422,0.1257,0.1117,-0.014,0.0974,0.1476,0.0502,0.1011,0.1581,0.057,0.0871,0.2226,0.1355,0.141,0.2062,0.0652,0.1014,0.0903,-0.0111,0.1249,0.1046,-0.0203,0.109,0.0839,-0.0251,0.159,0.12,-0.039,0.1302
0.0689,0.1633,0.0944,0.1449,0.1476,0.0027,0.1024,0.1608,0.0584,0.1082,0.2288,0.1206,0.1127,0.2621,0.1494,0.1513,0.2508,0.0995,0.1213,0.1062,-0.0151,0.1427,0.0138,-0.1289,0.1934,0.1559,-0.0375,0.1803,0.1632,-0.0171,0.1761
0.0702,0.1271,0.0569,0.1431,0.1167,-0.0264,0.1053,0.1402,0.0349,0.1085,0.1903,0.0818,0.1106,0.2635,0.1529,0.1557,0.2954,0.1397,0.1061,0.0948,-0.0113,0.117,0.0674,-0.0496,0.1484,0.0758,-0.0726,0.146,0.1512,0.0052,0.1755
0.0847,0.1815,0.0968,0.1935,0.2059,0.0124,0.1177,0.1684,0.0507,0.1557,0.3491,0.1934,0.1378,0.3157,0.1779,0.1634,0.2099,0.0465,0.1198,0.0985,-0.0213,0.1212,0.0713,-0.0499,0.1312,0.0805,-0.0507,0.1262,0.0936,-0.0326,0.1257
0.0702,0.1662,0.096,0.1357,0.1405,0.0048,0.094,0.1845,0.0905,0.1457,0.2605,0.1148,0.1095,0.2832,0.1737,0.1378,0.2093,0.0715,0.1478,0.07,-0.0778,0.0956,0.1791,0.0835,0.1495,0.1027,-0.0468,0.1188,0.0878,-0.031,0.1217
0.0774,0.1264,0.049,0.1149,0.1101,-0.0048,0.0903,0.1043,0.014,0.0932,0.166,0.0728,0.0993,0.2573,0.158,0.1354,0.2215,0.0861,0.1038,0.0962,-0.0076,0.1075,0.0703,-0.0372,0.1463,0.1209,-0.0254,0.1257,0.1226,-0.0031,0.0376
0.085,0.1438,0.0588,0.1177,0.1571,0.0394,0.1016,0.1251,0.0235,0.1103,0.2145,0.1042,0.1127,0.2648,0.1521,0.1285,0.2344,0.1059,0.1188,0.1255,0.0067,0.1223,0.0885,-0.0338,0.1273,0.0887,-0.0386,0.1112,0.1052,-0.006,0.0837
0.0465,0.1219,0.0754,0.1106,0.1196,0.009,0.0945,0.1175,0.023,0.0934,0.2151,0.1217,0.1101,0.254,0.1439,0.1539,0.2175,0.0636,0.1164,0.1226,0.0062,0.1394,0.0581,-0.0813,0.1386,0.0842,-0.0544,0.1597,0.1355,-0.0242,0.1265
0.0818,0.1393,0.0575,0.1365,0.1503,0.0138,0.085,0.1096,0.0246,0.0977,0.1835,0.0858,0.0966,0.2265,0.1299,0.1415,0.2302,0.0887,0.1331,0.1001,-0.033,0.0935,0.0661,-0.0274,0.169,0.1206,-0.0484,0.1287,0.1008,-0.0279,0.1378
