H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.1628,0.2284,0.0656,0.0723,0.138,0.0657,0.089,0.1239,0.0349,0.0771,0.6669,0.5898,0.0668,0.365,0.2982,0.0961,0.2022,0.1061,0.089,0.1105,0.0215,0.0739,0.136,0.0621,0.0776,0.1863,0.1087,0.0956,0.6602,0.5646,0.1037
0.1425,0.1514,0.0089,0.0755,0.1492,0.0737,0.0792,0.1101,0.0309,0.1056,0.5523,0.4467,0.0768,0.8371,0.7603,0.0795,0.2474,0.1679,0.0953,0.1112,0.0159,0.0697,0.1447,0.075,0.0718,0.5964,0.5246,0.1006,0.3493,0.2487,0.0961
0.128,0.1625,0.0345,0.076,0.1111,0.0351,0.0861,0.1561,0.07,0.0892,0.5338,0.4446,0.0776,1.4793,1.4017,0.1193,0.4052,0.2859,0.1059,0.1337,0.0278,0.0726,0.1716,0.099,0.0818,0.2813,0.1995,0.1,0.6073,0.5073,0.0739
0.1491,0.206,0.0569,0.065,0.1255,0.0605,0.0916,0.1449,0.0533,0.1072,0.5898,0.4826,0.0663,0.35,0.2837,0.0877,0.202,0.1143,0.099,0.1017,0.0027,0.076,0.1531,0.0771,0.0792,0.1753,0.0961,0.0903,0.5512,0.4609,0.1016
0.1745,0.2565,0.082,0.0789,0.1409,0.062,0.0692,0.1257,0.0565,0.0863,0.5267,0.4404,0.0744,0.3505,0.2761,0.0803,0.1558,0.0755,0.0974,0.1139,0.0165,0.062,0.1489,0.0869,0.076,0.1852,0.1092,0.0961,0.5026,0.4065,0.0829
0.1402,0.1818,0.0416,0.0779,0.1439,0.066,0.0689,0.1312,0.0623,0.0821,0.5288,0.4467,0.0723,0.374,0.3017,0.0895,0.1719,0.0824,0.0979,0.1149,0.017,0.0731,0.1449,0.0718,0.0771,0.2043,0.1272,0.09,0.5084,0.4184,0.1064
0.1446,0.1949,0.0503,0.0768,0.1713,0.0945,0.0679,0.121,0.0531,0.0821,0.5362,0.4541,0.0729,0.3865,0.3136,0.0871,0.17,0.0829,0.0927,0.0989,0.0062,0.0694,0.1441,0.0747,0.0774,0.1742,0.0968,0.0934,0.4902,0.3968,0.0784
0.1217,0.2021,0.0804,0.0787,0.1357,0.057,0.0721,0.1318,0.0597,0.0795,0.7094,0.6299,0.0768,0.4286,0.3518,0.0747,0.1814,0.1067,0.0795,0.1026,0.0231,0.0628,0.1149,0.0521,0.0824,0.1935,0.1111,0.0895,0.4786,0.3891,0.0908
0.1072,0.1586,0.0514,0.0689,0.1214,0.0525,0.0573,0.1294,0.0721,0.08,0.4692,0.3892,0.075,0.3981,0.3231,0.0795,0.1634,0.0839,0.0713,0.0986,0.0273,0.0713,0.1051,0.0338,0.0781,0.1731,0.095,0.0871,0.5005,0.4134,0.0964
0.1119,0.1477,0.0358,0.0821,0.18,0.0979,0.0684,0.127,0.0586,0.0708,0.5935,0.5227,0.0737,0.4794,0.4057,0.0827,0.2076,0.1249,0.0845,0.1033,0.0188,0.0718,0.1347,0.0629,0.0721,0.1626,0.0905,0.1032,0.5219,0.4187,0.095
0.1051,0.1531,0.048,0.0774,0.1397,0.0623,0.0663,0.1022,0.0359,0.08,0.7933,0.7133,0.0737,0.3453,0.2716,0.0924,0.1497,0.0573,0.0797,0.1094,0.0297,0.0647,0.1001,0.0354,0.0781,0.1689,0.0908,0.0908,0.5208,0.43,0.0573
0.1254,0.1348,0.0094,0.0708,0.1423,0.0715,0.0697,0.0945,0.0248,0.0803,0.6571,0.5768,0.0779,0.3432,0.2653,0.0837,0.1603,0.0766,0.0692,0.0901,0.0209,0.0715,0.1288,0.0573,0.075,0.161,0.086,0.0874,0.4604,0.373,0.0839
0.1088,0.1465,0.0377,0.0768,0.1613,0.0845,0.061,0.1077,0.0467,0.0734,0.5555,0.4821,0.0729,1.4945,1.4216,0.1045,0.287,0.1825,0.0784,0.131,0.0526,0.0494,0.0967,0.0473,0.071,0.1612,0.0902,0.0869,0.519,0.4321,0.0752
0.1114,0.1602,0.0488,0.0708,0.1292,0.0584,0.0594,0.1109,0.0515,0.0729,0.4996,0.4267,0.0737,0.3651,0.2914,0.0895,0.1431,0.0536,0.0829,0.1313,0.0484,0.0562,0.0776,0.0214,0.0834,0.1684,0.085,0.0942,0.463,0.3688,0.0903
0.1446,0.162,0.0174,0.0715,0.1346,0.0631,0.0771,0.1067,0.0296,0.0776,0.5494,0.4718,0.0718,0.3145,0.2427,0.0832,0.1553,0.0721,0.0839,0.1004,0.0165,0.0718,0.093,0.0212,0.0858,0.1631,0.0773,0.0961,0.4454,0.3493,0.0985
0.1359,0.143,0.0071,0.0686,0.1391,0.0705,0.0657,0.0966,0.0309,0.0808,0.4864,0.4056,0.0697,0.3622,0.2925,0.0835,0.1672,0.0837,0.0694,0.0972,0.0278,0.0628,0.0935,0.0307,0.0821,0.1528,0.0707,0.0985,0.4792,0.3807,0.085
0.0982,0.2699,0.1717,0.0747,0.1943,0.1196,0.0686,0.1198,0.0512,0.0673,0.5167,0.4494,0.071,0.3334,0.2624,0.0737,0.1632,0.0895,0.0586,0.0985,0.0399,0.0692,0.0972,0.028,0.0763,0.1774,0.1011,0.089,0.5238,0.4348,0.0913
