H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.0536,0.2474,0.1938,0.0573,0.113,0.0557,0.0631,0.1045,0.0414,0.0668,0.3777,0.3109,0.0631,0.3382,0.2751,0.1,0.1681,0.0681,0.0657,0.0914,0.0257,0.0639,0.132,0.0681,0.1008,0.2166,0.1158,0.072,0.2826,0.2106,0.0715
0.0546,0.2402,0.1856,0.0723,0.1116,0.0393,0.0551,0.1005,0.0454,0.0681,0.2361,0.168,0.0628,0.3517,0.2889,0.1108,0.1707,0.0599,0.0776,0.1062,0.0286,0.0733,0.0879,0.0146,0.0794,0.1612,0.0818,0.0741,0.2618,0.1877,0.0702
0.0538,0.281,0.2272,0.0583,0.1121,0.0538,0.0662,0.1029,0.0367,0.0807,0.3133,0.2326,0.0633,0.3206,0.2573,0.1013,0.1638,0.0625,0.0834,0.0789,-0.0045,0.0776,0.1592,0.0816,0.0636,0.1572,0.0936,0.0675,0.2734,0.2059,0.066
0.0599,0.2956,0.2357,0.0765,0.1311,0.0546,0.0639,0.1138,0.0499,0.0847,0.2092,0.1245,0.0665,0.3462,0.2797,0.1074,0.1623,0.0549,0.0647,0.0613,-0.0034,0.0918,0.1483,0.0565,0.0575,0.1435,0.086,0.0699,0.2676,0.1977,0.0646
0.0625,0.2505,0.188,0.0791,0.134,0.0549,0.0596,0.105,0.0454,0.081,0.1984,0.1174,0.0675,0.416,0.3485,0.1338,0.5115,0.3777,0.0644,0.1518,0.0874,0.0628,0.0908,0.028,0.0586,0.1831,0.1245,0.0628,0.3356,0.2728,0.0683
0.0636,0.2634,0.1998,0.0752,0.1301,0.0549,0.0617,0.1023,0.0406,0.1024,0.2857,0.1833,0.0834,0.4063,0.3229,0.1399,0.2312,0.0913,0.0707,0.2799,0.2092,0.0831,0.1367,0.0536,0.0538,0.1717,0.1179,0.0649,0.3145,0.2496,0.0546
0.0644,0.2007,0.1363,0.0802,0.1728,0.0926,0.0641,0.1446,0.0805,0.0831,0.2297,0.1466,0.0715,0.338,0.2665,0.1053,0.2058,0.1005,0.0715,0.464,0.3925,0.0678,0.0739,0.0061,0.0599,0.1688,0.1089,0.0617,0.2683,0.2066,0.0675
0.0615,0.217,0.1555,0.081,0.1541,0.0731,0.0565,0.1011,0.0446,0.077,0.2207,0.1437,0.0689,0.3778,0.3089,0.1264,0.2554,0.129,0.072,0.3282,0.2562,0.0794,0.0961,0.0167,0.0596,0.1617,0.1021,0.0715,0.2974,0.2259,0.0755
0.0697,0.2044,0.1347,0.0944,0.1385,0.0441,0.0644,0.1056,0.0412,0.0823,0.201,0.1187,0.067,0.3414,0.2744,0.1158,0.2316,0.1158,0.0607,0.306,0.2453,0.0749,0.1011,0.0262,0.053,0.169,0.116,0.0628,0.2861,0.2233,0.0805
0.0675,0.1914,0.1239,0.0823,0.1575,0.0752,0.0525,0.0902,0.0377,0.0981,0.2255,0.1274,0.0736,0.3744,0.3008,0.1039,0.1746,0.0707,0.0668,0.3965,0.3297,0.067,0.1272,0.0602,0.0678,0.1675,0.0997,0.0689,0.2988,0.2299,0.0902
0.0731,0.1993,0.1262,0.0662,0.1446,0.0784,0.066,0.1296,0.0636,0.0921,0.2501,0.158,0.0652,0.3079,0.2427,0.1235,0.2108,0.0873,0.0612,0.1394,0.0782,0.0573,0.4194,0.3621,0.0575,0.1559,0.0984,0.0673,0.3618,0.2945,0.0918
0.0633,0.198,0.1347,0.0842,0.1328,0.0486,0.0562,0.0787,0.0225,0.1002,0.1361,0.0359,0.0997,0.527,0.4273,0.119,0.1839,0.0649,0.0591,0.4806,0.4215,0.0694,0.0721,0.0027,0.0668,0.1987,0.1319,0.066,0.2742,0.2082,0.0757
0.0704,0.1835,0.1131,0.0739,0.124,0.0501,0.0591,0.1182,0.0591,0.1071,0.1364,0.0293,0.096,0.3561,0.2601,0.1159,0.1842,0.0683,0.0726,0.1283,0.0557,0.0686,0.0673,-0.0013,0.0654,0.5707,0.5053,0.0544,0.2879,0.2335,0.0757
0.0578,0.2595,0.2017,0.0915,0.1166,0.0251,0.0668,0.1009,0.0341,0.1295,0.1181,-0.0114,0.11,0.3994,0.2894,0.1395,0.1983,0.0588,0.0599,0.1283,0.0684,0.0836,0.1108,0.0272,0.072,0.1735,0.1015,0.0715,0.2407,0.1692,0.0807
0.0776,0.1669,0.0893,0.0834,0.1364,0.053,0.0652,0.1151,0.0499,0.1306,0.2097,0.0791,0.0773,0.6293,0.552,0.1272,0.1497,0.0225,0.0694,0.0845,0.0151,0.1008,0.1022,0.0014,0.067,0.1524,0.0854,0.0726,0.2967,0.2241,0.0784
0.0686,0.1508,0.0822,0.0944,0.1567,0.0623,0.0697,0.0745,0.0048,0.1377,0.1807,0.043,0.0915,0.3946,0.3031,0.1359,0.1636,0.0277,0.0768,0.1455,0.0687,0.0762,0.0699,-0.0063,0.0831,0.1743,0.0912,0.0778,0.262,0.1842,0.0847
0.0681,0.1717,0.1036,0.0881,0.1572,0.0691,0.0652,0.1027,0.0375,0.1283,0.1121,-0.0162,0.1277,0.5101,0.3824,0.1361,0.1804,0.0443,0.071,0.1025,0.0315,0.0931,0.0984,0.0053,0.0786,0.1461,0.0675,0.0802,0.2845,0.2043,0.0884
0.0551,0.3723,0.3172,0.0886,0.1583,0.0697,0.0644,0.1024,0.038,0.1324,0.1181,-0.0143,0.0781,0.4453,0.3672,0.1369,0.1952,0.0583,0.0694,0.1436,0.0742,0.0842,0.0739,-0.0103,0.0771,0.1422,0.0651,0.0773,0.3006,0.2233,0.0818
