H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.0911,0.2639,0.1728,0.0462,0.1407,0.0945,0.0665,0.1346,0.0681,0.0618,1.2192,1.1574,0.0539,0.6179,0.564,0.1552,0.2655,0.1103,0.0887,0.1878,0.0991,0.1238,0.1943,0.0705,0.0673,0.1684,0.1011,0.0903,0.3039,0.2136,0.0958
0.1,0.2609,0.1609,0.0723,0.1151,0.0428,0.07,0.116,0.046,0.056,0.4632,0.4072,0.062,0.754,0.692,0.1148,0.2072,0.0924,0.0713,0.1334,0.0621,0.0913,0.1349,0.0436,0.07,0.16,0.09,0.0702,0.2844,0.2142,0.0613
0.0752,0.2643,0.1891,0.0562,0.1462,0.09,0.0584,0.1534,0.095,0.0597,0.3112,0.2515,0.0544,0.4168,0.3624,0.0953,0.25,0.1547,0.0826,0.1534,0.0708,0.1059,0.1252,0.0193,0.0734,0.1768,0.1034,0.0842,0.291,0.2068,0.0618
0.0808,0.3111,0.2303,0.0803,0.1767,0.0964,0.0766,0.1819,0.1053,0.0734,0.3283,0.2549,0.0742,0.4324,0.3582,0.1043,0.3453,0.241,0.099,0.1978,0.0988,0.1278,0.1292,0.0014,0.0839,0.1581,0.0742,0.0829,0.306,0.2231,0.0715
0.1066,0.2913,0.1847,0.0523,0.1386,0.0863,0.0739,0.1594,0.0855,0.0555,0.3534,0.2979,0.0446,0.7002,0.6556,0.0903,0.2648,0.1745,0.0763,0.174,0.0977,0.1074,0.1188,0.0114,0.0726,0.1826,0.11,0.0834,0.3488,0.2654,0.0591
0.1019,0.2565,0.1546,0.075,0.1626,0.0876,0.0636,0.1491,0.0855,0.0686,0.2776,0.209,0.0597,0.4524,0.3927,0.0948,0.292,0.1972,0.0718,0.1131,0.0413,0.1333,0.1505,0.0172,0.0689,0.1613,0.0924,0.0744,0.2894,0.215,0.0647
0.0953,0.3114,0.2161,0.0737,0.1875,0.1138,0.0613,0.1236,0.0623,0.07,0.2758,0.2058,0.0623,0.3817,0.3194,0.0961,0.2334,0.1373,0.0824,0.1171,0.0347,0.1201,0.1254,0.0053,0.0731,0.1618,0.0887,0.0977,0.2902,0.1925,0.0539
0.0998,0.3634,0.2636,0.0718,0.1782,0.1064,0.0562,0.1296,0.0734,0.0871,0.3362,0.2491,0.0652,0.4297,0.3645,0.1098,0.3133,0.2035,0.1138,0.3704,0.2566,0.1283,0.3078,0.1795,0.0602,0.3283,0.2681,0.0697,0.362,0.2923,0.065
0.0771,0.3575,0.2804,0.0692,0.2141,0.1449,0.0779,0.2463,0.1684,0.0665,0.3671,0.3006,0.0618,0.553,0.4912,0.1045,0.2996,0.1951,0.0594,0.1088,0.0494,0.1262,0.155,0.0288,0.0552,0.1544,0.0992,0.0832,0.247,0.1638,0.0805
0.1051,0.2446,0.1395,0.0615,0.1441,0.0826,0.0739,0.1148,0.0409,0.0744,0.2525,0.1781,0.0502,0.4847,0.4345,0.094,0.2793,0.1853,0.0816,0.1258,0.0442,0.119,0.1341,0.0151,0.0634,0.1526,0.0892,0.0821,0.2931,0.211,0.0647
