H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.119,0.348,0.229,0.0647,0.1162,0.0515,0.0721,0.088,0.0159,0.0626,0.6321,0.5695,0.052,0.5796,0.5276,0.1157,0.283,0.1673,0.0747,0.1532,0.0785,0.0847,0.1106,0.0259,0.0631,0.1615,0.0984,0.0684,0.2823,0.2139,0.0615
0.0713,0.2813,0.21,0.0752,0.1014,0.0262,0.0681,0.1159,0.0478,0.066,1.0838,1.0178,0.0723,0.4801,0.4078,0.1037,0.2835,0.1798,0.0549,0.1342,0.0793,0.1196,0.1218,0.0022,0.0737,0.1637,0.09,0.089,0.3024,0.2134,0.0805
0.09,0.3741,0.2841,0.0697,0.1418,0.0721,0.0908,0.3085,0.2177,0.0829,0.4223,0.3394,0.0705,0.3902,0.3197,0.0966,0.3178,0.2212,0.0623,0.121,0.0587,0.0979,0.1286,0.0307,0.0565,0.171,0.1145,0.0578,0.2725,0.2147,0.0676
0.0821,0.3193,0.2372,0.0829,0.1341,0.0512,0.071,0.1249,0.0539,0.081,0.3491,0.2681,0.0663,0.4178,0.3515,0.1212,0.3038,0.1826,0.062,0.1215,0.0595,0.099,0.1162,0.0172,0.0644,0.1668,0.1024,0.0803,0.3103,0.23,0.0615
0.0663,0.2689,0.2026,0.07,0.1949,0.1249,0.0631,0.4278,0.3647,0.09,0.902,0.812,0.0644,0.3701,0.3057,0.1096,0.2297,0.1201,0.056,0.1157,0.0597,0.1066,0.1275,0.0209,0.0613,0.4133,0.352,0.0565,0.3274,0.2709,0.0496
0.0631,0.3055,0.2424,0.0668,0.1544,0.0876,0.0671,0.1249,0.0578,0.0758,0.3969,0.3211,0.0679,0.3961,0.3282,0.1262,0.2727,0.1465,0.0597,0.0838,0.0241,0.1183,0.158,0.0397,0.0644,0.1773,0.1129,0.0673,0.2928,0.2255,0.0768
0.0847,0.3142,0.2295,0.0826,0.4373,0.3547,0.0934,0.1773,0.0839,0.0869,0.4891,0.4022,0.0655,0.3888,0.3233,0.1011,0.2542,0.1531,0.0713,0.1287,0.0574,0.1151,0.1315,0.0164,0.0832,0.3597,0.2765,0.0803,0.3562,0.2759,0.0789
0.066,0.3087,0.2427,0.0655,0.1545,0.089,0.061,0.1027,0.0417,0.0647,0.4257,0.361,0.0681,0.3759,0.3078,0.0924,0.4848,0.3924,0.1045,0.1919,0.0874,0.142,0.15,0.008,0.0676,0.2209,0.1533,0.0747,0.3269,0.2522,0.0771
0.0845,0.3399,0.2554,0.066,0.117,0.051,0.0876,0.1227,0.0351,0.081,0.3275,0.2465,0.0781,0.4262,0.3481,0.0866,0.2692,0.1826,0.0642,0.1118,0.0476,0.1109,0.1321,0.0212,0.0544,0.2069,0.1525,0.0578,0.2612,0.2034,0.0734
0.0768,0.257,0.1802,0.0657,0.1314,0.0657,0.0599,0.3455,0.2856,0.0932,0.3442,0.251,0.0684,0.3999,0.3315,0.1159,0.2328,0.1169,0.0555,0.1063,0.0508,0.1167,0.1234,0.0067,0.0845,0.1771,0.0926,0.0752,0.3213,0.2461,0.0679
0.0934,0.3147,0.2213,0.0866,0.1864,0.0998,0.0552,0.1157,0.0605,0.0668,0.8463,0.7795,0.0763,0.464,0.3877,0.1019,0.2212,0.1193,0.0634,0.125,0.0616,0.104,0.1146,0.0106,0.07,0.1748,0.1048,0.0739,0.301,0.2271,0.0586
