H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.1365,0.1958,0.0593,0.1022,0.1344,0.0322,0.0874,0.1268,0.0394,0.0884,0.6022,0.5138,0.0636,0.3766,0.313,0.1249,0.2186,0.0937,0.0737,0.1255,0.0518,0.1135,0.104,-0.0095,0.0803,0.1534,0.0731,0.1022,0.3533,0.2511,0.0805
0.1122,0.2245,0.1123,0.0665,0.1238,0.0573,0.0921,0.1148,0.0227,0.0673,0.247,0.1797,0.0739,0.4038,0.3299,0.1114,0.2297,0.1183,0.0927,0.1432,0.0505,0.122,0.1143,-0.0077,0.0909,0.1637,0.0728,0.1019,0.3324,0.2305,0.0768
0.0998,0.1974,0.0976,0.0671,0.15,0.0829,0.0631,0.0972,0.0341,0.0758,1.2746,1.1988,0.0525,0.4238,0.3713,0.1217,0.2254,0.1037,0.0839,0.118,0.0341,0.1386,0.1225,-0.0161,0.0861,0.1508,0.0647,0.0971,0.3026,0.2055,0.0655
0.1019,0.2633,0.1614,0.0779,0.1431,0.0652,0.0744,0.1238,0.0494,0.0626,0.2803,0.2177,0.0652,0.4149,0.3497,0.1339,0.2281,0.0942,0.1059,0.1276,0.0217,0.1391,0.1437,0.0046,0.1051,0.1661,0.061,0.1014,0.3462,0.2448,0.0847
0.1275,0.3,0.1725,0.0702,0.1742,0.104,0.0919,0.1471,0.0552,0.0755,0.5286,0.4531,0.0768,0.3461,0.2693,0.1259,0.1927,0.0668,0.1262,0.1493,0.0231,0.1478,0.1267,-0.0211,0.1032,0.1518,0.0486,0.1132,0.302,0.1888,0.071
0.127,0.2673,0.1403,0.0911,0.1339,0.0428,0.0866,0.1339,0.0473,0.0737,0.3033,0.2296,0.0752,0.3611,0.2859,0.1275,0.1956,0.0681,0.1077,0.1516,0.0439,0.1217,0.1782,0.0565,0.1478,0.2534,0.1056,0.1167,0.3404,0.2237,0.0565
0.1014,0.2193,0.1179,0.1045,0.2666,0.1621,0.1016,0.1845,0.0829,0.0597,0.3244,0.2647,0.076,0.3785,0.3025,0.1154,0.2136,0.0982,0.104,0.1239,0.0199,0.1452,0.1294,-0.0158,0.0715,0.1298,0.0583,0.118,0.3013,0.1833,0.0668
0.1333,0.4132,0.2799,0.1169,0.2362,0.1193,0.0895,0.1497,0.0602,0.0723,0.3444,0.2721,0.0758,0.7084,0.6326,0.0816,0.2538,0.1722,0.0874,0.0946,0.0072,0.1365,0.1674,0.0309,0.0911,0.1774,0.0863,0.0903,0.3367,0.2464,0.071
0.1127,0.1641,0.0514,0.0824,0.1458,0.0634,0.0903,0.0874,-0.0029,0.0868,0.2757,0.1889,0.0808,0.4297,0.3489,0.1127,0.1758,0.0631,0.0847,0.1064,0.0217,0.1098,0.1378,0.028,0.1124,0.1559,0.0435,0.1122,0.4026,0.2904,0.1
0.1238,0.2565,0.1327,0.0702,0.1299,0.0597,0.0898,0.1233,0.0335,0.0866,0.2283,0.1417,0.062,0.3149,0.2529,0.1,0.1803,0.0803,0.0905,0.1281,0.0376,0.1663,0.1346,-0.0317,0.0969,0.1536,0.0567,0.1135,0.3562,0.2427,0.0895
