H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.1586,0.2293,0.0707,0.1138,0.1537,0.0399,0.1359,0.1724,0.0365,0.0752,0.3528,0.2776,0.1143,0.4614,0.3471,0.0961,0.1687,0.0726,0.1552,0.1415,-0.0137,0.1524,0.1405,-0.0119,0.0893,0.1368,0.0475,0.0993,0.2697,0.1704,0.0905
0.1275,0.1842,0.0567,0.1249,0.1418,0.0169,0.1196,0.1463,0.0267,0.0715,0.2604,0.1889,0.0919,0.3353,0.2434,0.1143,0.2178,0.1035,0.137,0.1426,0.0056,0.1357,0.1564,0.0207,0.0863,0.1422,0.0559,0.104,0.2422,0.1382,0.0628
0.1177,0.1609,0.0432,0.1254,0.1521,0.0267,0.1082,0.1478,0.0396,0.0821,0.2858,0.2037,0.0879,0.388,0.3001,0.1153,0.2227,0.1074,0.1256,0.1542,0.0286,0.1254,0.1392,0.0138,0.0919,0.1331,0.0412,0.0958,0.4142,0.3184,0.1085
0.0908,0.1968,0.106,0.1073,0.1059,-0.0014,0.1168,0.1327,0.0159,0.1098,0.436,0.3262,0.0787,0.3628,0.2841,0.1093,0.2017,0.0924,0.1283,0.1368,0.0085,0.1103,0.1444,0.0341,0.0884,0.1282,0.0398,0.0913,0.2319,0.1406,0.0866
0.1188,0.5916,0.4728,0.1143,0.1468,0.0325,0.1103,0.1679,0.0576,0.0752,0.3056,0.2304,0.0795,0.3596,0.2801,0.1262,0.2416,0.1154,0.1591,0.1254,-0.0337,0.1301,0.142,0.0119,0.1148,0.1897,0.0749,0.0876,0.2358,0.1482,0.0977
0.1705,0.1234,-0.0471,0.0914,0.2529,0.1615,0.1299,0.929,0.7991,0.118,0.6421,0.5241,0.0834,0.4384,0.355,0.123,0.232,0.109,0.1365,0.1049,-0.0316,0.1339,0.1294,-0.0045,0.0961,0.1381,0.042,0.1037,0.2245,0.1208,0.0932
0.1463,0.1287,-0.0176,0.1321,0.1408,0.0087,0.1267,0.1442,0.0175,0.0803,0.3336,0.2533,0.1024,0.351,0.2486,0.1248,0.1887,0.0639,0.1301,0.1196,-0.0105,0.1293,0.1143,-0.015,0.1,0.1449,0.0449,0.1069,0.2192,0.1123,0.0927
0.1317,0.1031,-0.0286,0.1304,0.1634,0.033,0.1082,0.1336,0.0254,0.0882,0.2054,0.1172,0.1409,0.5387,0.3978,0.1214,0.2114,0.09,0.1304,0.144,0.0136,0.1009,0.0911,-0.0098,0.1009,0.1452,0.0443,0.0979,0.2155,0.1176,0.109
0.1328,0.1311,-0.0017,0.137,0.1341,-0.0029,0.1169,0.1301,0.0132,0.0948,0.2067,0.1119,0.1035,0.3588,0.2553,0.1215,0.1862,0.0647,0.1077,0.103,-0.0047,0.1154,0.1009,-0.0145,0.094,0.1455,0.0515,0.0829,0.2345,0.1516,0.1098
0.1484,0.1372,-0.0112,0.122,0.141,0.019,0.1053,0.1201,0.0148,0.0594,0.3531,0.2937,0.0795,0.4303,0.3508,0.1254,0.1692,0.0438,0.1088,0.1445,0.0357,0.1484,0.0771,-0.0713,0.111,0.1374,0.0264,0.0774,0.2161,0.1387,0.0821
0.1589,0.1065,-0.0524,0.1316,0.1302,-0.0014,0.0843,0.1107,0.0264,0.0803,0.2075,0.1272,0.1122,0.3155,0.2033,0.1241,0.1666,0.0425,0.1278,0.083,-0.0448,0.1349,0.1664,0.0315,0.0787,0.1354,0.0567,0.0869,0.2538,0.1669,0.0863
0.1309,0.1675,0.0366,0.1233,0.1305,0.0072,0.1077,0.1061,-0.0016,0.1059,0.2587,0.1528,0.0942,0.326,0.2318,0.1342,0.1815,0.0473,0.1106,0.1226,0.012,0.1272,0.1357,0.0085,0.0924,0.1312,0.0388,0.0776,0.1994,0.1218,0.0829
0.1495,0.1145,-0.035,0.1281,0.1331,0.005,0.1093,0.1037,-0.0056,0.1033,0.848,0.7447,0.0824,0.7507,0.6683,0.114,0.503,0.389,0.1328,0.1315,-0.0013,0.1407,0.1109,-0.0298,0.099,0.1301,0.0311,0.0858,0.2079,0.1221,0.0784
0.0829,0.0276,-0.0553,0.0848,0.5638,0.479,0.1452,0.3007,0.1555,0.0913,0.3663,0.275,0.0726,0.2941,0.2215,0.1236,0.1907,0.0671,0.1396,0.1022,-0.0374,0.1322,0.1391,0.0069,0.0853,0.1468,0.0615,0.0953,0.6304,0.5351,0.1106
0.1671,0.1593,-0.0078,0.1202,0.1141,-0.0061,0.1188,0.1069,-0.0119,0.0937,0.1871,0.0934,0.0985,0.3248,0.2263,0.1125,0.1753,0.0628,0.1462,0.1312,-0.015,0.1352,0.1907,0.0555,0.1378,0.2299,0.0921,0.0394,0.1755,0.1361,0.0979
0.1689,0.1852,0.0163,0.1135,0.2832,0.1697,0.109,0.1874,0.0784,0.0697,0.48,0.4103,0.1196,0.3823,0.2627,0.123,0.179,0.056,0.141,0.1278,-0.0132,0.1226,0.0954,-0.0272,0.1056,0.1507,0.0451,0.1043,0.215,0.1107,0.094
0.2465,0.2416,-0.0049,0.0452,0.4936,0.4484,0.1154,0.1635,0.0481,0.1201,0.3457,0.2256,0.1066,0.3413,0.2347,0.1389,0.1822,0.0433,0.1111,0.165,0.0539,0.1259,0.0304,-0.0955,0.1114,0.1462,0.0348,0.1064,0.2084,0.102,0.0874
0.1309,0.1704,0.0395,0.1014,0.1138,0.0124,0.1222,0.1341,0.0119,0.062,0.1702,0.1082,0.0948,0.3202,0.2254,0.1085,0.1647,0.0562,0.123,0.1622,0.0392,0.1581,0.1988,0.0407,0.1367,0.1784,0.0417,0.0948,0.2327,0.1379,0.089
0.1404,0.277,0.1366,0.1193,0.146,0.0267,0.1143,0.1542,0.0399,0.075,0.1806,0.1056,0.1169,0.3168,0.1999,0.128,0.1705,0.0425,0.1312,0.2094,0.0782,0.1172,0.2962,0.179,0.1312,0.1787,0.0475,0.0964,0.3889,0.2925,0.1164
0.156,0.1432,-0.0128,0.1391,0.1333,-0.0058,0.1087,0.1177,0.009,0.1222,0.2159,0.0937,0.1064,0.3743,0.2679,0.1331,0.188,0.0549,0.1259,0.1904,0.0645,0.1716,0.1754,0.0038,0.1154,0.1473,0.0319,0.0958,0.216,0.1202,0.0879
0.1381,0.129,-0.0091,0.1328,0.1188,-0.014,0.1104,0.1455,0.0351,0.0942,0.1961,0.1019,0.1072,1.1452,1.038,0.1315,0.2276,0.0961,0.1315,0.1086,-0.0229,0.1499,0.151,0.0011,0.0969,0.1262,0.0293,0.0942,0.1989,0.1047,0.1066
0.1365,0.1184,-0.0181,0.1313,0.127,-0.0043,0.1276,0.1191,-0.0085,0.0848,0.1745,0.0897,0.1227,0.3366,0.2139,0.1297,0.1804,0.0507,0.1647,0.2295,0.0648,0.1718,0.1917,0.0199,0.0845,0.1291,0.0446,0.095,0.2105,0.1155,0.0934
0.1756,0.0984,-0.0772,0.1408,0.1146,-0.0262,0.1461,0.1136,-0.0325,0.0972,0.1896,0.0924,0.1156,0.3125,0.1969,0.1336,0.1682,0.0346,0.146,0.126,-0.02,0.1521,0.1471,-0.005,0.1225,0.1463,0.0238,0.1061,0.239,0.1329,0.0927
0.1254,0.1678,0.0424,0.137,0.1621,0.0251,0.118,0.1658,0.0478,0.1452,0.3167,0.1715,0.051,0.53,0.479,0.1378,0.1798,0.042,0.1264,0.1408,0.0144,0.1444,0.1191,-0.0253,0.0987,0.1351,0.0364,0.0958,0.2181,0.1223,0.0781
0.1127,0.1182,0.0055,0.1262,0.1217,-0.0045,0.1188,0.1209,0.0021,0.1022,0.1669,0.0647,0.0942,0.3758,0.2816,0.127,0.178,0.051,0.117,0.1083,-0.0087,0.1745,0.1257,-0.0488,0.0993,0.1323,0.033,0.099,0.2293,0.1303,0.0752
0.1272,0.1409,0.0137,0.1338,0.1359,0.0021,0.1196,0.6564,0.5368,0.0908,0.5647,0.4739,0.1016,0.3968,0.2952,0.1169,0.1821,0.0652,0.1325,0.1474,0.0149,0.1437,0.1302,-0.0135,0.1038,0.1597,0.0559,0.1027,0.2293,0.1266,0.0869
0.107,0.0786,-0.0284,0.1413,0.1543,0.013,0.1417,0.171,0.0293,0.1283,0.3067,0.1784,0.0977,0.3569,0.2592,0.1235,0.1639,0.0404,0.1233,0.1175,-0.0058,0.1384,0.1107,-0.0277,0.1083,0.1431,0.0348,0.1064,0.2565,0.1501,0.1259
0.1521,0.1203,-0.0318,0.1418,0.1188,-0.023,0.1175,0.1189,0.0014,0.1264,0.2261,0.0997,0.0971,0.3033,0.2062,0.1418,0.1991,0.0573,0.1251,0.1379,0.0128,0.122,0.0935,-0.0285,0.1061,0.1737,0.0676,0.0723,0.1991,0.1268,0.09
0.175,0.1543,-0.0207,0.1381,0.1177,-0.0204,0.1054,0.1442,0.0388,0.119,0.4093,0.2903,0.0821,0.2951,0.213,0.132,0.1698,0.0378,0.1309,0.1405,0.0096,0.1375,0.1101,-0.0274,0.1262,0.1502,0.024,0.0869,0.2103,0.1234,0.0966
0.1222,0.1097,-0.0125,0.1267,0.1333,0.0066,0.0987,0.1761,0.0774,0.095,0.5666,0.4716,0.1132,0.373,0.2598,0.1305,0.167,0.0365,0.1056,0.1086,0.003,0.1368,0.0927,-0.0441,0.1262,0.1785,0.0523,0.0866,0.2042,0.1176,0.085
0.1107,0.0992,-0.0115,0.1349,0.3244,0.1895,0.1188,0.3909,0.2721,0.1056,0.3075,0.2019,0.1029,0.3854,0.2825,0.1239,0.182,0.0581,0.1119,0.116,0.0041,0.1505,0.1275,-0.023,0.1033,0.141,0.0377,0.099,0.2161,0.1171,0.0919
0.1154,0.1013,-0.0141,0.1346,0.1571,0.0225,0.1254,0.146,0.0206,0.0905,0.2422,0.1517,0.1035,0.3416,0.2381,0.1513,0.1888,0.0375,0.1019,0.1221,0.0202,0.1388,0.0829,-0.0559,0.1164,0.1832,0.0668,0.0726,0.1963,0.1237,0.1029
0.1589,0.1697,0.0108,0.1449,0.179,0.0341,0.1267,0.1848,0.0581,0.0668,0.2555,0.1887,0.0964,0.3298,0.2334,0.123,0.1492,0.0262,0.1423,0.1268,-0.0155,0.1415,0.1114,-0.0301,0.1207,0.165,0.0443,0.095,0.2147,0.1197,0.0964
0.1442,0.1298,-0.0144,0.1479,0.1273,-0.0206,0.1098,0.1444,0.0346,0.1135,0.2056,0.0921,0.0985,0.3902,0.2917,0.1471,0.159,0.0119,0.1143,0.1318,0.0175,0.1531,0.1436,-0.0095,0.1584,0.1837,0.0253,0.0731,0.1976,0.1245,0.1053
0.1365,0.1383,0.0018,0.1347,0.1209,-0.0138,0.1096,0.1405,0.0309,0.0586,0.2275,0.1689,0.0684,0.306,0.2376,0.1328,0.1571,0.0243,0.1196,0.1167,-0.0029,0.127,0.1249,-0.0021,0.1104,0.145,0.0346,0.0921,0.2284,0.1363,0.095
0.1106,0.1015,-0.0091,0.1323,0.1339,0.0016,0.1162,0.0993,-0.0169,0.0826,0.2101,0.1275,0.0993,0.3424,0.2431,0.1418,0.1804,0.0386,0.1156,0.1313,0.0157,0.1371,0.117,-0.0201,0.093,0.1212,0.0282,0.0966,0.2337,0.1371,0.1027
0.141,0.1366,-0.0044,0.139,0.1215,-0.0175,0.1112,0.1263,0.0151,0.1169,0.5549,0.438,0.0911,0.3799,0.2888,0.1289,0.1688,0.0399,0.1053,0.1186,0.0133,0.1386,0.1051,-0.0335,0.1167,0.1563,0.0396,0.0974,0.2369,0.1395,0.0953
0.1346,0.1374,0.0028,0.1454,0.176,0.0306,0.1251,0.1903,0.0652,0.0536,0.1708,0.1172,0.1048,0.3522,0.2474,0.1185,0.146,0.0275,0.1272,0.1339,0.0067,0.1307,0.1075,-0.0232,0.0895,0.1391,0.0496,0.089,0.2406,0.1516,0.1059
0.1164,0.0999,-0.0165,0.1571,0.1582,0.0011,0.118,0.132,0.014,0.0763,0.1792,0.1029,0.0863,0.3202,0.2339,0.1286,0.164,0.0354,0.1086,0.0991,-0.0095,0.1395,0.1139,-0.0256,0.1117,0.146,0.0343,0.0998,0.2277,0.1279,0.0892
0.1217,0.1089,-0.0128,0.1259,0.1399,0.014,0.1037,0.1634,0.0597,0.0729,0.2006,0.1277,0.0866,0.3281,0.2415,0.1359,0.1673,0.0314,0.1167,0.153,0.0363,0.1473,0.0747,-0.0726,0.1141,0.2065,0.0924,0.0913,0.2414,0.1501,0.1022
0.1454,0.1501,0.0047,0.1616,0.1441,-0.0175,0.0912,0.1675,0.0763,0.0979,0.1887,0.0908,0.1022,0.3232,0.221,0.1257,0.1463,0.0206,0.1127,0.1223,0.0096,0.1196,0.4574,0.3378,0.1117,0.1898,0.0781,0.1048,0.5657,0.4609,0.1209
0.2014,0.1794,-0.022,0.136,0.1172,-0.0188,0.102,0.1044,0.0024,0.0876,0.8428,0.7552,0.128,0.4633,0.3353,0.1365,0.1574,0.0209,0.1219,0.1479,0.026,0.1391,0.1471,0.008,0.1159,0.1452,0.0293,0.0803,0.1778,0.0975,0.0908
0.1628,0.2773,0.1145,0.1363,0.1307,-0.0056,0.1149,0.1585,0.0436,0.0731,0.1868,0.1137,0.0771,0.3007,0.2236,0.1445,0.1659,0.0214,0.1241,0.1271,0.003,0.1283,0.136,0.0077,0.0871,0.1446,0.0575,0.0961,0.2021,0.106,0.0871
0.1373,0.0891,-0.0482,0.1413,0.1437,0.0024,0.1038,0.0964,-0.0074,0.1125,0.2225,0.11,0.0874,0.3493,0.2619,0.1436,0.232,0.0884,0.1618,0.245,0.0832,0.1386,0.1537,0.0151,0.1103,0.1343,0.024,0.0974,0.2118,0.1144,0.0974
0.1167,0.0907,-0.026,0.1434,0.142,-0.0014,0.0846,0.1211,0.0365,0.1093,0.2378,0.1285,0.0898,0.329,0.2392,0.1278,0.15,0.0222,0.1085,0.149,0.0405,0.1623,0.2381,0.0758,0.1056,0.1404,0.0348,0.0884,0.4147,0.3263,0.1578
0.1344,0.1473,0.0129,0.1486,0.1433,-0.0053,0.1022,0.1123,0.0101,0.0771,0.1842,0.1071,0.1016,0.3284,0.2268,0.137,0.1518,0.0148,0.1228,0.1033,-0.0195,0.1442,0.1194,-0.0248,0.094,0.1143,0.0203,0.0971,0.2026,0.1055,0.0863
0.1283,0.0957,-0.0326,0.1408,0.1336,-0.0072,0.1049,0.1941,0.0892,0.0979,0.2211,0.1232,0.089,0.3261,0.2371,0.1302,0.1479,0.0177,0.1241,0.1279,0.0038,0.127,0.1141,-0.0129,0.1059,0.1568,0.0509,0.0998,0.2235,0.1237,0.0998
0.1204,0.105,-0.0154,0.1378,0.1169,-0.0209,0.1165,0.1574,0.0409,0.1056,0.3191,0.2135,0.0615,0.4973,0.4358,0.141,0.1606,0.0196,0.1249,0.1369,0.012,0.1594,0.1399,-0.0195,0.1053,0.1576,0.0523,0.1,0.2128,0.1128,0.0921
0.1227,0.092,-0.0307,0.1491,0.1351,-0.014,0.1056,0.2188,0.1132,0.113,0.2302,0.1172,0.0924,0.3345,0.2421,0.1259,0.1494,0.0235,0.1314,0.1439,0.0125,0.1365,0.1222,-0.0143,0.0893,0.1321,0.0428,0.1053,0.2305,0.1252,0.1066
0.1494,0.1237,-0.0257,0.1618,0.1528,-0.009,0.1151,0.1888,0.0737,0.0824,0.7711,0.6887,0.119,0.3228,0.2038,0.1429,0.1415,-0.0014,0.1289,0.0904,-0.0385,0.1399,0.1233,-0.0166,0.0855,0.1348,0.0493,0.108,0.2129,0.1049,0.1014
