H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.1618,0.1805,0.0187,0.1156,0.1523,0.0367,0.1173,0.1035,-0.0138,0.1043,0.2658,0.1615,0.1022,0.3549,0.2527,0.1214,0.2542,0.1328,0.1299,0.1141,-0.0158,0.1455,0.1283,-0.0172,0.1115,0.1252,0.0137,0.1064,0.2435,0.1371,0.0776
0.1624,0.1229,-0.0395,0.1484,0.1772,0.0288,0.1169,0.1196,0.0027,0.1314,0.204,0.0726,0.0776,0.6696,0.592,0.1188,0.288,0.1692,0.1571,0.1352,-0.0219,0.1461,0.1424,-0.0037,0.1114,0.1272,0.0158,0.1019,0.5675,0.4656,0.1563
0.1721,0.1292,-0.0429,0.1318,0.1664,0.0346,0.1132,0.0607,-0.0525,0.17,0.2431,0.0731,0.1225,0.2952,0.1727,0.1346,0.2412,0.1066,0.1682,0.1484,-0.0198,0.1711,0.1976,0.0265,0.1164,0.1497,0.0333,0.1285,0.2487,0.1202,0.1259
0.1613,0.115,-0.0463,0.1159,0.164,0.0481,0.108,0.0647,-0.0433,0.1534,0.5843,0.4309,0.1468,0.3414,0.1946,0.1582,0.2849,0.1267,0.1639,0.1761,0.0122,0.1655,0.1468,-0.0187,0.1074,0.1298,0.0224,0.1095,0.221,0.1115,0.0969
0.1431,0.1166,-0.0265,0.1344,0.1619,0.0275,0.1262,0.0784,-0.0478,0.1676,0.1755,0.0079,0.094,0.3355,0.2415,0.1431,0.2571,0.114,0.1307,0.1049,-0.0258,0.1586,0.161,0.0024,0.0919,0.1011,0.0092,0.1196,0.2388,0.1192,0.1143
0.1394,0.0865,-0.0529,0.1288,0.1832,0.0544,0.1362,0.0201,-0.1161,0.165,0.169,0.004,0.1212,0.3111,0.1899,0.1275,0.241,0.1135,0.1365,0.0888,-0.0477,0.169,0.1426,-0.0264,0.0919,0.1186,0.0267,0.1206,0.2519,0.1313,0.1035
0.1365,0.0786,-0.0579,0.1262,0.1795,0.0533,0.1381,0.0454,-0.0927,0.1672,0.1444,-0.0228,0.1183,0.3443,0.226,0.1202,0.2611,0.1409,0.164,0.1627,-0.0013,0.1444,0.1431,-0.0013,0.1077,0.1402,0.0325,0.0979,0.2234,0.1255,0.0903
0.1428,0.0994,-0.0434,0.1413,0.1399,-0.0014,0.1176,0.0751,-0.0425,0.1191,0.1505,0.0314,0.1074,0.2865,0.1791,0.1262,0.2057,0.0795,0.1444,0.1099,-0.0345,0.1335,0.128,-0.0055,0.1188,0.1489,0.0301,0.0908,0.2348,0.144,0.0832
0.1502,0.1448,-0.0054,0.1461,0.1228,-0.0233,0.1186,0.0906,-0.028,0.1336,0.1389,0.0053,0.0855,0.2912,0.2057,0.1283,0.2365,0.1082,0.1379,0.1078,-0.0301,0.1374,0.1139,-0.0235,0.1017,0.1286,0.0269,0.1111,0.2612,0.1501,0.1697
0.1397,0.1084,-0.0313,0.1312,0.1516,0.0204,0.1085,0.0789,-0.0296,0.1526,0.1587,0.0061,0.1146,0.2981,0.1835,0.1378,0.2165,0.0787,0.1376,0.1025,-0.0351,0.1579,0.14,-0.0179,0.0977,0.1563,0.0586,0.1045,0.2245,0.12,0.1212
