H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.156,0.1921,0.0361,0.1629,0.1489,-0.014,0.1088,0.1197,0.0109,0.0718,0.3228,0.251,0.0892,0.3807,0.2915,0.1151,0.2078,0.0927,0.1431,0.1466,0.0035,0.1297,0.1112,-0.0185,0.1046,0.132,0.0274,0.0937,0.2691,0.1754,0.0752
0.1209,0.1929,0.072,0.1093,0.1927,0.0834,0.1135,0.1758,0.0623,0.1008,0.2375,0.1367,0.0879,0.3429,0.255,0.1144,0.2076,0.0932,0.1035,0.1313,0.0278,0.1375,0.1032,-0.0343,0.1098,0.1254,0.0156,0.094,0.8692,0.7752,0.1251
0.1275,0.2602,0.1327,0.1106,0.0979,-0.0127,0.1046,0.1318,0.0272,0.095,0.1932,0.0982,0.0879,0.3527,0.2648,0.1212,0.2065,0.0853,0.1201,0.1738,0.0537,0.0835,0.0563,-0.0272,0.1109,0.1259,0.015,0.099,0.5565,0.4575,0.1233
0.1322,0.1941,0.0619,0.1307,0.123,-0.0077,0.108,0.1104,0.0024,0.0927,0.2051,0.1124,0.1051,0.3274,0.2223,0.1101,0.1896,0.0795,0.1164,0.1189,0.0025,0.1141,0.1001,-0.014,0.1172,0.1375,0.0203,0.1011,0.2385,0.1374,0.0866
0.1198,0.1548,0.035,0.1441,0.1486,0.0045,0.1048,0.1154,0.0106,0.09,0.1776,0.0876,0.1161,0.3672,0.2511,0.114,0.1879,0.0739,0.1122,0.1136,0.0014,0.1053,0.1011,-0.0042,0.0887,0.19,0.1013,0.113,0.2401,0.1271,0.0998
0.1285,0.1369,0.0084,0.132,0.118,-0.014,0.1051,0.0948,-0.0103,0.1056,0.1932,0.0876,0.1059,1.3781,1.2722,0.1283,0.2421,0.1138,0.138,0.1468,0.0088,0.1249,0.1096,-0.0153,0.1027,0.1301,0.0274,0.1124,0.2223,0.1099,0.1069
0.1444,0.116,-0.0284,0.1207,0.1535,0.0328,0.107,0.0895,-0.0175,0.1086,0.1793,0.0707,0.1103,0.4297,0.3194,0.1323,0.2743,0.142,0.1368,0.112,-0.0248,0.1107,0.0928,-0.0179,0.1233,0.2014,0.0781,0.1365,0.2628,0.1263,0.1101
0.1518,0.092,-0.0598,0.1062,0.131,0.0248,0.147,0.0863,-0.0607,0.089,0.1201,0.0311,0.1064,0.3873,0.2809,0.1338,0.266,0.1322,0.1161,0.1101,-0.006,0.1199,0.0811,-0.0388,0.1022,0.1085,0.0063,0.114,0.2176,0.1036,0.1249
0.1428,0.1018,-0.041,0.1248,0.1642,0.0394,0.1172,0.1186,0.0014,0.0634,0.089,0.0256,0.0953,0.6627,0.5674,0.1431,0.2687,0.1256,0.1241,0.1276,0.0035,0.1294,0.0985,-0.0309,0.1014,0.1215,0.0201,0.1093,0.2224,0.1131,0.0979
0.1502,0.1197,-0.0305,0.1252,0.1316,0.0064,0.0948,0.0932,-0.0016,0.0937,0.1119,0.0182,0.0768,0.4102,0.3334,0.1449,0.2579,0.113,0.1247,0.0727,-0.052,0.1271,0.1258,-0.0013,0.0842,0.1167,0.0325,0.0858,0.1992,0.1134,0.0921
0.1463,0.0997,-0.0466,0.1249,0.1315,0.0066,0.1249,0.0523,-0.0726,0.1486,0.1668,0.0182,0.1193,0.4197,0.3004,0.1331,0.2157,0.0826,0.1045,0.1165,0.012,0.1326,0.0418,-0.0908,0.1207,0.1307,0.01,0.0871,0.2126,0.1255,0.0979
0.114,0.1163,0.0023,0.099,0.1378,0.0388,0.1291,0.1371,0.008,0.1022,0.1011,-0.0011,0.1312,0.5474,0.4162,0.1528,0.1953,0.0425,0.0964,0.0703,-0.0261,0.1402,0.0948,-0.0454,0.1033,0.1001,-0.0032,0.076,0.1915,0.1155,0.1032
0.1373,0.0936,-0.0437,0.0835,0.1471,0.0636,0.1144,0.1088,-0.0056,0.1215,0.1342,0.0127,0.0884,0.3617,0.2733,0.1407,0.2115,0.0708,0.0871,0.056,-0.0311,0.1247,0.0682,-0.0565,0.1262,0.1373,0.0111,0.0966,0.2092,0.1126,0.0956
0.1663,0.1932,0.0269,0.1201,0.1631,0.043,0.119,0.1367,0.0177,0.0967,0.0932,-0.0035,0.1035,0.401,0.2975,0.1347,0.2638,0.1291,0.1162,0.0484,-0.0678,0.1278,0.1265,-0.0013,0.1064,0.136,0.0296,0.0979,0.6059,0.508,0.123
0.142,0.0981,-0.0439,0.1383,0.1531,0.0148,0.1455,0.0433,-0.1022,0.1635,0.2068,0.0433,0.0665,0.5517,0.4852,0.1228,0.2622,0.1394,0.1364,0.1312,-0.0052,0.1407,0.0278,-0.1129,0.1404,0.1697,0.0293,0.089,0.2024,0.1134,0.1111
0.1528,0.1197,-0.0331,0.137,0.1502,0.0132,0.1172,0.038,-0.0792,0.1465,0.1953,0.0488,0.0977,0.2759,0.1782,0.1312,0.188,0.0568,0.145,0.1181,-0.0269,0.1497,0.089,-0.0607,0.1207,0.1381,0.0174,0.0974,0.216,0.1186,0.0821
0.141,0.1203,-0.0207,0.1206,0.1534,0.0328,0.1293,0.0884,-0.0409,0.1051,0.1077,0.0026,0.0961,0.2872,0.1911,0.1209,0.2487,0.1278,0.1861,0.2139,0.0278,0.1465,0.0758,-0.0707,0.1296,0.1602,0.0306,0.1008,0.2746,0.1738,0.1386
0.1439,0.1168,-0.0271,0.1057,0.1363,0.0306,0.1481,0.0359,-0.1122,0.1748,0.1962,0.0214,0.1035,0.3297,0.2262,0.1225,0.2017,0.0792,0.1212,0.1258,0.0046,0.1373,0.0695,-0.0678,0.1212,0.1742,0.053,0.0966,0.2327,0.1361,0.1201
0.1417,0.1168,-0.0249,0.1124,0.1312,0.0188,0.1407,0.1066,-0.0341,0.1336,0.1188,-0.0148,0.0895,0.3213,0.2318,0.1181,0.2102,0.0921,0.1222,0.1431,0.0209,0.161,0.1127,-0.0483,0.1006,0.1149,0.0143,0.1106,0.2541,0.1435,0.1037
0.174,0.1258,-0.0482,0.1041,0.1661,0.062,0.1153,0.1095,-0.0058,0.123,0.1423,0.0193,0.0845,0.3015,0.217,0.1188,0.1793,0.0605,0.1164,0.1352,0.0188,0.1584,0.0943,-0.0641,0.1532,0.1391,-0.0141,0.1057,0.2251,0.1194,0.1066
0.1401,0.1218,-0.0183,0.0911,0.2099,0.1188,0.1043,0.6693,0.565,0.0908,0.2278,0.137,0.1557,0.3882,0.2325,0.1257,0.1622,0.0365,0.1177,0.1268,0.0091,0.1388,0.0507,-0.0881,0.1037,0.1459,0.0422,0.0895,0.2208,0.1313,0.0829
0.1454,0.1007,-0.0447,0.128,0.1468,0.0188,0.1489,0.108,-0.0409,0.1029,0.1895,0.0866,0.081,0.2679,0.1869,0.1093,0.2597,0.1504,0.1418,0.1247,-0.0171,0.1647,0.1938,0.0291,0.1172,0.1618,0.0446,0.0816,0.2171,0.1355,0.1127
