H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.0773,0.3512,0.2739,0.0849,0.1248,0.0399,0.0675,0.1279,0.0604,0.0844,0.4378,0.3534,0.0557,0.371,0.3153,0.0734,0.1462,0.0728,0.0765,0.1238,0.0473,0.0831,0.1217,0.0386,0.0929,0.1704,0.0775,0.1453,0.3831,0.2378,0.101
0.0757,0.4422,0.3665,0.0639,0.1019,0.038,0.0639,0.1575,0.0936,0.0683,0.5248,0.4565,0.0657,0.3867,0.321,0.0641,0.6728,0.6087,0.0992,0.1375,0.0383,0.0768,0.1678,0.091,0.0871,0.2192,0.1321,0.0815,0.2452,0.1637,0.0889
0.0712,0.3198,0.2486,0.0691,0.1158,0.0467,0.0673,0.0987,0.0314,0.0847,0.2696,0.1849,0.0623,0.3596,0.2973,0.0755,0.1354,0.0599,0.0668,0.1181,0.0513,0.0944,0.099,0.0046,0.0878,0.1967,0.1089,0.0849,0.2109,0.126,0.0971
0.0697,0.2962,0.2265,0.0573,0.094,0.0367,0.096,0.1185,0.0225,0.0847,0.2788,0.1941,0.0715,0.4147,0.3432,0.0828,0.1483,0.0655,0.0712,0.1475,0.0763,0.0634,0.0793,0.0159,0.0791,0.2078,0.1287,0.0807,0.4084,0.3277,0.0865
0.1079,0.39,0.2821,0.0733,0.1553,0.082,0.0728,0.1121,0.0393,0.1029,0.2308,0.1279,0.0673,0.3304,0.2631,0.0778,0.1335,0.0557,0.0723,0.1328,0.0605,0.0995,0.0982,-0.0013,0.071,0.187,0.116,0.0876,0.3175,0.2299,0.1047
0.0894,0.3095,0.2201,0.0815,0.1032,0.0217,0.0781,0.1069,0.0288,0.0936,0.2705,0.1769,0.0739,0.3778,0.3039,0.0694,0.129,0.0596,0.0718,0.1616,0.0898,0.1019,0.0858,-0.0161,0.089,0.2034,0.1144,0.0828,0.2433,0.1605,0.1005
0.0847,0.4042,0.3195,0.0884,0.1304,0.042,0.0794,0.1583,0.0789,0.0902,0.3223,0.2321,0.0926,0.5819,0.4893,0.0623,0.1415,0.0792,0.0802,0.1655,0.0853,0.086,0.0948,0.0088,0.1348,0.1144,-0.0204,0.1275,0.302,0.1745,0.11
0.1053,0.3009,0.1956,0.0686,0.1172,0.0486,0.0399,0.0608,0.0209,0.0865,0.2381,0.1516,0.0739,0.3279,0.254,0.0877,0.155,0.0673,0.0776,0.1721,0.0945,0.0921,0.1404,0.0483,0.1206,0.0918,-0.0288,0.139,0.2789,0.1399,0.1111
0.1221,0.2903,0.1682,0.0741,0.1068,0.0327,0.0747,0.1045,0.0298,0.0915,0.7639,0.6724,0.0623,0.5779,0.5156,0.0591,0.1728,0.1137,0.0813,0.1431,0.0618,0.0797,0.1056,0.0259,0.076,0.5625,0.4865,0.1008,0.2328,0.132,0.0649
0.1037,0.3048,0.2011,0.0646,0.0844,0.0198,0.0852,0.1037,0.0185,0.1126,0.2611,0.1485,0.0623,0.3071,0.2448,0.0826,0.1277,0.0451,0.0944,0.1085,0.0141,0.1103,0.1114,0.0011,0.1047,1.5651,1.4604,0.0744,0.2549,0.1805,0.0905
0.0831,0.3293,0.2462,0.0784,0.1085,0.0301,0.0755,0.0974,0.0219,0.1047,0.235,0.1303,0.0697,0.3187,0.249,0.0934,0.1296,0.0362,0.0923,0.124,0.0317,0.11,0.0958,-0.0142,0.147,0.1311,-0.0159,0.1391,0.3154,0.1763,0.086
0.0839,0.28,0.1961,0.0786,0.1121,0.0335,0.1024,0.1013,-0.0011,0.1003,0.2622,0.1619,0.0681,0.3171,0.249,0.0873,0.1211,0.0338,0.0929,0.1307,0.0378,0.1235,0.1061,-0.0174,0.1633,0.1274,-0.0359,0.1329,0.3092,0.1763,0.0805
0.0731,0.2397,0.1666,0.0857,0.1092,0.0235,0.0818,0.1037,0.0219,0.0995,0.2664,0.1669,0.0752,0.338,0.2628,0.0836,0.379,0.2954,0.071,0.1734,0.1024,0.0889,0.1747,0.0858,0.1427,0.116,-0.0267,0.1111,0.2742,0.1631,0.0752
0.0966,0.2859,0.1893,0.0815,0.1145,0.033,0.096,0.1008,0.0048,0.1242,0.2753,0.1511,0.0718,0.305,0.2332,0.0892,0.1306,0.0414,0.0712,0.1486,0.0774,0.1082,0.1069,-0.0013,0.1525,0.1102,-0.0423,0.1299,0.2458,0.1159,0.114
0.1129,0.3449,0.232,0.082,0.1342,0.0522,0.1019,0.1008,-0.0011,0.094,0.2557,0.1617,0.0451,0.3353,0.2902,0.0834,0.36,0.2766,0.0894,0.148,0.0586,0.0969,0.0742,-0.0227,0.1547,0.1235,-0.0312,0.1071,0.2225,0.1154,0.1153
0.0881,0.2544,0.1663,0.0805,0.1235,0.043,0.0834,0.082,-0.0014,0.1074,0.2501,0.1427,0.0691,0.3329,0.2638,0.0799,0.1601,0.0802,0.1002,0.1167,0.0165,0.1126,0.2218,0.1092,0.0317,0.01,-0.0217,0.1364,0.4694,0.333,0.0981
0.1058,0.3154,0.2096,0.086,0.1121,0.0261,0.0668,0.1072,0.0404,0.1005,0.4438,0.3433,0.0731,0.3261,0.253,0.085,0.1309,0.0459,0.0929,0.1573,0.0644,0.1111,0.0945,-0.0166,0.171,0.1137,-0.0573,0.1201,0.2199,0.0998,0.124
0.0915,0.2589,0.1674,0.067,0.0723,0.0053,0.0805,0.1243,0.0438,0.081,0.4573,0.3763,0.0762,0.3996,0.3234,0.0559,0.1072,0.0513,0.0857,0.1312,0.0455,0.0992,0.0834,-0.0158,0.1459,0.1013,-0.0446,0.125,0.237,0.112,0.11
0.1002,0.2987,0.1985,0.0776,0.1523,0.0747,0.0478,0.0568,0.009,0.1045,0.2469,0.1424,0.0726,0.3214,0.2488,0.0805,0.1054,0.0249,0.0897,0.1431,0.0534,0.1124,0.0921,-0.0203,0.1475,0.0923,-0.0552,0.1193,0.2463,0.127,0.1005
0.0581,0.5707,0.5126,0.0842,0.1219,0.0377,0.0998,0.0839,-0.0159,0.1016,0.2482,0.1466,0.0309,0.2549,0.224,0.0905,0.147,0.0565,0.1179,0.1752,0.0573,0.1266,0.0968,-0.0298,0.1446,0.0942,-0.0504,0.1382,0.2396,0.1014,0.0857
