H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.0539,0.3985,0.3446,0.0671,0.2318,0.1647,0.0686,0.2887,0.2201,0.0676,0.5935,0.5259,0.047,0.3906,0.3436,0.0597,0.2641,0.2044,0.042,0.1305,0.0885,0.0874,0.1141,0.0267,0.0626,0.1843,0.1217,0.0734,0.224,0.1506,0.0752
0.0636,0.1686,0.105,0.0533,0.1375,0.0842,0.0597,0.146,0.0863,0.0615,0.5011,0.4396,0.0515,0.4968,0.4453,0.0525,0.2523,0.1998,0.0467,0.1188,0.0721,0.08,0.102,0.022,0.0584,0.1822,0.1238,0.0882,0.2417,0.1535,0.0565
0.0565,0.152,0.0955,0.0541,0.204,0.1499,0.0589,0.1006,0.0417,0.0565,0.5125,0.456,0.0454,0.3959,0.3505,0.0576,0.284,0.2264,0.0357,0.1165,0.0808,0.0855,0.1175,0.032,0.0584,0.193,0.1346,0.0784,0.2406,0.1622,0.062
0.0665,0.2037,0.1372,0.0504,0.2576,0.2072,0.0409,0.6376,0.5967,0.0597,0.5803,0.5206,0.0494,0.3862,0.3368,0.0565,0.264,0.2075,0.0536,0.1606,0.107,0.0834,0.0943,0.0109,0.0589,0.1906,0.1317,0.0874,0.2055,0.1181,0.0789
0.0895,0.3003,0.2108,0.0681,0.293,0.2249,0.0478,0.3975,0.3497,0.0483,0.5304,0.4821,0.0518,0.5171,0.4653,0.065,0.3733,0.3083,0.0446,0.1091,0.0645,0.0966,0.1162,0.0196,0.0605,0.1914,0.1309,0.07,0.2266,0.1566,0.0613
0.066,0.1923,0.1263,0.0562,0.1462,0.09,0.052,0.0921,0.0401,0.0644,0.7333,0.6689,0.0359,0.4463,0.4104,0.0518,0.3034,0.2516,0.0465,0.1208,0.0743,0.0797,0.1093,0.0296,0.0565,0.2096,0.1531,0.0665,0.2487,0.1822,0.0681
0.0576,0.1604,0.1028,0.0549,0.1481,0.0932,0.0446,0.1161,0.0715,0.0663,0.6561,0.5898,0.0449,0.4722,0.4273,0.0562,0.3167,0.2605,0.0306,0.131,0.1004,0.0665,0.146,0.0795,0.0626,0.2299,0.1673,0.0752,0.2274,0.1522,0.0784
0.0705,0.1704,0.0999,0.0539,1.258,1.2041,0.0494,0.2692,0.2198,0.0584,0.5841,0.5257,0.0478,0.3695,0.3217,0.056,0.2861,0.2301,0.0496,0.1336,0.084,0.0789,0.0972,0.0183,0.0568,0.1874,0.1306,0.0771,0.2366,0.1595,0.0834
0.0797,0.2129,0.1332,0.0578,0.1565,0.0987,0.0623,0.1093,0.047,0.0599,0.5512,0.4913,0.0457,0.3706,0.3249,0.0467,0.3033,0.2566,0.0557,0.2387,0.183,0.0908,0.2331,0.1423,0.061,0.2362,0.1752,0.0721,0.2694,0.1973,0.0205
0.0734,0.2694,0.196,0.0655,0.1795,0.114,0.0496,0.0958,0.0462,0.0702,0.6832,0.613,0.0454,0.364,0.3186,0.0555,0.2694,0.2139,0.046,0.1105,0.0645,0.0792,0.1025,0.0233,0.0525,0.2,0.1475,0.0837,0.2306,0.1469,0.0847
