H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.0939,0.2405,0.1466,0.0818,0.0623,-0.0195,0.0747,0.1138,0.0391,0.0878,0.2856,0.1978,0.0786,0.3638,0.2852,0.0892,0.1407,0.0515,0.0726,0.1637,0.0911,0.0794,0.0942,0.0148,0.0966,0.1108,0.0142,0.0855,0.1938,0.1083,0.0865
0.0689,0.1806,0.1117,0.0887,0.0697,-0.019,0.0844,0.1095,0.0251,0.0942,0.2709,0.1767,0.0871,0.4815,0.3944,0.091,0.1332,0.0422,0.0744,0.1436,0.0692,0.0776,0.0974,0.0198,0.0818,0.1087,0.0269,0.081,0.189,0.108,0.091
0.0884,0.2165,0.1281,0.0903,0.0855,-0.0048,0.0797,0.1066,0.0269,0.1147,0.3228,0.2081,0.0744,0.4753,0.4009,0.09,0.1214,0.0314,0.0675,0.1525,0.085,0.0884,0.2942,0.2058,0.0499,0.4099,0.36,0.0641,0.1779,0.1138,0.0794
0.0979,0.1714,0.0735,0.0866,0.0794,-0.0072,0.09,0.1027,0.0127,0.096,0.2355,0.1395,0.1026,0.3943,0.2917,0.0847,0.1781,0.0934,0.0612,0.1314,0.0702,0.1021,0.1,-0.0021,0.1037,0.1245,0.0208,0.0929,0.217,0.1241,0.1042
0.0686,0.1648,0.0962,0.0831,0.0678,-0.0153,0.086,0.1127,0.0267,0.114,0.3084,0.1944,0.0934,0.416,0.3226,0.0813,0.1433,0.062,0.0702,0.1386,0.0684,0.0871,0.1048,0.0177,0.1089,0.3038,0.1949,0.0293,0.2969,0.2676,0.0889
0.0828,0.1779,0.0951,0.0853,0.0631,-0.0222,0.0948,0.1241,0.0293,0.1016,0.2348,0.1332,0.1018,0.4125,0.3107,0.0871,0.1375,0.0504,0.0794,0.151,0.0716,0.0939,0.1043,0.0104,0.1008,0.1361,0.0353,0.0836,0.1911,0.1075,0.0818
0.0715,0.1764,0.1049,0.1034,0.1058,0.0024,0.0697,0.1132,0.0435,0.0979,0.2453,0.1474,0.0823,0.3894,0.3071,0.0797,0.1423,0.0626,0.0805,0.1436,0.0631,0.0921,0.0839,-0.0082,0.105,0.1169,0.0119,0.09,0.1949,0.1049,0.0923
0.0712,0.1392,0.068,0.0887,0.0826,-0.0061,0.0768,0.1014,0.0246,0.0939,0.2205,0.1266,0.0786,0.3964,0.3178,0.0944,0.1688,0.0744,0.081,0.1349,0.0539,0.0815,0.0984,0.0169,0.0747,0.1243,0.0496,0.0878,0.1882,0.1004,0.1013
0.0979,0.1503,0.0524,0.0908,0.0731,-0.0177,0.0729,0.1157,0.0428,0.1084,0.332,0.2236,0.0654,0.3772,0.3118,0.0726,0.1373,0.0647,0.0551,0.1522,0.0971,0.0781,0.1056,0.0275,0.0968,0.1548,0.058,0.0873,0.1887,0.1014,0.0799
0.1008,0.1416,0.0408,0.0934,0.0789,-0.0145,0.0683,0.1203,0.052,0.1126,0.2845,0.1719,0.0894,0.4875,0.3981,0.0839,0.1367,0.0528,0.0639,0.1568,0.0929,0.0881,0.09,0.0019,0.0789,0.1158,0.0369,0.0926,0.1895,0.0969,0.086
