H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.0478,1.1458,1.098,0.0501,0.1303,0.0802,0.047,0.672,0.625,0.0509,0.3573,0.3064,0.0562,0.7789,0.7227,0.043,0.6393,0.5963,0.0507,0.1299,0.0792,0.0615,0.3176,0.2561,0.0393,0.6906,0.6513,0.0562,1.8464,1.7902,0.0491
0.0515,0.9404,0.8889,0.048,0.1403,0.0923,0.0457,1.0939,1.0482,0.0565,1.7745,1.718,0.0507,0.5228,0.4721,0.0464,0.6034,0.557,0.0486,0.1631,0.1145,0.0662,0.3569,0.2907,0.0438,0.7049,0.6611,0.0433,0.6547,0.6114,0.0517
0.048,0.5579,0.5099,0.042,0.124,0.082,0.0499,0.7179,0.668,0.0438,0.4053,0.3615,0.0573,0.4645,0.4072,0.0314,0.5736,0.5422,0.0457,0.1291,0.0834,0.057,0.417,0.36,0.0462,0.788,0.7418,0.0422,1.0579,1.0157,0.048
0.0406,1.2259,1.1853,0.0406,0.1609,0.1203,0.0409,0.8853,0.8444,0.0457,0.2651,0.2194,0.0546,0.4453,0.3907,0.0417,0.58,0.5383,0.0433,0.3459,0.3026,0.0544,0.32,0.2656,0.0385,0.6967,0.6582,0.048,1.195,1.147,0.0478
0.0512,0.505,0.4538,0.0499,0.2063,0.1564,0.042,0.6609,0.6189,0.0451,0.3006,0.2555,0.0581,0.6497,0.5916,0.0417,0.59,0.5483,0.043,0.1386,0.0956,0.0546,0.397,0.3424,0.0449,0.7374,0.6925,0.0404,0.6492,0.6088,0.043
0.0417,0.6268,0.5851,0.0428,0.9819,0.9391,0.0435,0.1878,0.1443,0.0549,1.3563,1.3014,0.0501,0.4818,0.4317,0.0544,1.3232,1.2688,0.0475,0.1742,0.1267,0.0486,0.3422,0.2936,0.0343,0.6221,0.5878,0.0467,0.7248,0.6781,0.0586
0.0491,0.9008,0.8517,0.0533,0.1446,0.0913,0.0451,0.7674,0.7223,0.047,0.3642,0.3172,0.0504,0.416,0.3656,0.0304,1.3094,1.279,0.0533,0.1436,0.0903,0.0607,0.3928,0.3321,0.0417,0.5008,0.4591,0.0409,1.1196,1.0787,0.0509
0.0417,0.934,0.8923,0.0578,0.142,0.0842,0.0414,0.6675,0.6261,0.0449,0.7598,0.7149,0.0509,0.4041,0.3532,0.0338,0.7087,0.6749,0.0438,0.1665,0.1227,0.0549,0.4007,0.3458,0.0517,1.4179,1.3662,0.0522,1.47,1.4178,0.0507
0.043,1.0772,1.0342,0.0586,0.254,0.1954,0.038,0.8542,0.8162,0.0491,0.4573,0.4082,0.0504,0.4041,0.3537,0.0385,0.7081,0.6696,0.0451,0.1879,0.1428,0.0607,0.4123,0.3516,0.037,0.6599,0.6229,0.0441,1.3986,1.3545,0.0504
0.0525,2.3796,2.3271,0.0554,0.1934,0.138,0.0433,0.821,0.7777,0.048,0.1622,0.1142,0.0457,0.7338,0.6881,0.0451,0.7542,0.7091,0.0459,0.1459,0.1,0.0567,0.3445,0.2878,0.0383,0.6543,0.616,0.0509,0.8717,0.8208,0.0504
0.0459,0.8957,0.8498,0.0435,0.1116,0.0681,0.043,0.6825,0.6395,0.0435,0.1875,0.144,0.0446,0.6462,0.6016,0.0327,0.6082,0.5755,0.0433,0.1333,0.09,0.0596,0.3664,0.3068,0.0438,0.5825,0.5387,0.0464,0.878,0.8316,0.0443
0.0428,0.775,0.7322,0.0536,0.1225,0.0689,0.0422,0.9293,0.8871,0.0509,0.1825,0.1316,0.0467,0.8181,0.7714,0.0399,0.6051,0.5652,0.0367,0.1341,0.0974,0.0652,0.4202,0.355,0.0343,0.5804,0.5461,0.0364,0.7805,0.7441,0.0496
0.0393,0.9894,0.9501,0.062,0.1625,0.1005,0.0522,0.6601,0.6079,0.0464,0.2059,0.1595,0.0565,0.5342,0.4777,0.0367,0.5905,0.5538,0.0457,0.2098,0.1641,0.0641,0.3772,0.3131,0.0425,0.5889,0.5464,0.0404,1.3048,1.2644,0.0462
0.0428,1.0406,0.9978,0.0623,0.3498,0.2875,0.0435,0.6005,0.557,0.0483,0.1886,0.1403,0.0486,0.6175,0.5689,0.0351,0.6232,0.5881,0.0449,0.1674,0.1225,0.0583,0.345,0.2867,0.0383,0.677,0.6387,0.0464,0.7261,0.6797,0.0451
0.0512,0.7528,0.7016,0.0496,0.2081,0.1585,0.0319,0.5501,0.5182,0.0459,0.1427,0.0968,0.0491,0.44,0.3909,0.0415,0.6699,0.6284,0.0512,0.1091,0.0579,0.0628,0.3566,0.2938,0.0404,0.489,0.4486,0.0391,0.9598,0.9207,0.0505
0.0504,0.42,0.3696,0.0567,0.1738,0.1171,0.0446,0.49,0.4454,0.048,0.3834,0.3354,0.0515,0.4661,0.4146,0.0409,0.7479,0.707,0.0596,0.2132,0.1536,0.0565,0.373,0.3165,0.042,0.5153,0.4733,0.0406,0.7984,0.7578,0.0702
0.043,0.8654,0.8224,0.0472,0.124,0.0768,0.0438,0.6643,0.6205,0.0496,0.1728,0.1232,0.0393,0.3915,0.3522,0.0341,0.6707,0.6366,0.0483,0.1605,0.1122,0.0512,0.3176,0.2664,0.0335,0.5878,0.5543,0.0367,0.4862,0.4495,0.0499
0.0522,1.0742,1.022,0.0446,0.105,0.0604,0.0478,0.565,0.5172,0.0493,0.3971,0.3478,0.0435,0.7746,0.7311,0.0464,0.7706,0.7242,0.0425,0.1175,0.075,0.0617,0.37,0.3083,0.0367,0.519,0.4823,0.0356,0.8034,0.7678,0.037
0.0333,0.7244,0.6911,0.0578,0.1522,0.0944,0.0325,0.6311,0.5986,0.043,0.3365,0.2935,0.0467,0.3614,0.3147,0.0362,0.6971,0.6609,0.0359,0.1486,0.1127,0.0628,0.3387,0.2759,0.0348,0.631,0.5962,0.0428,2.3229,2.2801,0.0697
0.0472,0.7612,0.714,0.0451,0.1227,0.0776,0.0496,0.6037,0.5541,0.0406,0.3926,0.352,0.0536,0.4769,0.4233,0.0478,0.8635,0.8157,0.0496,0.5167,0.4671,0.0522,0.2026,0.1504,0.0375,0.5182,0.4807,0.0512,1.1241,1.0729,0.0512
0.0438,0.9016,0.8578,0.0507,0.1433,0.0926,0.0515,0.8943,0.8428,0.0433,0.1883,0.145,0.047,0.5508,0.5038,0.0472,1.047,0.9998,0.0462,0.565,0.5188,0.0478,0.2562,0.2084,0.043,1.3125,1.2695,0.0483,1.5974,1.5491,0.0496
0.0451,1.0075,0.9624,0.0504,0.1554,0.105,0.0451,0.5952,0.5501,0.0451,0.3283,0.2832,0.0641,0.4798,0.4157,0.0433,0.7356,0.6923,0.0488,0.59,0.5412,0.0586,0.1315,0.0729,0.0409,0.6553,0.6144,0.0422,1.0914,1.0492,0.048
0.0483,0.5659,0.5176,0.0583,0.167,0.1087,0.048,0.6445,0.5965,0.0499,0.1984,0.1485,0.0454,0.4192,0.3738,0.0454,0.6024,0.557,0.0414,0.3632,0.3218,0.053,0.2213,0.1683,0.0441,0.5646,0.5205,0.0399,1.0387,0.9988,0.0454
0.0493,0.7528,0.7035,0.0496,0.128,0.0784,0.0438,0.735,0.6912,0.0459,0.2192,0.1733,0.0504,0.4835,0.4331,0.0451,0.7629,0.7178,0.0443,0.6609,0.6166,0.0567,0.1752,0.1185,0.0446,0.7613,0.7167,0.0412,1.1695,1.1283,0.062
0.0446,0.7323,0.6877,0.0517,0.1664,0.1147,0.0496,0.6467,0.5971,0.0501,0.1862,0.1361,0.0464,0.4573,0.4109,0.0356,0.6677,0.6321,0.0443,0.2063,0.162,0.0522,0.4328,0.3806,0.038,0.5883,0.5503,0.043,1.04,0.997,0.053
0.0488,0.6044,0.5556,0.0464,0.1353,0.0889,0.0467,0.61,0.5633,0.0364,0.4997,0.4633,0.0269,0.5457,0.5188,0.0383,0.5544,0.5161,0.0393,0.1633,0.124,0.0623,0.3248,0.2625,0.0409,0.5227,0.4818,0.0372,0.9685,0.9313,0.047
0.048,0.6368,0.5888,0.0409,0.1741,0.1332,0.0406,0.5261,0.4855,0.0488,0.3133,0.2645,0.0501,0.3241,0.274,0.0444,0.5755,0.5311,0.0391,0.1231,0.084,0.0512,0.3954,0.3442,0.0462,0.5449,0.4987,0.0375,0.4704,0.4329,0.0517
0.0507,0.6097,0.559,0.048,0.1282,0.0802,0.0401,0.649,0.6089,0.0414,0.1669,0.1255,0.0412,0.4115,0.3703,0.0384,0.5574,0.519,0.0401,0.162,0.1219,0.0604,0.3566,0.2962,0.0375,0.6538,0.6163,0.0312,0.5865,0.5553,0.0435
0.0475,0.6223,0.5748,0.0488,0.3162,0.2674,0.0507,0.6475,0.5968,0.0496,0.1517,0.1021,0.0438,0.4031,0.3593,0.0415,0.5637,0.5222,0.0446,0.074,0.0294,0.0617,0.4655,0.4038,0.0446,0.7265,0.6819,0.0406,0.7293,0.6887,0.0454
0.0457,0.6355,0.5898,0.0733,0.1614,0.0881,0.0348,0.6888,0.654,0.0546,0.3376,0.283,0.0586,0.3073,0.2487,0.0417,0.5776,0.5359,0.0409,0.1955,0.1546,0.0591,0.3208,0.2617,0.0354,0.5631,0.5277,0.037,0.674,0.637,0.0409
0.0517,0.838,0.7863,0.0391,0.1243,0.0852,0.042,0.5747,0.5327,0.0401,0.2387,0.1986,0.0549,0.3524,0.2975,0.042,0.6349,0.5929,0.0478,0.17,0.1222,0.057,0.3764,0.3194,0.0304,0.4943,0.4639,0.0375,0.8776,0.8401,0.0517
0.0409,0.752,0.7111,0.0449,0.1196,0.0747,0.0462,0.5723,0.5261,0.0496,0.2239,0.1743,0.0449,0.9342,0.8893,0.0391,0.5793,0.5402,0.047,0.0693,0.0223,0.0686,0.3561,0.2875,0.0343,0.4288,0.3945,0.0333,0.4707,0.4374,0.0551
0.0475,0.7249,0.6774,0.0462,0.0984,0.0522,0.0464,0.6635,0.6171,0.0499,0.3002,0.2503,0.0607,0.3498,0.2891,0.0393,0.5705,0.5312,0.0385,0.1952,0.1567,0.0491,0.3506,0.3015,0.0399,0.4977,0.4578,0.0472,1.1249,1.0777,0.0507
0.0391,1.1215,1.0824,0.0443,0.1867,0.1424,0.0314,0.7835,0.7521,0.0377,0.8412,0.8035,0.0496,0.3764,0.3268,0.037,0.5415,0.5045,0.033,0.1995,0.1665,0.0512,0.4938,0.4426,0.0428,0.6522,0.6094,0.0399,1.0933,1.0534,0.0591
0.0364,0.5484,0.512,0.0483,0.2166,0.1683,0.0359,0.8745,0.8386,0.0486,3.0291,2.9805,0.0567,0.3068,0.2501,0.0583,1.1269,1.0686,0.0525,0.2662,0.2137,0.0617,0.4106,0.3489,0.0446,0.5296,0.485,0.0449,0.9915,0.9466,0.0471
0.0501,0.5809,0.5308,0.0483,0.1206,0.0723,0.0472,0.5997,0.5525,0.0475,0.2118,0.1643,0.0573,0.3749,0.3176,0.0459,0.5828,0.5369,0.0464,0.1604,0.114,0.0591,0.3411,0.282,0.0354,0.4581,0.4227,0.037,0.5013,0.4643,0.0491
0.0457,0.6696,0.6239,0.0536,0.1813,0.1277,0.0396,0.48,0.4404,0.0501,0.2373,0.1872,0.0567,0.4426,0.3859,0.0372,0.5222,0.485,0.0454,0.1945,0.1491,0.0536,0.3374,0.2838,0.0348,0.4828,0.448,0.0362,0.4841,0.4479,0.0501
0.0491,0.6289,0.5798,0.0441,0.1496,0.1055,0.0417,0.5681,0.5264,0.0364,0.3621,0.3257,0.0454,0.3814,0.336,0.0385,0.5998,0.5613,0.0417,0.1375,0.0958,0.0649,0.3179,0.253,0.0333,0.4307,0.3974,0.0362,0.5609,0.5247,0.0443
0.0454,0.593,0.5476,0.0557,0.2179,0.1622,0.0504,0.5433,0.4929,0.0488,0.1646,0.1158,0.0457,0.6888,0.6431,0.0385,0.5657,0.5272,0.0464,0.0963,0.0499,0.062,0.4455,0.3835,0.0457,0.4708,0.4251,0.0372,0.829,0.7918,0.0462
0.0422,0.5353,0.4931,0.0554,0.2909,0.2355,0.0464,0.6553,0.6089,0.0525,0.1601,0.1076,0.0446,0.4676,0.423,0.0451,0.5531,0.508,0.0428,0.1291,0.0863,0.0586,0.3709,0.3123,0.0375,0.5504,0.5129,0.0409,0.4643,0.4234,0.0483
0.0443,0.5115,0.4672,0.0528,0.1578,0.105,0.0501,0.5897,0.5396,0.0486,0.3152,0.2666,0.0422,0.4486,0.4064,0.0422,0.5845,0.5423,0.0356,0.1633,0.1277,0.0581,0.3762,0.3181,0.0362,0.5929,0.5567,0.0391,0.5864,0.5473,0.0512
0.0464,0.4472,0.4008,0.0583,0.1475,0.0892,0.0393,0.4547,0.4154,0.0467,0.2558,0.2091,0.0509,0.388,0.3371,0.0377,0.5551,0.5174,0.0359,0.1394,0.1035,0.0594,0.33,0.2706,0.0383,0.4702,0.4319,0.0393,0.5898,0.5505,0.0496
