H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.053,0.8562,0.8032,0.0488,0.5694,0.5206,0.0515,0.7113,0.6598,0.0723,2.207,2.1347,0.0673,1.926,1.8587,0.0546,1.7986,1.744,0.043,0.1831,0.1401,0.0573,0.5281,0.4708,0.037,0.7065,0.6695,0.0522,2.2453,2.1931,0.0475
0.0385,0.6523,0.6138,0.0319,0.5219,0.49,0.0343,1.0393,1.005,0.053,0.6891,0.6361,0.0375,1.7786,1.7411,0.0338,0.8347,0.8009,0.0435,0.9895,0.946,0.0441,0.2649,0.2208,0.0248,0.5424,0.5176,0.0343,1.5181,1.4838,0.0185
0.0438,0.7004,0.6566,0.0309,0.5193,0.4884,0.018,0.6926,0.6746,0.037,1.2055,1.1685,0.0264,0.7826,0.7562,0.0438,1.1778,1.134,0.0348,0.2279,0.1931,0.0098,0.6665,0.6567,0.0296,1.466,1.4364,0.0404,1.6001,1.5597,0.033
0.0288,1.0709,1.0421,0.0317,0.6522,0.6205,0.0359,0.903,0.8671,0.0493,1.1131,1.0638,0.038,1.5531,1.5151,0.0354,1.1507,1.1153,0.0393,0.2612,0.2219,0.0522,0.4739,0.4217,0.0343,0.8729,0.8386,0.043,2.2498,2.2068,0.0375
0.0372,2.7348,2.6976,0.042,0.5149,0.4729,0.0438,0.4642,0.4204,0.0343,0.2505,0.2162,0.0428,0.7868,0.744,0.038,0.6282,0.5902,0.0467,0.3377,0.291,0.0451,0.2925,0.2474,0.0354,0.4642,0.4288,0.0359,1.7633,1.7274,0.0475
0.0591,1.0938,1.0347,0.0422,0.6946,0.6524,0.0417,1.1121,1.0704,0.0354,1.3687,1.3333,0.0304,0.8143,0.7839,0.0391,0.6712,0.6321,0.0367,0.4474,0.4107,0.0525,0.3028,0.2503,0.0433,1.1002,1.0569,0.037,2.2823,2.2453,0.0515
0.0372,1.0951,1.0579,0.0351,0.542,0.5069,0.0399,0.6372,0.5973,0.0449,1.6967,1.6518,0.0404,1.6467,1.6063,0.0364,0.7161,0.6797,0.042,0.4685,0.4265,0.0544,0.4566,0.4022,0.0433,1.0277,0.9844,0.0536,1.6173,1.5637,0.0675
0.0549,0.9596,0.9047,0.0404,0.6359,0.5955,0.0544,1.9251,1.8707,0.0359,1.2299,1.194,0.0422,0.6241,0.5819,0.0391,0.5489,0.5098,0.0401,0.3857,0.3456,0.0451,0.3257,0.2806,0.0406,1.4448,1.4042,0.0522,1.7095,1.6573,0.0483
0.0501,1.0271,0.977,0.0367,0.4827,0.446,0.0414,0.7434,0.702,0.0425,0.1696,0.1271,0.0404,0.7588,0.7184,0.0446,0.5726,0.528,0.0401,0.243,0.2029,0.0562,0.3168,0.2606,0.0243,0.6865,0.6622,0.0285,1.0318,1.0033,0.0459
0.0496,1.9487,1.8991,0.0364,0.8592,0.8228,0.0433,0.5525,0.5092,0.0557,0.6311,0.5754,0.0499,0.3127,0.2628,0.0341,0.5592,0.5251,0.0438,0.32,0.2762,0.0488,0.354,0.3052,0.0364,1.0306,0.9942,0.0317,1.002,0.9703,0.0401
0.0433,0.4061,0.3628,0.0367,0.5786,0.5419,0.0422,0.3737,0.3315,0.0486,1.1556,1.107,0.0412,0.3685,0.3273,0.0261,0.537,0.5109,0.0457,0.2436,0.1979,0.0573,0.3274,0.2701,0.0396,0.9602,0.9206,0.0393,0.8169,0.7776,0.0512
