H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.0712,0.1223,0.0511,0.0799,0.2666,0.1867,0.0559,0.2595,0.2036,0.0773,0.5891,0.5118,0.0636,0.5138,0.4502,0.0533,0.4339,0.3806,0.0678,0.1011,0.0333,0.1147,0.2783,0.1636,0.0578,0.2928,0.235,0.0496,0.2984,0.2488,0.0486
0.0699,0.3251,0.2552,0.072,0.6561,0.5841,0.0636,0.1311,0.0675,0.0749,0.3091,0.2342,0.0631,0.8873,0.8242,0.0631,0.4521,0.389,0.0668,0.0478,-0.019,0.1262,0.2921,0.1659,0.0631,0.297,0.2339,0.0599,0.2771,0.2172,0.0536
0.0631,0.4167,0.3536,0.0799,0.1902,0.1103,0.0707,0.1986,0.1279,0.0971,0.3497,0.2526,0.0681,0.5829,0.5148,0.0633,0.6733,0.61,0.0596,0.1095,0.0499,0.1126,0.2295,0.1169,0.0686,0.288,0.2194,0.0639,0.5416,0.4777,0.0581
0.0625,0.3657,0.3032,0.0744,0.215,0.1406,0.0718,0.1929,0.1211,0.0849,0.4082,0.3233,0.0712,0.5259,0.4547,0.0567,0.4378,0.3811,0.061,0.0869,0.0259,0.1116,0.2435,0.1319,0.0575,0.2877,0.2302,0.0538,0.3936,0.3398,0.0591
0.0472,0.2679,0.2207,0.0715,0.1681,0.0966,0.0617,0.2682,0.2065,0.0797,0.4062,0.3265,0.0752,0.5442,0.469,0.0633,0.4671,0.4038,0.0673,0.0954,0.0281,0.1002,0.2189,0.1187,0.0541,0.264,0.2099,0.0493,0.2784,0.2291,0.0482
0.0615,0.37,0.3085,0.0749,0.2519,0.177,0.0617,0.2935,0.2318,0.0815,0.4011,0.3196,0.0607,0.4827,0.422,0.0501,0.4496,0.3995,0.0675,0.1048,0.0373,0.0958,0.2135,0.1177,0.0551,0.2785,0.2234,0.0512,0.2668,0.2156,0.0425
0.0478,0.3307,0.2829,0.0691,0.2574,0.1883,0.0694,0.2292,0.1598,0.0905,0.5145,0.424,0.0515,0.5199,0.4684,0.0612,0.6293,0.5681,0.0459,0.1014,0.0555,0.1169,0.2261,0.1092,0.0628,0.2957,0.2329,0.061,0.3396,0.2786,0.0388
0.062,0.4965,0.4345,0.0791,0.2192,0.1401,0.0683,0.3977,0.3294,0.0633,0.533,0.4697,0.0641,0.4978,0.4337,0.0515,0.4258,0.3743,0.057,0.1056,0.0486,0.0897,0.2158,0.1261,0.048,0.2785,0.2305,0.0454,0.5237,0.4783,0.0565
0.0507,0.3207,0.27,0.0834,0.2026,0.1192,0.0675,0.2181,0.1506,0.0784,0.4542,0.3758,0.0646,0.5676,0.503,0.066,0.5015,0.4355,0.0604,0.1101,0.0497,0.0881,0.2179,0.1298,0.0567,0.3009,0.2442,0.0414,0.4748,0.4334,0.0457
0.0604,0.261,0.2006,0.0736,0.2253,0.1517,0.0623,0.2314,0.1691,0.0878,0.4362,0.3484,0.0594,0.5186,0.4592,0.0483,0.4125,0.3642,0.0623,0.0906,0.0283,0.0894,0.2308,0.1414,0.0538,0.2798,0.226,0.0464,0.3071,0.2607,0.0483
