H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.1045,0.1472,0.0427,0.0762,0.1179,0.0417,0.0755,0.1103,0.0348,0.1142,0.6519,0.5377,0.081,0.2185,0.1375,0.0979,0.1351,0.0372,0.0768,0.0737,-0.0031,0.0868,0.1069,0.0201,0.0507,0.1607,0.11,0.0712,0.1352,0.064,0.0844
0.071,0.1382,0.0672,0.0768,0.1043,0.0275,0.0686,0.0858,0.0172,0.077,0.7178,0.6408,0.0942,0.2823,0.1881,0.0828,0.1572,0.0744,0.0897,0.1006,0.0109,0.0776,0.0763,-0.0013,0.0552,0.1602,0.105,0.096,0.136,0.04,0.1026
0.0752,0.111,0.0358,0.0699,0.114,0.0441,0.0818,0.0807,-0.0011,0.0911,0.1974,0.1063,0.0836,0.2358,0.1522,0.0921,0.1573,0.0652,0.0834,0.0861,0.0027,0.086,0.0882,0.0022,0.062,0.1514,0.0894,0.095,0.1147,0.0197,0.0828
0.0897,0.5809,0.4912,0.0583,0.168,0.1097,0.0923,0.3389,0.2466,0.0947,0.4275,0.3328,0.0876,0.7765,0.6889,0.1174,0.1923,0.0749,0.0789,0.0885,0.0096,0.0697,0.0872,0.0175,0.0486,0.1443,0.0957,0.0931,0.1381,0.045,0.0944
0.081,0.1477,0.0667,0.0636,0.1053,0.0417,0.0649,0.0731,0.0082,0.071,0.1928,0.1218,0.0897,0.2427,0.153,0.0913,0.1694,0.0781,0.0802,0.0908,0.0106,0.0776,0.0911,0.0135,0.0493,0.1519,0.1026,0.0739,0.1171,0.0432,0.0929
0.0797,0.1311,0.0514,0.0694,0.1035,0.0341,0.0868,0.0678,-0.019,0.0868,0.202,0.1152,0.0818,0.2515,0.1697,0.1055,0.158,0.0525,0.0834,0.0888,0.0054,0.0947,0.0958,0.0011,0.0486,0.1385,0.0899,0.1002,0.1288,0.0286,0.1047
0.0728,0.1669,0.0941,0.0567,0.0834,0.0267,0.1,0.1014,0.0014,0.077,0.1701,0.0931,0.11,0.281,0.171,0.1087,0.1662,0.0575,0.0871,0.1096,0.0225,0.0824,0.0779,-0.0045,0.0555,0.1465,0.091,0.0847,0.1289,0.0442,0.081
0.0926,0.1181,0.0255,0.0715,0.1137,0.0422,0.0802,0.0765,-0.0037,0.076,0.21,0.134,0.0501,0.2551,0.205,0.0869,0.1679,0.081,0.0836,0.0969,0.0133,0.0715,0.0924,0.0209,0.0388,0.1514,0.1126,0.0789,0.1334,0.0545,0.0966
0.0639,0.1461,0.0822,0.0707,0.0974,0.0267,0.0786,0.0646,-0.014,0.0742,0.1831,0.1089,0.0818,0.2451,0.1633,0.091,0.1672,0.0762,0.0815,0.1067,0.0252,0.0781,0.0768,-0.0013,0.0367,0.1398,0.1031,0.101,0.1083,0.0073,0.0852
0.0747,0.1458,0.0711,0.0712,0.0902,0.019,0.0789,0.0826,0.0037,0.077,0.1851,0.1081,0.0931,0.3272,0.2341,0.0944,0.1614,0.067,0.0776,0.098,0.0204,0.0832,0.08,-0.0032,0.0518,0.1573,0.1055,0.1056,0.0951,-0.0105,0.0911
0.0712,0.1168,0.0456,0.0657,0.1069,0.0412,0.0831,0.0675,-0.0156,0.0866,0.4115,0.3249,0.1089,0.2509,0.142,0.0955,0.1633,0.0678,0.0765,0.0795,0.003,0.0847,0.0922,0.0075,0.0546,0.158,0.1034,0.0884,0.4367,0.3483,0.1155
