H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.1395,0.203,0.0635,0.13,0.2302,0.1002,0.0935,0.0747,-0.0188,0.0879,0.2377,0.1498,0.1008,0.2618,0.161,0.0921,0.3796,0.2875,0.1024,0.1207,0.0183,0.0826,0.1106,0.028,0.0686,0.1564,0.0878,0.0826,0.2136,0.131,0.0662
0.0686,0.0661,-0.0025,0.1019,0.1755,0.0736,0.0842,0.0863,0.0021,0.0723,0.1527,0.0804,0.0815,0.2332,0.1517,0.1032,0.1441,0.0409,0.0663,0.0626,-0.0037,0.1167,0.1194,0.0027,0.0955,0.1369,0.0414,0.0823,0.1959,0.1136,0.1063
0.095,0.0827,-0.0123,0.0971,0.1552,0.0581,0.0926,0.0857,-0.0069,0.0818,0.1461,0.0643,0.086,0.266,0.18,0.1193,0.1378,0.0185,0.0849,0.0897,0.0048,0.1043,0.0937,-0.0106,0.0927,0.1214,0.0287,0.0918,0.2085,0.1167,0.0802
0.1013,0.1076,0.0063,0.0839,0.1673,0.0834,0.0845,0.0718,-0.0127,0.0842,0.1338,0.0496,0.1089,0.3234,0.2145,0.0966,0.1499,0.0533,0.0842,0.0605,-0.0237,0.1208,0.147,0.0262,0.0831,0.1406,0.0575,0.0515,0.2036,0.1521,0.0926
0.0968,0.0877,-0.0091,0.0895,0.1784,0.0889,0.0794,0.0683,-0.0111,0.0852,0.182,0.0968,0.0923,0.3321,0.2398,0.0902,0.1411,0.0509,0.0974,0.089,-0.0084,0.1019,0.1191,0.0172,0.1039,0.1282,0.0243,0.0968,0.2106,0.1138,0.1039
0.1161,0.1149,-0.0012,0.1064,0.2984,0.192,0.0857,0.1461,0.0604,0.0826,0.3368,0.2542,0.0744,0.262,0.1876,0.0935,0.17,0.0765,0.1092,0.1016,-0.0076,0.105,0.1219,0.0169,0.0852,0.2326,0.1474,0.1245,0.2605,0.136,0.0981
0.1271,0.1059,-0.0212,0.1213,0.1881,0.0668,0.0844,0.0799,-0.0045,0.0739,0.1844,0.1105,0.0665,0.242,0.1755,0.1124,0.1391,0.0267,0.1092,0.1003,-0.0089,0.1192,0.1108,-0.0084,0.09,0.1354,0.0454,0.0971,0.2136,0.1165,0.0942
0.1085,0.1023,-0.0062,0.1219,0.172,0.0501,0.1013,0.1069,0.0056,0.082,0.2363,0.1543,0.0596,0.2314,0.1718,0.1135,0.1497,0.0362,0.1011,0.0879,-0.0132,0.1175,0.1205,0.003,0.0834,0.1646,0.0812,0.0905,0.2051,0.1146,0.1219
0.125,0.1154,-0.0096,0.125,0.2023,0.0773,0.095,0.067,-0.028,0.076,0.1791,0.1031,0.0554,0.2691,0.2137,0.1024,0.1568,0.0544,0.1029,0.0655,-0.0374,0.1237,0.1422,0.0185,0.0905,0.119,0.0285,0.1285,0.2376,0.1091,0.1034
0.1246,0.1131,-0.0115,0.1024,0.2113,0.1089,0.1021,0.0973,-0.0048,0.0779,0.1923,0.1144,0.0694,0.2691,0.1997,0.1043,0.1328,0.0285,0.114,0.0895,-0.0245,0.0955,0.1328,0.0373,0.0929,0.1211,0.0282,0.0968,0.2222,0.1254,0.1063
0.114,0.0959,-0.0181,0.1304,0.2093,0.0789,0.0987,0.1549,0.0562,0.1403,0.1181,-0.0222,0.1224,0.4495,0.3271,0.1013,0.1462,0.0449,0.095,0.0795,-0.0155,0.1092,0.1188,0.0096,0.0939,0.1485,0.0546,0.0997,0.2214,0.1217,0.1126
0.1175,0.1015,-0.016,0.1238,0.1932,0.0694,0.095,0.0707,-0.0243,0.0642,0.1533,0.0891,0.1066,0.3216,0.215,0.0916,0.1417,0.0501,0.1061,0.0658,-0.0403,0.1127,0.1571,0.0444,0.0881,0.1277,0.0396,0.1021,0.2275,0.1254,0.0995
0.1142,0.1381,0.0239,0.1219,0.2095,0.0876,0.113,0.09,-0.023,0.0776,0.2498,0.1722,0.0654,0.3321,0.2667,0.1161,0.1929,0.0768,0.1093,0.0956,-0.0137,0.0992,0.1457,0.0465,0.1066,0.1293,0.0227,0.1211,0.2341,0.113,0.1005
0.0923,0.0986,0.0063,0.1121,0.1477,0.0356,0.0997,0.1422,0.0425,0.0533,0.0678,0.0145,0.0691,0.3632,0.2941,0.0948,0.1373,0.0425,0.0995,0.065,-0.0345,0.112,0.1014,-0.0106,0.0779,0.9705,0.8926,0.0915,0.1452,0.0537,0.1195
0.1229,0.1935,0.0706,0.1358,0.2084,0.0726,0.095,0.0907,-0.0043,0.0734,0.1657,0.0923,0.0876,0.2733,0.1857,0.0981,0.1435,0.0454,0.1155,0.1496,0.0341,0.101,0.1129,0.0119,0.0836,0.1229,0.0393,0.0707,0.2064,0.1357,0.0897
0.1272,0.1094,-0.0178,0.1193,0.2156,0.0963,0.1024,0.0573,-0.0451,0.0668,0.1794,0.1126,0.0517,0.3025,0.2508,0.0874,0.1418,0.0544,0.0908,0.065,-0.0258,0.0966,0.1172,0.0206,0.0842,0.1633,0.0791,0.0878,0.2024,0.1146,0.0915
0.1024,0.1039,0.0015,0.1192,0.1788,0.0596,0.0937,0.0678,-0.0259,0.1148,0.1486,0.0338,0.0923,0.2712,0.1789,0.1063,0.1398,0.0335,0.1093,0.0824,-0.0269,0.1019,0.0829,-0.019,0.0763,0.1412,0.0649,0.0831,0.1858,0.1027,0.0807
0.1109,0.0804,-0.0305,0.109,0.1744,0.0654,0.1034,0.0918,-0.0116,0.0902,0.1912,0.101,0.0855,0.2578,0.1723,0.105,0.143,0.038,0.0866,0.0352,-0.0514,0.095,0.1212,0.0262,0.0878,0.1049,0.0171,0.1005,0.1982,0.0977,0.106
0.1143,0.1052,-0.0091,0.1082,0.1686,0.0604,0.1174,0.0936,-0.0238,0.0571,0.113,0.0559,0.0868,0.3034,0.2166,0.091,0.167,0.076,0.0976,0.0655,-0.0321,0.1045,0.1185,0.014,0.0849,0.1369,0.052,0.1026,0.2096,0.107,0.105
0.1216,0.1519,0.0303,0.0987,0.1272,0.0285,0.0963,0.076,-0.0203,0.0799,0.2168,0.1369,0.101,0.2588,0.1578,0.0918,0.1578,0.066,0.0934,0.1365,0.0431,0.051,0.0204,-0.0306,0.0955,0.1593,0.0638,0.1076,0.2212,0.1136,0.0989
0.1132,0.1145,0.0013,0.1182,0.1343,0.0161,0.1095,0.0728,-0.0367,0.0874,0.0985,0.0111,0.0955,0.2443,0.1488,0.1021,0.1354,0.0333,0.101,0.0818,-0.0192,0.1059,0.089,-0.0169,0.0887,0.1296,0.0409,0.0955,0.193,0.0975,0.1087
0.1063,0.1176,0.0113,0.1066,0.1517,0.0451,0.1032,0.0826,-0.0206,0.0639,0.0916,0.0277,0.0963,0.9382,0.8419,0.0984,0.1575,0.0591,0.0689,0.1869,0.118,0.1031,0.1116,0.0085,0.0989,0.139,0.0401,0.0915,0.2341,0.1426,0.0781
0.1082,0.2197,0.1115,0.0897,0.1778,0.0881,0.0919,0.0528,-0.0391,0.089,0.1744,0.0854,0.0807,0.2421,0.1614,0.1114,0.1344,0.023,0.0834,0.102,0.0186,0.0924,0.075,-0.0174,0.0924,0.094,0.0016,0.1155,0.2486,0.1331,0.0947
0.1029,0.1073,0.0044,0.1045,0.1509,0.0464,0.1061,0.0871,-0.019,0.0757,0.1208,0.0451,0.0799,0.3363,0.2564,0.1118,0.1611,0.0493,0.0976,0.1061,0.0085,0.1137,0.0839,-0.0298,0.095,0.1005,0.0055,0.0976,0.2085,0.1109,0.0836
0.0979,0.0812,-0.0167,0.1229,0.143,0.0201,0.1091,0.037,-0.0721,0.071,0.1122,0.0412,0.0936,0.2272,0.1336,0.108,0.1257,0.0177,0.0926,0.0713,-0.0213,0.1393,0.0879,-0.0514,0.1029,0.3608,0.2579,0.0955,0.1872,0.0917,0.1066
0.0894,0.1089,0.0195,0.1258,0.1678,0.042,0.0858,0.0657,-0.0201,0.1108,0.1968,0.086,0.0625,0.1778,0.1153,0.133,0.1631,0.0301,0.0993,0.0948,-0.0045,0.1148,0.1135,-0.0013,0.0747,0.1267,0.052,0.0897,0.1927,0.103,0.0844
0.1008,0.3365,0.2357,0.1047,0.115,0.0103,0.0934,0.0948,0.0014,0.1324,0.1155,-0.0169,0.1081,0.2422,0.1341,0.1095,0.1557,0.0462,0.0918,0.1333,0.0415,0.0726,0.1167,0.0441,0.0789,0.5541,0.4752,0.0594,0.7618,0.7024,0.0852
0.0955,0.0843,-0.0112,0.1111,0.1926,0.0815,0.1077,0.0855,-0.0222,0.1193,0.1182,-0.0011,0.109,0.2581,0.1491,0.1256,0.1525,0.0269,0.0929,0.0737,-0.0192,0.1101,0.0945,-0.0156,0.0782,0.1075,0.0293,0.0773,0.1819,0.1046,0.0889
0.101,0.1405,0.0395,0.143,0.1702,0.0272,0.0816,0.0768,-0.0048,0.0945,0.1594,0.0649,0.1124,0.2792,0.1668,0.1264,0.1934,0.067,0.0763,0.0465,-0.0298,0.0884,0.1185,0.0301,0.0876,0.0862,-0.0014,0.1006,0.2097,0.1091,0.0871
0.082,0.184,0.102,0.1488,0.1573,0.0085,0.0795,0.061,-0.0185,0.0871,0.0932,0.0061,0.0921,0.2476,0.1555,0.118,0.1942,0.0762,0.0786,0.0346,-0.044,0.1061,0.1288,0.0227,0.091,0.2297,0.1387,0.1398,0.2821,0.1423,0.1037
0.0987,0.087,-0.0117,0.1395,0.1646,0.0251,0.0686,0.1003,0.0317,0.0768,0.1773,0.1005,0.1261,0.2754,0.1493,0.1101,0.179,0.0689,0.0637,0.0165,-0.0472,0.1,0.1291,0.0291,0.0897,0.1111,0.0214,0.0955,0.1903,0.0948,0.1047
0.0945,0.0899,-0.0046,0.1469,0.1828,0.0359,0.0792,0.0747,-0.0045,0.067,0.153,0.086,0.1042,0.239,0.1348,0.1293,0.162,0.0327,0.0926,0.1222,0.0296,0.0945,0.0138,-0.0807,0.0858,0.1628,0.077,0.0602,0.164,0.1038,0.086
0.1011,0.0967,-0.0044,0.1096,0.1463,0.0367,0.0985,0.0412,-0.0573,0.0676,0.0737,0.0061,0.0976,0.7303,0.6327,0.1114,0.1468,0.0354,0.0873,0.0805,-0.0068,0.0889,0.0686,-0.0203,0.0773,0.1358,0.0585,0.12,0.2217,0.1017,0.0791
0.1108,0.1194,0.0086,0.1219,0.1538,0.0319,0.1103,0.5431,0.4328,0.0987,0.1707,0.072,0.0528,0.7588,0.706,0.0955,0.4911,0.3956,0.1021,0.1499,0.0478,0.0894,0.1048,0.0154,0.096,0.1403,0.0443,0.0575,0.3145,0.257,0.1147
0.1071,0.0938,-0.0133,0.1021,0.182,0.0799,0.0952,0.0675,-0.0277,0.0842,0.4624,0.3782,0.0997,0.2965,0.1968,0.1329,0.3191,0.1862,0.0902,0.1699,0.0797,0.143,0.1243,-0.0187,0.0828,0.587,0.5042,0.1445,0.3134,0.1689,0.1074
0.11,0.1363,0.0263,0.149,0.1881,0.0391,0.1098,0.0805,-0.0293,0.1164,0.1209,0.0045,0.0989,0.2554,0.1565,0.1206,0.1254,0.0048,0.1032,0.0927,-0.0105,0.109,0.0834,-0.0256,0.1003,0.1056,0.0053,0.1169,0.2257,0.1088,0.1042
0.1095,0.0888,-0.0207,0.1327,0.1678,0.0351,0.1029,0.0907,-0.0122,0.0642,0.0821,0.0179,0.0995,0.2824,0.1829,0.1171,0.1485,0.0314,0.1005,0.0702,-0.0303,0.1034,0.1338,0.0304,0.0839,0.2221,0.1382,0.0894,0.2056,0.1162,0.0981
0.1132,0.1387,0.0255,0.1203,0.1343,0.014,0.0944,0.1219,0.0275,0.0623,0.0866,0.0243,0.0929,0.2769,0.184,0.104,0.1528,0.0488,0.0878,0.0984,0.0106,0.0818,0.1183,0.0365,0.0894,0.0907,0.0013,0.0691,0.1829,0.1138,0.1039
0.1105,0.103,-0.0075,0.1221,0.1569,0.0348,0.1045,0.1293,0.0248,0.062,0.0807,0.0187,0.091,0.2939,0.2029,0.1045,0.1428,0.0383,0.0905,0.0842,-0.0063,0.1103,0.1391,0.0288,0.0813,0.3123,0.231,0.1039,0.2372,0.1333,0.095
0.1161,0.1208,0.0047,0.0849,0.1561,0.0712,0.1029,0.0963,-0.0066,0.0586,0.0945,0.0359,0.0744,0.2635,0.1891,0.0836,0.1651,0.0815,0.0831,0.0499,-0.0332,0.1032,0.151,0.0478,0.1037,0.1404,0.0367,0.0984,0.458,0.3596,0.1279
0.0979,0.1495,0.0516,0.1068,0.162,0.0552,0.1216,0.1034,-0.0182,0.0694,0.1243,0.0549,0.0791,0.2646,0.1855,0.1042,0.205,0.1008,0.0887,0.0581,-0.0306,0.0747,0.1534,0.0787,0.0918,0.0865,-0.0053,0.0936,0.2209,0.1273,0.0791
0.11,0.1134,0.0034,0.1108,0.1509,0.0401,0.0968,0.1264,0.0296,0.0594,0.1085,0.0491,0.0979,0.2733,0.1754,0.1124,0.1644,0.052,0.0855,0.1027,0.0172,0.0536,0.1689,0.1153,0.0989,0.1738,0.0749,0.1021,0.2267,0.1246,0.1018
0.1169,0.1374,0.0205,0.0791,0.1965,0.1174,0.1,0.0768,-0.0232,0.0654,0.1485,0.0831,0.0802,0.257,0.1768,0.0989,0.9254,0.8265,0.0907,0.1172,0.0265,0.13,0.1564,0.0264,0.1055,0.1495,0.044,0.0799,0.2486,0.1687,0.1042
0.124,0.1316,0.0076,0.1074,0.1686,0.0612,0.1161,0.1383,0.0222,0.081,0.2453,0.1643,0.0834,0.2744,0.191,0.0944,0.2147,0.1203,0.1271,0.2087,0.0816,0.0868,0.3168,0.23,0.0878,0.2117,0.1239,0.1134,0.2546,0.1412,0.0913
0.1263,0.1869,0.0606,0.0976,0.1646,0.067,0.1345,0.158,0.0235,0.0718,0.1594,0.0876,0.1058,0.2781,0.1723,0.0981,0.2055,0.1074,0.1258,0.3013,0.1755,0.1401,0.219,0.0789,0.1063,0.2163,0.11,0.1147,0.2955,0.1808,0.134
0.1018,0.0951,-0.0067,0.1042,0.201,0.0968,0.1171,0.0886,-0.0285,0.1003,0.1995,0.0992,0.0878,0.2269,0.1391,0.0937,0.1663,0.0726,0.0847,0.099,0.0143,0.0989,0.1301,0.0312,0.091,0.1361,0.0451,0.0947,0.2734,0.1787,0.0855
0.1282,0.3489,0.2207,0.1266,0.1612,0.0346,0.1182,0.2722,0.154,0.0966,0.2145,0.1179,0.0778,0.326,0.2482,0.0955,0.5106,0.4151,0.1329,0.22,0.0871,0.1113,0.1177,0.0064,0.1074,0.195,0.0876,0.13,0.2628,0.1328,0.0947
0.1079,0.2312,0.1233,0.1179,0.2218,0.1039,0.0989,0.2917,0.1928,0.0726,0.1826,0.11,0.0944,0.2844,0.19,0.1151,0.2647,0.1496,0.1224,0.329,0.2066,0.1171,0.1649,0.0478,0.0813,0.2021,0.1208,0.1137,0.2573,0.1436,0.0979
0.1195,0.1242,0.0047,0.1419,0.1894,0.0475,0.0956,0.0702,-0.0254,0.0721,0.1241,0.052,0.0849,0.2319,0.147,0.1174,0.1536,0.0362,0.0808,0.0642,-0.0166,0.0992,0.1059,0.0067,0.1013,0.1039,0.0026,0.101,0.5212,0.4202,0.0944
